GEO_ID		CD114	USP_DEM_2016	USP_REP_2016	USP_OTH_2016	USP_MARGIN_2016	USS_DEM_2016	USS_REP_2016	USS_OTH_2016	USS_MARGIN_2016	USC_DEM_2016	USC_REP_2016	USC_OTH_2016	USC_MARGIN_2016	USP_DEM_2012	USP_REP_2012	USP_OTH_2012	USP_MARGIN_2012	USS_DEM_2012	USS_REP_2012	USS_OTH_2012	USS_MARGIN_2012	USC_DEM_2012	USC_REP_2012	USC_OTH_2012	USC_MARGIN_2012	USP_MARGIN_CHANGE	USS_MARGIN_CHANGE	USC_MARGIN_CHANGE		TOTALPOP_2010	TOTALPOP_2015	TOTALPOP_CHANGE			CENSUSAREA	POPDEN_2010	POPDEN_2015	POPDEN_CHANGE		NONWHITE_2010	NONWHITE_2015	NONWHITE_CHANGE	UNEMPLOY_2010	UNEMPLOY_2015	UNEMPLOY_CHANGE	COLLEGE_2010	COLLEGE_2015	COLLEGE_CHANGE	INC_2010	INC_2015	INC_CHANGE
1400000US42007604902		12	881.274	1183.294	69.063	0.141552124	924.945	1080.049	115.77	0.073135908	921.432	1195.989	0	0.129665758	962.007	1047.653	21.927	0.04215719	1056.935	957.973	0	-0.049114898	1041.706	949.238	0	-0.0464443	0.099394934	0.122250806	0.176110058		4816	4524	-0.0606			3.511	1371.688977	1288.521789	-6.063122865		1.7	2.5	0.008	4.6	4.7	0.001	27.4	25.9	-0.015	62708	70712	0.127639217
1400000US42007605001		12	366	890	31	0.407148407	382	833	63	0.352895149	381	895	0	0.402821317	403	752	7	0.300344234	428	723	0	0.256298871	454	684	0	0.202108963	0.106804173	0.096596278	0.200712354		2550	2555	0.002			23.179	110.0133742	110.2290867	0.196078433		1.2	3.1	0.019	5.6	7.5	0.019	24.4	18.2	-0.062	63938	58929	-0.078341518
1400000US42007605002		12	454	1285	64	0.460898502	477	1203	108	0.406040268	473	1302	0	0.467042254	551	1105	25	0.329565735	598	1066	0	0.28125	608	1031	0	0.258084198	0.131332767	0.124790268	0.208958056		3807	3760	-0.0123			45.139	84.3394847	83.2982565	-1.234567894		1.9	5.8	0.039	4.3	9.8	0.055	15.9	12.6	-0.033	58349	68409	0.172410838
1400000US42007605100		12	591	1669	72	0.462264151	668	1505	144	0.361242987	642	1646	0	0.438811189	690	1483	38	0.358661239	779	1420	0	0.291496135	786	1372	0	0.271547729	0.103602912	0.069746852	0.16726346		4951	4849	-0.0206			27.938	177.2138306	173.5628893	-2.060189821		0.5	1.8	0.013	3.5	8.9	0.054	18.5	28.2	0.097	50383	58438	0.159875355
1400000US42007605200		12	411	620	55	0.192449355	455	547	79	0.085106383	456	623	0	0.154772938	544	523	20	-0.019319227	595	482	0	-0.104921077	585	482	0	-0.096532334	0.211768582	0.19002746	0.251305272		2549	2639	0.0353			1.492	1708.44504	1768.766756	3.530796402		7.8	10.9	0.031	7.8	7.6	-0.002	13.4	15.3	0.019	39531	42857	0.0841365
1400000US42007605300		12	532	955	53	0.274675325	594	833	103	0.15620915	612	903	0	0.192079208	716	788	31	0.046905537	764	761	0	-0.001967213	758	740	0	-0.012016021	0.227769788	0.158176363	0.204095229		3149	3166	0.0054			18.778	167.6962403	168.601555	0.539853904		4.2	6.8	0.026	6.6	9.3	0.027	16	22.5	0.065	44177	50054	0.133033026
1400000US42007605400		12	625.333	658.003	74.537	0.024059687	661.237	556.302	135.633	-0.077547422	653.273	690.04	0	0.027370389	746.173	537.478	17.882	-0.160345531	775.536	521.94	0	-0.195453326	766.083	510.673	0	-0.200046054	0.184405218	0.117905904	0.227416443		3796	3460	-0.0885			1.58	2402.531646	2189.873418	-8.851422555		9.9	18.9	0.09	11.5	8.3	-0.032	11.3	18.2	0.069	27656	32423	0.17236766
1400000US42007605500		12	1036.314	1505.135	86.317	0.178410483	1090.899	1379.14	151.585	0.109947498	1102.845	1492.949	0	0.150283112	1196.556	1283.404	34.546	0.034538792	1313.805	1167.81	0	-0.058830641	1322.594	1150.631	0	-0.069529865	0.143871691	0.168778139	0.219812977		5075	5225	0.0296			10.49	483.7940896	498.0934223	2.955665025		9.1	6.6	-0.025	7	5.4	-0.016	19.7	25.1	0.054	48370	61763	0.2768865
1400000US42007605600		12	653	992	56	0.199294533	707	850	140	0.084266352	709	972	0	0.156454491	826	781	29	-0.027506112	877	745	0	-0.081381011	901	690	0	-0.132620993	0.226800645	0.165647363	0.289075484		3521	3318	-0.0577			4.251	828.2756998	780.5222301	-5.765407546		7.2	8.1	0.009	7.1	5.7	-0.014	12.4	19	0.066	47204	54444	0.153376832
1400000US42007605700		12	1215.034	488.004	50.964	-0.414497817	1230.369	418.604	85.557	-0.46800286	1254.391	480.125	0	-0.44638735	1451.007	404.557	28.2	-0.555510138	1441.952	391.286	0	-0.573120348	1460.92	375.921	0	-0.59068749	0.141012321	0.105117488	0.14430014		2900	2344	-0.1917			2.104	1378.326996	1114.068441	-19.17241379		51	38.4	-0.126	6.4	12.7	0.063	7.5	11.6	0.041	30216	31061	0.027965316
1400000US42007605800		12	912	2005	124	0.359421243	1032	1829	178	0.262257321	1028	1990	0	0.318754142	1066	1790	45	0.249569114	1197	1683	0	0.16875	1193	1644	0	0.158970744	0.109852129	0.093507321	0.159783398		6374	6284	-0.0141			21.089	302.2428754	297.9752478	-1.41198617		2	3.5	0.015	7.2	5.3	-0.019	13.9	26.5	0.126	47028	56495	0.201305605
1400000US42009960100		9	279	1298	30	0.634100809	348	1154	107	0.500932256	594	996	0	0.252830189	380	1087	17	0.476415094	439	1036	0	0.404745763	426	1042	0	0.419618529	0.157685715	0.096186493	-0.16678834		3880	3668	-0.0546			50.145	77.37561073	73.14787117	-5.463917532		2.2	2.3	0.001	7.6	7	-0.006	13.5	17.9	0.044	37529	48633	0.295877854
1400000US42009960200		9	227	1472	28	0.720903301	323	1251	131	0.544281525	552	1129	0	0.343248067	391	1098	20	0.4685222	458	1042	0	0.389333333	458	1047	0	0.391362126	0.252381101	0.154948192	-0.048114059		3563	3501	-0.0174			74.295	47.95746686	47.12295578	-1.740106671		0.4	2.3	0.019	9.1	6.1	-0.03	9.6	9.5	-0.001	41317	46591	0.127647215
1400000US42009960300		9	362	2091	52	0.690219561	423	1895	170	0.591639871	986	1478	0	0.199675325	482	1847	18	0.581593524	566	1769	0	0.515203426	589	1721	0	0.49004329	0.108626037	0.076436445	-0.290367965		5227	5132	-0.0182			63.844	81.87143663	80.38343462	-1.817486136		2.3	2.1	-0.002	6.8	5.5	-0.013	11.2	12.9	0.017	43866	47705	0.087516528
1400000US42009960400		9	301	2210	41	0.748040752	391	1985	148	0.631537242	987	1514	0	0.210715714	344	1684	19	0.654616512	440	1595	0	0.567567568	1047	1556	0	0.195543604	0.09342424	0.063969674	0.01517211		5361	5337	-0.0045			87.426	61.32043099	61.04591312	-0.447677659		1.5	2	0.005	7.4	7	-0.004	13.2	12	-0.012	45968	53521	0.164309955
1400000US42009960500		9	213	1188	24	0.684210526	282	1039	89	0.536879433	451	955	0	0.358463727	335	984	15	0.486506747	383	950	0	0.425356339	379	950	0	0.429646351	0.197703779	0.111523094	-0.071182624		3704	3612	-0.0248			98.583	37.57240092	36.63917714	-2.483801293		3.2	4.5	0.013	7.8	5.7	-0.021	5.5	9.1	0.036	37543	36864	-0.018085928
1400000US42009960600		9	297	1793	53	0.698086794	354	1662	110	0.615239887	748	1363	0	0.291331123	394	1587	9	0.599497487	459	1514	0	0.534718702	489	1481	0	0.503553299	0.098589307	0.080521185	-0.212222176		5235	4931	-0.0581			39.217	133.4880282	125.7362878	-5.807067873		1.1	1.6	0.005	5.5	8	0.025	15.7	11.1	-0.046	40956	39700	-0.030667057
1400000US42009960700		9	393	1096	48	0.457384515	413	1055	76	0.415803109	658	843	0	0.123251166	404	992	16	0.416430595	418	983	0	0.403283369	419	974	0	0.398420675	0.04095392	0.01251974	-0.275169509		2905	2778	-0.0437			1.085	2677.419355	2560.368664	-4.371772796		2	3.6	0.016	7.9	11.4	0.035	17.6	25	0.074	28988	41990	0.448530426
1400000US42009960800		9	457	2054	45	0.624804382	526	1886	112	0.538827258	1082	1400	0	0.128122482	589	1857	24	0.513360324	711	1749	0	0.42195122	699	1743	0	0.427518428	0.111444058	0.116876038	-0.299395946		5391	5297	-0.0174			68.075	79.19206757	77.81123761	-1.74364681		4.8	5.2	0.004	4.2	7.7	0.035	13.9	17.1	0.032	40711	53686	0.318709931
1400000US42009960900		9	378	2077	42	0.6804165	429	1886	154	0.590117456	1061	1387	0	0.133169935	507	1838	30	0.560421053	591	1759	0	0.497021277	663	1689	0	0.43622449	0.119995447	0.093096179	-0.303054555		4798	4714	-0.0175			143.08	33.53368745	32.9466033	-1.750729474		3.7	4.2	0.005	6.3	8.1	0.018	13.3	12.3	-0.01	41523	42519	0.023986706
1400000US42009961000		9	453	2464	53	0.677104377	520	2269	152	0.594695682	1004	1886	0	0.305190311	548	2205	21	0.597332372	635	2116	0	0.538349691	640	2102	0	0.533187454	0.079772005	0.056345991	-0.227997143		5775	5810	0.0061			271.586	21.26398268	21.3928553	0.606060595		2	2	0	6.6	6.4	-0.002	12.4	15.1	0.027	42820	48594	0.134843531
1400000US42009961100		9	285	1809	24	0.719546742	347	1657	95	0.624106717	688	1392	0	0.338461538	414	1523	18	0.567263427	453	1496	0	0.535146229	489	1447	0	0.494834711	0.152283315	0.088960488	-0.156373173		4043	4306	0.0651			114.961	35.16844843	37.45618079	6.505070488		1.6	2.6	0.01	7.6	8.6	0.01	10.3	8.8	-0.015	39222	44639	0.138111264
1400000US42011000100		16	1205.398	206.035	31.185	-0.692742639	1088.319	202.537	34.867	-0.668150134	1066.589	181.661	20.433	-0.697517031	1226.924	156.646	9.993	-0.768015511	1054.41	176.49	0	-0.713234219	983.733	165.291	41.587	-0.687413437	0.075272872	0.045084085	-0.010103594		4880	5343	0.0949			0.312	15641.02564	17125	9.487704925		72.7	77.5	0.048	19.6	28	0.084	4.7	8.7	0.04	16841	14275	-0.152366249
1400000US42011000200		16	1018	258	24	-0.584615385	937	255	25	-0.560394412	925	224	20	-0.599657827	1038	236	9	-0.625097428	883	238	0	-0.575379126	784	243	39	-0.50750469	0.040482043	0.014984714	-0.092153137		4398	3990	-0.0928			0.75	5864	5320	-9.276944065		62.7	80.4	0.177	12.3	25.3	0.13	13	8.2	-0.048	23628	15938	-0.325461317
1400000US42011000300		16	842.425	183.972	31.11	-0.622646469	775.905	178.21	31.833	-0.606213512	786.993	160.571	18.755	-0.648255907	799.124	145.591	6.844	-0.686802395	725.57	145.983	0	-0.665004882	669.369	135.841	39.9	-0.6313119	0.064155926	0.05879137	-0.016944007		1865	2230	0.1957			0.606	3077.557756	3679.867987	19.57104557		70.5	71.1	0.006	14	13.9	-0.001	10.4	8.7	-0.017	37011	43789	0.183134744
1400000US42011000400		16	855.442	237.685	29.444	-0.550305504	809.709	232.376	37.97	-0.534540371	803.878	211.27	26.294	-0.569026408	776.188	233.356	7.681	-0.53364005	744.377	214.912	0	-0.551934818	657.959	219.501	44.574	-0.47553344	-0.016665454	0.017394447	-0.093492968		3742	4098	0.0951			0.679	5511.045655	6035.346097	9.513629079		72.6	78.3	0.057	14.6	25.1	0.105	9.9	7	-0.029	30719	32419	0.055340343
1400000US42011000500		16	868.43	254.962	37.757	-0.528328406	828.736	243.711	30.678	-0.530334278	840.529	215.004	20.272	-0.581448311	846.181	230.458	18.837	-0.56205978	773.917	250.927	0	-0.510311813	704.765	229.477	55.528	-0.480200451	0.033731374	-0.020022465	-0.10124786		3692	3449	-0.0658			0.473	7805.496829	7291.754757	-6.581798485		57.7	66.2	0.085	8.3	12.4	0.041	3.7	4.8	0.011	34813	40786	0.171573837
1400000US42011000600		16	882.212	343.616	46.088	-0.423452492	848.442	361.934	37.134	-0.389983247	862.714	327.118	27.862	-0.439844493	726.036	346.344	10.908	-0.35049959	708.312	341.298	0	-0.349667019	612.454	334.39	54.996	-0.277553302	-0.072952902	-0.040316228	-0.162291191		4067	3186	-0.2166			0.569	7147.627417	5599.297012	-21.66215885		31.3	40.6	0.093	9.2	10.6	0.014	33.2	32.7	-0.005	53182	52688	-0.009288857
1400000US42011000700		16	1134.209	279.558	38.174	-0.588626535	1044.302	284.307	40.552	-0.555080812	1060.551	250.277	25.918	-0.606154049	1153.381	253.134	14.666	-0.633449927	1055.147	283.653	0	-0.576257843	983.728	247.887	63.802	-0.568034077	0.044823392	0.021177031	-0.038119972		3608	4181	0.1588			0.307	11752.443	13618.89251	15.88137471		57.7	73.4	0.157	13.3	14.1	0.008	8.2	9.1	0.009	38915	39074	0.004085828
1400000US42011000800		16	437.741	78.724	13.087	-0.677963637	410.528	77.782	14.32	-0.662009828	409.448	68.681	12.696	-0.694273927	419.736	64.752	3.463	-0.727499278	386.11	72.62	0	-0.683386742	353.451	69.588	17.81	-0.643900746	0.049535641	0.021376914	-0.050373181		4313	4356	0.01			0.117	36863.24786	37230.76923	0.996985864		74.1	81.3	0.072	21.6	24.3	0.027	5.8	6	0.002	31450	27700	-0.119236884
1400000US42011000900		16	675.998	137.985	28.886	-0.638311529	618.991	151.244	24.6	-0.588483144	621.982	120.56	20.736	-0.656932337	683.532	126.284	8.889	-0.680645654	616.513	145.168	0	-0.618822053	558.031	138.899	35.756	-0.572048599	0.042334125	0.030338909	-0.084883738		2758	2707	-0.0185			0.181	15237.56906	14955.8011	-1.84916609		71.4	63.1	-0.083	20.3	13.3	-0.07	10.2	10.9	0.007	35305	30202	-0.144540433
1400000US42011001000		16	470.546	87.294	16.608	-0.667165696	429.087	88.42	16.741	-0.637657043	431.745	79	9.875	-0.677547924	439.022	73.947	4.026	-0.706148029	401.524	74.43	0	-0.687238683	369.101	74.158	20.216	-0.636373051	0.038982333	0.04958164	-0.041174873		3074	3283	0.068			0.099	31050.50505	33161.61616	6.798959008		89.7	91.1	0.014	18.1	17.6	-0.005	10.3	5	-0.053	30352	24386	-0.196560358
1400000US42011001100		16	773.029	103.734	22.282	-0.744451056	704.008	101.37	18.426	-0.731530801	703.262	91.429	15.37	-0.755292503	727.854	61.462	6.13	-0.837758943	634.906	77.587	0	-0.78220979	606.53	66.001	26.884	-0.772830151	0.093307887	0.050678989	0.017537648		4513	4021	-0.109			0.311	14511.25402	12929.26045	-10.90183914		89.4	90.9	0.015	26.8	28.4	0.016	8.4	11.3	0.029	23650	24125	0.020084567
1400000US42011001200		16	260.246	25.311	4.233	-0.810707754	243.496	26.311	3.214	-0.795488259	241.973	23.536	1.607	-0.817760823	249.181	12.94	1.084	-0.897555138	229.618	16.051	0	-0.869328242	220.079	18.173	3.279	-0.835942384	0.086847384	0.073839983	0.018181561		1310	2054	0.5679			0.06	21833.33333	34233.33333	56.79389314		93.5	91	-0.025	6.9	18.4	0.115	7.7	1.1	-0.066	19938	25375	0.272695356
1400000US42011001300		16	595.474	107.052	11.264	-0.68426568	532.844	109.9	12.194	-0.645777158	528.28	95.692	9.766	-0.68259754	615.522	78.396	4.982	-0.768530548	524.694	91.106	0	-0.704105229	484.26	80.286	22.794	-0.687802636	0.084264868	0.058328071	0.005205096		2432	3485	0.433			0.229	10620.08734	15218.34061	43.29769731		80.5	86.9	0.064	21.9	22.3	0.004	5.4	5.1	-0.003	20526	22564	0.099288707
1400000US42011001400		16	719.283	103.982	14.881	-0.734121502	651.816	105.623	10.861	-0.710911102	656.104	87.129	7.313	-0.75808145	605.709	86.465	5.652	-0.744088068	534.863	85.803	0	-0.723513129	498.268	88.571	20.902	-0.674130921	0.009966566	0.012602027	-0.083950529		4397	4275	-0.0277			0.144	30534.72222	29687.5	-2.774619051		80.1	82.6	0.025	22.2	26.1	0.039	5.2	3.7	-0.015	25703	22409	-0.128156246
1400000US42011001500		16	464.14	82.404	14.776	-0.68006841	427.511	83.889	13.493	-0.654651519	435.594	68.429	8.003	-0.717082726	410.019	66.014	4.236	-0.716275671	360.446	72.864	0	-0.663686506	336.173	69.618	17.729	-0.629379958	0.036207261	0.009034987	-0.087702768		4096	3387	-0.1731			0.105	39009.52381	32257.14286	-17.30957031		74.3	83.2	0.089	15.3	25	0.097	5	1.4	-0.036	33867	31731	-0.063070245
1400000US42011001600		16	369.15	85.06	14.36	-0.606291483	332.848	86.562	16.794	-0.564611971	344.006	69.876	10.292	-0.646267805	350.424	64.24	1.616	-0.687479581	325.236	73.61	0	-0.630885104	310.338	58.726	20.316	-0.646186245	0.081188098	0.066273133	-8.16E-05		2936	2728	-0.0708			0.097	30268.04124	28123.71134	-7.084468674		58.1	81.2	0.231	12.1	17.1	0.05	7.1	5.3	-0.018	36959	27875	-0.245785871
1400000US42011001700		16	644.769	87.998	14.282	-0.745293816	563.491	88.214	9.491	-0.718814088	555.312	68.62	12.443	-0.764788057	600.43	65.668	2.749	-0.799528143	504.184	70.182	0	-0.755619239	474.727	70.446	14.127	-0.7228339	0.054234327	0.036805151	-0.041954157		3189	3226	0.0116			0.142	22457.74648	22718.30986	1.160238318		83.2	91.2	0.08	15.9	20.3	0.044	3.1	3.4	0.003	22956	25191	0.097360167
1400000US42011001800		16	960.789	348.041	61.118	-0.447278291	909.184	347.388	52.124	-0.429279221	931.873	312.625	27.214	-0.486940439	961.977	317.473	15.235	-0.497807575	920.953	325.526	0	-0.477687149	829.436	291.77	83.247	-0.44639849	0.050529284	0.048407928	-0.040541949		3441	2754	-0.1997			1.134	3034.391534	2428.571429	-19.96512639		46.5	56.6	0.101	20.4	13.8	-0.066	17.1	17.9	0.008	31841	38603	0.212367702
1400000US42011001900		16	450.638	78.841	13.843	-0.684303231	418.867	76.011	15.713	-0.67148853	407.578	74.687	9.35	-0.677137598	472.319	76.35	4.424	-0.715917576	392.8	77.172	0	-0.671588946	358.958	74.072	16.83	-0.63327702	0.031614345	0.000100416	-0.043860578		2250	2706	0.2027			0.07	32142.85714	38657.14286	20.26666669		67.4	69.9	0.025	21.9	16.7	-0.052	3.3	8.8	0.055	16436	16292	-0.008761256
1400000US42011002000		16	772.808	219.727	31.485	-0.540107615	724.601	204.656	29.562	-0.542276488	709.317	193.301	23.994	-0.556884651	771.577	186.514	13.639	-0.602083912	713.228	190.585	0	-0.57826453	624.033	176.591	63.556	-0.517764818	0.061976297	0.035988042	-0.039119833		4252	4028	-0.0527			0.326	13042.94479	12355.82822	-5.268109166		57.8	61.5	0.037	12.9	15.5	0.026	7.9	7.3	-0.006	30505	31637	0.037108671
1400000US42011002100		16	571	105	24	-0.665714286	502	100	21	-0.645264848	504	87	17	-0.685855263	502	115	3	-0.624193548	467	121	0	-0.588435374	438	109	28	-0.572173913	-0.041520738	-0.056829474	-0.11368135		2993	2746	-0.0825			0.193	15507.77202	14227.97927	-8.252589401		72.4	69.5	-0.029	21.4	30.3	0.089	5	2.7	-0.023	24310	24665	0.014603044
1400000US42011002200		16	670.62	74.606	15.76	-0.783212832	615.222	82.32	15.833	-0.747015244	625.204	67.887	7.957	-0.794976949	623.911	66.632	3.596	-0.802834879	571.372	75.286	0	-0.76715358	543.997	70.086	12.29	-0.756595511	0.019622047	0.020138336	-0.038381438		2007	2106	0.0493			0.211	9511.848341	9981.042654	4.932735428		83.5	86.3	0.028	32.8	31.2	-0.016	2.3	4.9	0.026	22596	26179	0.158567888
1400000US42011002300		16	262.923	37.003	6.68	-0.736841419	244.056	39.62	6.891	-0.703576112	243	35.804	3.952	-0.732773133	273.237	31.851	1.556	-0.787186444	240.995	36.855	0	-0.734712975	227.079	32.96	7.162	-0.726490545	0.050345025	0.031136863	-0.006282588		1955	2129	0.089			0.105	18619.04762	20276.19048	8.900255769		71.3	82.8	0.115	21.3	26.4	0.051	10.7	8.8	-0.019	23083	26827	0.162197288
1400000US42011002500		16	1253.273	160.471	31.699	-0.75603258	1166.496	157.66	32.717	-0.743500681	1159.526	138.886	20.904	-0.773612993	1223.159	117.539	5.791	-0.821113281	1115.203	132.946	0	-0.786970947	1061.882	129.722	27.724	-0.764486668	0.065080701	0.043470266	-0.009126325		3462	2975	-0.1407			0.443	7814.89842	6715.575621	-14.06701329		85.8	85.7	-0.001	21.7	16.2	-0.055	6.6	13.6	0.07	16920	18900	0.117021277
1400000US42011002600		16	589.906	203.094	22.198	-0.474500673	552.502	201.146	16.298	-0.456338496	555.854	184.746	11.324	-0.49354456	569.306	193.858	10.936	-0.485012272	551.494	186.726	0	-0.494118285	511.42	171.98	31.094	-0.475077467	0.010511599	0.037779789	-0.018467093		3241	3369	0.0395			0.606	5348.184818	5559.405941	3.949398351		80.2	80	-0.002	11.9	24.4	0.125	7.5	8	0.005	23409	15458	-0.339655688
1400000US42011002700		16	643.283	331.458	34.608	-0.30893675	584.373	335.684	29.851	-0.261803248	587.598	307.497	15.915	-0.307462048	601.662	328.171	16.085	-0.289127599	599.426	306.195	0	-0.323789974	527.368	304.011	36.995	-0.257212906	-0.019809151	0.061986726	-0.050249142		1889	2063	0.0921			0.543	3478.821363	3799.263352	9.21122287		32	33.8	0.018	5.5	11.4	0.059	28.7	28.4	-0.003	44583	48438	0.086467936
1400000US42011002900		16	676.207	363.84	38.518	-0.289613514	657.467	335.652	34.091	-0.313290369	675.614	299.623	20.761	-0.377501762	642.482	297.135	14.093	-0.362109027	614.614	301.117	0	-0.342346169	536.146	254.563	67.917	-0.327946044	0.072495513	0.0290558	-0.049555718		2644	3182	0.2035			1.112	2377.697842	2861.510791	20.34795761		29.5	24	-0.055	10.8	13.7	0.029	27.6	17.2	-0.104	41727	41875	0.003546864
1400000US42011010100		15	489	2042	81	0.594563553	547	1930	110	0.534596057	493	1966	83	0.579464988	519	1647	30	0.513661202	604	1573	0	0.445107947	525	1617	0	0.509803922	0.080902351	0.08948811	0.069661066		6151	6104	-0.0076			65.433	94.00455428	93.28626228	-0.764103405		1	4.8	0.038	5.4	5	-0.004	10.3	10.9	0.006	56370	60397	0.071438709
1400000US42011010201		15	576	1593	100	0.448215073	633	1478	116	0.379434216	566	1507	102	0.432643678	700	1341	44	0.307434053	790	1273	0	0.234125061	710	1282	0	0.287148594	0.14078102	0.145309155	0.145495084		4508	4336	-0.0382			21.549	209.1976426	201.2158337	-3.815439219		6.9	1.9	-0.05	3.7	6.1	0.024	14.6	23.1	0.085	64924	73344	0.129690099
1400000US42011010202		15	586	1747	85	0.480148883	646	1640	97	0.417121276	676	1603	63	0.395815542	705	1424	33	0.332562442	755	1376	0	0.291412482	678	1402	0	0.348076923	0.147586441	0.125708794	0.047738619		4995	5121	0.0252			36.645	136.3078183	139.7462137	2.52252251		4.1	8.8	0.047	5.8	11.4	0.056	9.4	17.6	0.082	58015	57193	-0.014168749
1400000US42011010302		6	440	1061	56	0.398843931	463	1012	67	0.356031128	448	1063	0	0.407015222	561	894	20	0.225762712	604	856	0	0.17260274	458	964	0	0.35583685	0.173081219	0.183428388	0.051178372		2849	2925	0.0267			18.922	150.5654793	154.5819681	2.667602706		7.1	7.3	0.002	3.6	5.8	0.022	19.8	20.8	0.01	65417	64531	-0.01354388
1400000US42011010303		6	282.96	544.36	46.94	0.298995722	309.94	523.48	37.56	0.245172105	311.86	532.66	0	0.261450291	379.62	451.86	10.24	0.085824265	415.28	414.2	0	-0.001302021	331.76	479.34	0	0.181950438	0.213171457	0.246474126	0.079499853		2125	2081	-0.0207			0.832	2554.086538	2501.201923	-2.070588221		9.3	10.5	0.012	5.6	3.4	-0.022	15.9	18.9	0.03	51648	73368	0.420539033
1400000US42011010304		6	1018.04	1846.64	143.06	0.275489238	1020.06	1838.52	114.44	0.275295827	975.14	1919.34	0	0.326207125	1167.38	1651.14	36.76	0.169426466	1243.72	1565.8	0	0.1146388	973.24	1762.66	0	0.288541248	0.106062772	0.160657027	0.037665877		6770	6676	-0.0139			19.217	352.2922412	347.4007389	-1.388478578		15.4	21.3	0.059	3.1	3.2	0.001	17.1	19.5	0.024	74245	67050	-0.096908883
1400000US42011010400		15	920	2721	161	0.473698054	961	2647	164	0.446977731	926	2695	73	0.478884678	1055	2282	47	0.362588652	1156	2186	0	0.308198683	969	2305	0	0.408063531	0.111109402	0.138779048	0.070821147		8166	7938	-0.0279			67.952	120.1730633	116.8177537	-2.792064634		6.6	7.7	0.011	4.1	6.1	0.02	14.5	18.8	0.043	60557	62572	0.033274436
1400000US42011010500		6	998	1943	157	0.305035507	1018	1905	151	0.288549122	1064	1958	0	0.295830576	1252	1628	60	0.127891156	1303	1594	0	0.10044874	1047	1782	0	0.25980912	0.177144351	0.188100382	0.036021456		6489	6790	0.0464			16.028	404.8540055	423.6336411	4.638619192		7.2	14	0.068	8.1	4.9	-0.032	16.7	19.9	0.032	55192	54666	-0.009530367
1400000US42011010600		6	1697	2707	176	0.220524017	1652	2732	147	0.238357978	1624	2811	0	0.267643743	1600	2441	42	0.205975998	1719	2275	0	0.139208813	1380	2563	0	0.300025361	0.014548019	0.099149165	-0.032381618		7481	8214	0.098			15.625	478.784	525.696	9.798155327		6.9	13.3	0.064	4	8.5	0.045	34.5	37.5	0.03	70685	74500	0.053971847
1400000US42011010700		6	1336	2260	177	0.244897959	1368	2208	162	0.224719101	1321	2317	0	0.2737768	1472	2010	44	0.152580828	1554	1903	0	0.100954585	1253	2162	0	0.266178624	0.092317131	0.123764516	0.007598176		7000	7367	0.0524			13.81	506.8790731	533.4540188	5.242857145		16.6	15	-0.016	5	3.6	-0.014	19.8	23.5	0.037	64558	81818	0.267356486
1400000US42011010801		16	339.84	721.216	44.368	0.34500427	351.168	699.504	44.368	0.318103448	353.056	695.728	26.432	0.318700615	388.928	614.544	12.272	0.222118959	429.52	569.232	0	0.139886578	327.568	582.448	61.36	0.262390671	0.122885311	0.17821687	0.056309944		1828	1803	-0.0137			7.412	246.6270912	243.2541824	-1.367614881		10.9	9.1	-0.018	4.2	11.2	0.07	21.6	29.8	0.082	63214	70478	0.114911254
1400000US42011010802		7	2106.419	2417.619	211.764	0.065712207	2066.601	2457.719	157.504	0.083539663	2007.327	2487.988	52.255	0.105696229	2196.263	2244.671	65.024	0.010743109	2245.957	2155.847	0	-0.020471152	1887.866	2276.345	100.192	0.091098097	0.054969098	0.104010815	0.014598132		8543	9324	0.0914			5.408	1579.696746	1724.112426	9.14198756		17.3	20	0.027	5.8	4.5	-0.013	34.8	32.8	-0.02	73174	75078	0.026020171
1400000US42011010902		16	763	906	88	0.081388731	718	922	79	0.118673647	737	876	73	0.082443654	739	809	27	0.044444444	786	739	0	-0.030819672	607	760	98	0.10443686	0.036944287	0.149493319	-0.021993206		3792	4042	0.0659			1.257	3016.706444	3215.592681	6.592827002		18.3	22.3	0.04	7.9	7.9	0	25.5	31.8	0.063	56422	52200	-0.074828967
1400000US42011010903		6	1664.95	2027.831	171.596	0.09390414	1602.523	2102.608	108.562	0.131128803	1574.41	2150.088	35.875	0.153090664	2022.41	2485.599	64.541	0.101297744	2134.587	2343.422	0	0.046635681	1718.388	2627.68	57.151	0.206506195	-0.007393604	0.084493122	-0.053415531		6470	6048	-0.0652			3.596	1799.221357	1681.868743	-6.522411128		9.8	12.6	0.028	8.6	3.9	-0.047	41.9	46.1	0.042	58340	65396	0.120946178
1400000US42011010904		6	384.789	443.686	40.183	0.067802288	371.851	458.147	20.677	0.101444147	366.869	461.968	9.348	0.113458246	461.806	553.424	15.126	0.088918781	497.137	512.807	0	0.015515712	395.525	580.406	15.247	0.186526537	-0.021116493	0.085928435	-0.073068291		3698	4067	0.0998			0.79	4681.012658	5148.101266	9.978366694		18.5	19.6	0.011	3.5	1.3	-0.022	47	45.8	-0.012	70660	77075	0.090786867
