GEO_ID,pop_change,non_white_change,unemploy_change,edu_change,med_income_change,mean_income_change,%change in diff between mean and median
1400000US42017105009,0.75%,0.7,2.1,-0.4,-2.52%,2.21%,18.31%
1400000US42017105010,-0.82%,1.3,2.9,12.4,-2.34%,-0.98%,8.33%
1400000US42017105011,2.08%,6.2,-2.7,0.2,-5.13%,6.44%,47.59%
1400000US42017105012,4.19%,-1.5,1.3,13.3,10.01%,21.04%,-391.65%
1400000US42017105013,-3.29%,3.1,-3.4,-2.2,1.45%,12.51%,133.35%
1400000US42017105100,3.90%,6.1,4.2,5,10.25%,6.87%,-0.13%
1400000US42017105202,0.77%,-3.5,2.1,-2.6,4.91%,1.13%,-15.51%
1400000US42017105203,7.82%,5.1,0.7,8,-2.66%,10.88%,420.15%
1400000US42017105206,-1.50%,3.9,2.1,11.3,6.37%,26.64%,227.11%
1400000US42017105207,5.23%,3.1,-0.2,0.5,2.28%,12.90%,75.22%
1400000US42017105208,-0.35%,9.4,4,-1.4,-26.28%,-12.96%,139.36%
1400000US42017105300,-6.43%,-2.5,-2.1,10.3,46.96%,18.83%,-35.95%
1400000US42017105400,2.43%,8.4,1.6,2.1,12.27%,-5.30%,-40.45%
1400000US42017105505,4.12%,5.8,-3.6,10.3,25.51%,31.58%,59.77%
1400000US42017105506,-6.59%,2.7,3.6,1.9,6.39%,15.60%,100.29%
1400000US42017105507,6.20%,6.8,2.7,3,11.35%,2.35%,-71.92%
1400000US42017105508,-7.98%,5.3,5.4,4.6,6.71%,-10.01%,-63.24%
1400000US42017105509,-0.48%,3.9,-0.3,15.2,20.88%,1.50%,-38.56%
1400000US42017105510,-2.91%,-3.2,0.6,8.3,4.80%,15.88%,129.94%
1400000US42017105511,1.99%,-10.9,1.7,-4,-4.26%,-5.04%,-14.42%
1400000US42017105600,4.43%,2.3,-2,15.5,10.97%,24.11%,88.71%
1400000US42017105702,-8.56%,2,-0.7,2.6,1.95%,15.44%,139.15%
1400000US42017105704,-0.38%,3.5,-3.3,3.2,27.81%,39.11%,91.41%
1400000US42017105801,-2.91%,-3.7,1.4,4.7,10.32%,25.45%,213.77%
1400000US42017105805,-4.46%,9.9,6.5,-1.4,-2.53%,0.79%,25.00%
1400000US42017105807,0.21%,4.7,2.1,3.1,-18.53%,4.05%,304.60%
1400000US42017105808,4.71%,2.4,1.6,6.1,14.44%,38.71%,486266.67%
1400000US42017105809,-3.70%,3.8,-0.8,0.7,8.79%,12.68%,95.87%
1400000US42017105810,-0.88%,-3.8,0.6,2.1,5.71%,4.55%,-3.24%
1400000US42017105811,-0.41%,2.2,-1.3,1.5,12.77%,9.90%,-28.18%
1400000US42017105812,-3.88%,8.8,4.8,-4.1,-6.65%,-12.97%,-61.19%
1400000US42017105900,-1.01%,-0.6,9.5,8.1,6.29%,14.21%,79.34%
1400000US42017106000,6.11%,-0.1,3.8,5.6,20.33%,14.69%,-15.09%
1400000US42017106100,-4.70%,-18.4,2,-8.1,1.59%,9.15%,47.21%
1400000US42017106200,4.39%,9,3.5,-4.5,-14.09%,-21.29%,-38.39%
1400000US42017106300,0.80%,12.6,1.2,-3,1.33%,-4.03%,-41.77%
1400000US42017106401,9.78%,-3.4,0.5,-0.3,-21.18%,-2.92%,505.16%
1400000US42017106402,1.75%,1.2,-1.6,4.6,21.27%,24.73%,44.21%
1400000US42017106500,-5.64%,7.3,5.2,7.2,-0.66%,2.02%,19.44%
1400000US42017106600,6.20%,3.8,3,0.2,16.94%,7.94%,-17.29%
1400000US42017980000,#DIV/0!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
1400000US42019902100,-6.78%,1.2,2.4,0.9,48.07%,16.05%,-68.26%
1400000US42019902200,11.28%,2.7,3.8,1.4,-21.26%,-12.12%,27.12%
1400000US42019902300,1.70%,2.8,0.5,6.4,-11.01%,-11.22%,-11.55%
1400000US42019902400,-17.27%,5,-0.6,-1.1,-7.05%,4.09%,36.20%
1400000US42019902500,-3.82%,0,-9.6,1.6,-13.62%,1.86%,66.18%
1400000US42019902600,4.94%,-3.3,0.3,4.3,18.30%,20.28%,31.85%
1400000US42019902700,3.51%,3.2,2.5,1.6,-3.22%,0.54%,25.11%
1400000US42019902800,-10.98%,0.2,-0.9,3.6,9.79%,3.64%,-18.97%
1400000US42019902900,-1.04%,-0.8,-0.8,13.7,27.14%,-2.62%,-55.42%
1400000US42019903000,-4.98%,0.5,-0.8,1.8,-0.80%,-0.23%,2.11%
1400000US42019903100,2.73%,1.7,4.7,4.8,6.90%,6.15%,1.75%
1400000US42019910100,10.67%,2.7,-1,0.6,-1.62%,1.25%,15.75%
1400000US42019910200,-1.04%,-0.9,-0.2,-0.2,3.14%,-1.13%,-20.41%
1400000US42019910301,-13.13%,-2.2,-1.9,-2.2,-3.26%,-0.20%,9.58%
1400000US42019910302,-9.63%,4.1,5.8,0.7,9.80%,12.42%,19.39%
1400000US42019910400,-1.22%,-1.5,-0.7,-5,4.54%,4.50%,4.38%
1400000US42019910500,551.83%,-1.2,-4.4,-100,#VALUE!,#VALUE!,#VALUE!
1400000US42019910600,-3.34%,-0.9,-1.1,5.7,22.60%,19.95%,4.03%
1400000US42019910700,-1.76%,1.5,-4.1,0.5,25.45%,14.11%,-43.38%
1400000US42019910800,-0.84%,-2.6,1.5,-9.2,3.43%,4.63%,11.78%
1400000US42019910900,-0.85%,1.6,1,-2,4.46%,17.72%,107.11%
1400000US42019911000,7.45%,2.4,1.6,3,11.45%,8.79%,-3.10%
1400000US42019911100,-1.28%,0.6,2.8,6.8,13.10%,16.94%,33.68%
1400000US42019911200,-1.32%,-0.3,-0.1,3.6,3.71%,-1.34%,-27.74%
1400000US42019911300,2.36%,0.7,1.9,4,5.19%,5.54%,7.27%
1400000US42019911400,-0.82%,1,4.7,-0.2,-4.09%,-5.59%,-10.82%
1400000US42019911501,-1.70%,-1.9,5,2.5,3.84%,7.59%,31.65%
1400000US42019911502,-8.03%,2.3,4.1,-0.1,18.17%,14.99%,2.07%
1400000US42019911600,-1.64%,1.2,0.1,5.8,1.09%,4.23%,17.58%
1400000US42019911700,-4.41%,-0.1,-2.1,3.9,-2.60%,5.69%,60.75%
1400000US42019911800,-0.63%,-5.3,-5.1,1.7,-11.45%,19.84%,498.76%
1400000US42019911900,-3.88%,-0.3,3.7,2.8,-7.92%,-5.56%,2.66%
1400000US42019912001,2.52%,-0.6,-4.8,4.4,22.67%,23.65%,35.05%
1400000US42019912002,8.75%,1.8,1.8,4.5,6.77%,13.65%,89.13%
1400000US42019912101,11.11%,-2.5,-0.9,1.2,11.61%,8.64%,-46.47%
1400000US42019912102,1.11%,12,-0.7,-11.3,1.63%,-2.96%,-41.88%
1400000US42019912200,8.52%,-1.2,-2.9,11.1,18.39%,9.74%,-33.91%
1400000US42019912301,19.34%,3.2,-1.3,12.9,18.59%,21.50%,38.20%
1400000US42019912303,5.32%,3.9,-0.9,8.6,17.50%,16.14%,10.22%
1400000US42019912304,-2.99%,-0.7,0.3,4.6,15.23%,25.63%,255.98%
1400000US42019912401,15.59%,2.8,-3,-0.2,9.52%,15.08%,36.81%
1400000US42019912402,5.67%,2.6,1.1,11.8,20.21%,21.03%,23.31%
1400000US42019912700,0.70%,0.3,-1,0,0.79%,4.96%,37.53%
1400000US42019912800,0.83%,0.3,1.4,5,0.99%,8.58%,86.80%
1400000US42021000100,25.00%,10.1,18.5,2.7,7.06%,2.10%,-9.73%
1400000US42021000200,-5.42%,-10.6,19,-0.5,-0.75%,-16.28%,-51.93%
1400000US42021000300,-10.00%,0.8,14.9,1.4,0.58%,1.77%,8.15%
1400000US42021000500,-24.63%,13.3,7,4.4,-10.04%,9.40%,75.32%
1400000US42021000600,-13.53%,13.2,5.8,1.8,-20.65%,0.58%,133.20%
1400000US42021000700,-0.51%,-0.2,-5.8,-8.4,-7.10%,-18.39%,-52.36%
1400000US42021001200,10.54%,-1.6,5.3,-0.9,12.22%,6.65%,-18.02%
1400000US42021010100,-0.58%,-1.6,0.2,4.2,8.69%,9.26%,11.89%
1400000US42021010200,-15.29%,-6,-2.8,2.9,8.44%,24.41%,93.25%
1400000US42021010300,3.16%,2,4.3,-2.8,-3.21%,4.57%,52.64%
1400000US42021010500,-0.78%,2.8,2.6,-5.2,-4.08%,-0.85%,13.22%
1400000US42021010600,-3.03%,-1.1,-4.4,13.1,24.74%,33.24%,79.25%
1400000US42021010700,-2.54%,1.3,-1,0.1,2.40%,2.34%,2.14%
1400000US42021010801,4.08%,3.2,-2.8,2.8,7.51%,-11.82%,-49.37%
1400000US42021011000,-9.36%,0,4.9,0.2,4.40%,1.95%,-20.66%
1400000US42021011100,-3.09%,1.8,3.2,7.6,20.12%,23.86%,45.58%
1400000US42021011200,-6.93%,0,-2.7,10.7,12.66%,15.55%,25.70%
1400000US42021011300,-3.39%,-1.5,2.4,-3.6,-15.59%,7.07%,259.75%
1400000US42021011400,-4.82%,-1.5,3.5,-0.9,-0.49%,-1.88%,-7.26%
1400000US42021011500,-4.28%,-0.5,4,0.9,3.40%,20.90%,146.70%
1400000US42021011600,-4.29%,-2.6,-1.3,-1.9,0.29%,-1.43%,-9.25%
1400000US42021011700,0.83%,0.2,5.8,0.8,-0.79%,4.15%,28.68%
1400000US42021011800,-0.10%,0.2,-4.7,3.7,-5.92%,5.45%,114.12%
1400000US42021011900,-4.62%,-2.6,1.9,0.4,12.37%,12.89%,15.20%
1400000US42021012000,1.41%,-0.2,-2.3,3.7,19.70%,17.80%,9.63%
1400000US42021012100,2.71%,2.4,1,2.8,-3.48%,14.44%,136.00%
1400000US42021012200,-6.34%,-0.1,-2.1,2.9,15.96%,15.87%,15.39%
1400000US42021012300,-3.41%,-2.3,2.8,4.2,-0.35%,8.65%,79.29%
1400000US42021012400,-7.47%,1.1,-1.6,5.3,9.28%,7.67%,1.11%
1400000US42021012500,-1.85%,1.5,1.5,8.7,53.27%,44.18%,22.55%
1400000US42021012600,-0.55%,1.2,5.8,-0.4,-22.35%,13.00%,-67053.57%
1400000US42021012700,4.02%,1.2,4,0.1,6.15%,12.87%,65.74%
1400000US42021012800,-14.63%,1.5,0.9,-0.7,14.86%,11.25%,-1.96%
1400000US42021012900,-3.42%,0.8,6,7.2,18.68%,16.18%,-0.32%
1400000US42021013000,-3.32%,1.7,1.7,8.3,21.99%,21.90%,21.51%
1400000US42021013100,-4.07%,-0.4,-4.7,4.1,7.28%,9.06%,19.68%
1400000US42021013200,-2.81%,0.8,1.5,-3.8,-1.14%,6.64%,71.88%
1400000US42021013300,-3.12%,0.6,-2.9,-2.1,18.44%,16.61%,10.58%
1400000US42021013400,-16.46%,-5.7,-4.1,-8.5,-9.57%,-12.11%,-20.90%
1400000US42021013500,-17.47%,0.8,2.8,3.9,9.01%,10.88%,17.38%
1400000US42021013600,5.78%,14.8,6.6,-11.5,11.67%,-4.82%,-44.58%
1400000US42021013700,-7.94%,-1.4,-5.3,-0.3,36.90%,-5.84%,-61.66%
1400000US42023960100,-17.90%,0.9,1.9,1.3,7.45%,23.98%,80.42%
1400000US42023960200,3.14%,0.6,-3.3,0.4,0.53%,1.32%,4.88%
1400000US42025020102,-2.42%,2,1.4,0.8,12.82%,5.60%,-12.30%
1400000US42025020103,-1.82%,-9.7,3.9,2.5,1.68%,6.02%,30.89%
1400000US42025020105,19.41%,3.6,1.7,-4.4,-8.63%,-4.09%,28.24%
1400000US42025020106,-6.14%,-7,0.8,4,20.54%,6.03%,-26.90%
1400000US42025020200,-3.11%,-1.3,-1.3,0.4,-2.93%,3.30%,37.42%
1400000US42025020300,-2.26%,6.2,-2.1,0.6,25.71%,21.35%,5.20%
1400000US42025020400,-3.47%,4.1,1.1,-0.1,-18.72%,-2.31%,305.09%
1400000US42025020500,0.01%,2.4,1.8,2.4,13.65%,18.05%,61.81%
1400000US42025020600,-2.88%,2.4,-2.5,0.3,-5.76%,-6.82%,-15.43%
1400000US42025020700,-0.50%,3.1,2.4,4.2,8.52%,1.53%,-30.42%
1400000US42025020800,3.08%,1,0,1.8,3.96%,30.93%,371.68%
1400000US42025020900,-1.25%,2,-0.2,-3.1,11.81%,12.97%,25.87%
1400000US42027010100,5.23%,-1.1,2,-1.5,4.46%,11.54%,48.31%
1400000US42027010200,0.66%,-0.2,-5.1,1.5,8.51%,10.99%,36.28%
1400000US42027010300,-13.35%,1.3,5.4,-5.4,2.19%,-6.93%,-29.00%
1400000US42027010400,10.90%,0.7,0.7,3.6,2.88%,12.07%,63.57%
1400000US42027010500,-2.39%,0.2,2.8,3.7,9.02%,10.32%,21.73%
1400000US42027010600,-7.55%,1.3,-0.8,0.9,15.64%,11.67%,-7.02%
1400000US42027010700,-2.83%,1.3,-1.6,1.2,7.27%,1.28%,-35.03%
1400000US42027010800,9.19%,0,-2.2,1.5,18.41%,19.76%,26.10%
1400000US42027010900,8.15%,0.6,-0.1,1.1,-4.57%,13.70%,132.78%
1400000US42027011000,4.63%,2.1,1.3,4.7,17.92%,19.35%,28.58%
1400000US42027011100,0.61%,-1.4,-3,-7.4,-12.13%,-5.75%,24.60%
1400000US42027011201,40.47%,4.9,-2.1,-2.5,1.31%,-4.04%,-18.84%
1400000US42027011300,10.20%,3.8,-5.4,-6.3,7.11%,10.37%,19.87%
1400000US42027011400,2.88%,0.6,-0.7,-2.1,37.92%,9.44%,-45.64%
1400000US42027011501,5.19%,0,-4,-0.4,21.17%,33.22%,445.76%
1400000US42027011502,-5.67%,-4.2,-2.6,-3.8,-9.70%,0.57%,30.31%
1400000US42027011600,29.34%,13.9,-3.5,10.5,4.75%,1.27%,-12.11%
1400000US42027011702,-6.18%,-3.4,0.5,6.2,10.50%,14.88%,43.14%
1400000US42027011800,6.54%,4.2,-1.6,8.8,39.84%,10.55%,-51.84%
1400000US42027011901,3.52%,0.4,0.4,8.9,5.38%,3.72%,-15.90%
1400000US42027011902,23.72%,7.3,2.1,-0.6,28.54%,11.31%,-32.59%
1400000US42027012000,9.18%,5.6,-3.3,-12.3,55.55%,38.47%,22.40%
1400000US42027012100,-18.29%,3.2,-1.9,29.7,82.95%,33.26%,-57.03%
1400000US42027012200,-40.10%,6.3,-1.6,-23.1,59.96%,132.95%,-526.53%
1400000US42027012300,30.41%,-3.2,-0.9,5.4,-1.85%,-8.95%,-36.52%
1400000US42027012400,41.19%,-7.4,8.1,-0.4,-2.69%,0.98%,5.02%
1400000US42027012500,22.60%,2.6,7.4,15.1,13.61%,12.86%,11.91%
1400000US42027012600,9.51%,0.7,-4.8,-7.5,15.10%,29.43%,71.34%
1400000US42027012700,23.43%,-0.2,3.5,-0.3,20.61%,24.54%,41.66%
1400000US42027012800,20.33%,4.7,-5.6,12.3,23.08%,27.00%,37.40%
1400000US42027981202,17.96%,0.8,#VALUE!,1.8,#VALUE!,#VALUE!,#VALUE!
1400000US42029300101,0.55%,6,-1.8,6,26.93%,-2.29%,-55.63%
1400000US42029300103,13.76%,6.8,1.4,-1.6,-19.68%,-10.61%,16.61%
1400000US42029300104,2.82%,-2.2,-0.9,8.8,9.32%,-1.38%,-31.89%
1400000US42029300106,1.11%,13.7,-1.5,1.7,24.70%,19.22%,-11.05%
1400000US42029300107,-3.49%,6,0.2,9.7,9.61%,17.24%,42.35%
1400000US42029300108,-2.58%,7.5,4.3,1,21.65%,8.87%,-19.43%
1400000US42029300109,-4.80%,1.2,3.9,-0.6,19.75%,18.44%,14.19%
1400000US42029300201,0.42%,4,0.8,8.5,9.04%,-1.14%,-20.56%
1400000US42029300202,0.36%,5.8,0.2,6.2,14.71%,0.09%,-25.76%
1400000US42029300301,5.17%,4.3,1.8,0.1,2.76%,-19.86%,-52.91%
1400000US42029300302,-0.72%,-1.3,1.8,2.5,18.13%,24.81%,42.01%
1400000US42029300303,2.07%,2.5,1.9,-4.6,-18.38%,-11.92%,32.77%
1400000US42029300400,7.94%,5.4,4.4,4,3.29%,3.73%,5.40%
1400000US42029300501,-0.75%,-1.4,2.3,5.4,3.68%,-3.76%,-40.05%
1400000US42029300502,6.57%,-7.4,-6.9,8.7,17.74%,31.61%,93.78%
1400000US42029300600,8.33%,-5.6,0,-1.7,-4.47%,7.18%,174.62%
1400000US42029300700,11.64%,12,4.4,10.7,-14.45%,-23.26%,-45.36%
1400000US42029300800,-10.17%,1,0.8,1.1,-9.39%,-12.83%,-36.32%
1400000US42029300900,-6.06%,-4.6,5.4,10.6,15.08%,-2.13%,-78.94%
1400000US42029301000,3.87%,1.8,2.5,7.8,1.78%,-1.22%,-14.46%
1400000US42029301100,-0.45%,4,3.7,3.5,-13.00%,-4.78%,53.61%
1400000US42029301300,6.98%,4.6,1.5,7,-4.82%,-1.60%,17.08%
1400000US42029301401,1.76%,0.2,4.1,5.1,14.03%,26.52%,87.53%
1400000US42029301402,1.70%,3.2,2.3,5.1,14.82%,50.73%,1451.98%
1400000US42029301500,4.69%,1.9,6.2,-0.1,-1.35%,3.98%,45.06%
1400000US42029301600,0.00%,-1.2,-3.3,2.4,6.41%,-10.84%,-45.50%
1400000US42029301700,-0.11%,3,-0.1,-4.5,6.56%,6.56%,6.53%
1400000US42029301800,12.11%,12.3,-1.4,-0.3,6.65%,4.31%,-1.04%
1400000US42029301900,2.70%,4.9,2,4.6,0.00%,-1.81%,-6.80%
1400000US42029302000,4.17%,5.5,0.4,11.3,7.99%,6.75%,3.05%
1400000US42029302101,11.22%,3.8,0,0.9,10.75%,4.64%,-8.49%
1400000US42029302102,-9.45%,6.3,-3.6,-2.2,-9.96%,-16.50%,-42.24%
1400000US42029302202,3.55%,7.5,-2.4,-0.8,-10.02%,2.82%,99.40%
1400000US42029302203,-5.60%,1.5,2.4,1.2,4.94%,-4.05%,-56.00%
1400000US42029302204,7.23%,2,4.9,-7.5,9.25%,-1.69%,-51.65%
1400000US42029302300,11.60%,-1.4,-3.5,15.7,20.69%,34.58%,74.99%
1400000US42029302400,-5.78%,-7.9,-2.4,18.5,2.56%,12.35%,53.89%
1400000US42029302500,6.27%,-0.3,5,-2.8,-6.46%,-1.97%,6.38%
1400000US42029302600,1.08%,0,1.5,-2.6,-8.36%,32.25%,224.07%
1400000US42029302702,3.89%,-1.6,3.5,14.9,15.97%,14.92%,10.90%
1400000US42029302703,2.82%,1.1,0.9,-3.8,-16.25%,-11.96%,10.66%
1400000US42029302704,10.89%,5.9,-0.5,-3.2,-1.59%,-0.81%,3.14%
1400000US42029302705,4.28%,8.1,0.2,10.4,-10.57%,19.24%,-760.09%
1400000US42029302706,2.33%,-6.9,-3.3,-1.2,-1.29%,9.99%,118.50%
1400000US42029302802,-0.30%,-2.7,2.3,-2.9,0.69%,-7.10%,-29.58%
1400000US42029302803,-10.74%,-4.5,2.5,-2.6,-5.95%,2.29%,20.87%
1400000US42029302804,3.08%,-5.6,-1.9,-6.7,5.50%,11.30%,20.35%
1400000US42029302805,4.84%,-3.6,1.4,12.9,5.55%,18.05%,90.89%
1400000US42029302901,2.54%,6.5,-0.9,5.9,-0.64%,-0.97%,-2.53%
1400000US42029302902,-0.58%,6.5,1.4,2.3,17.83%,12.14%,-21.80%
1400000US42029303000,12.16%,-0.7,2.9,-4.2,1.82%,-2.67%,-19.71%
1400000US42029303100,0.19%,1.4,-0.8,-1.2,0.56%,-5.13%,-23.98%
1400000US42029303301,-7.10%,-7.2,-0.8,0.8,18.69%,-19.94%,-72.46%
1400000US42029303302,16.50%,3.8,5.1,-5,-0.44%,-5.15%,-15.81%
1400000US42029303401,6.26%,1.8,-0.6,2.2,0.83%,-5.99%,-48.57%
1400000US42029303402,-4.17%,-10.3,0.5,9.1,8.73%,40.36%,481.35%
1400000US42029303501,8.95%,6.8,1.1,-0.4,-12.87%,-16.83%,-29.15%
1400000US42029303502,-1.94%,-2.6,5.1,-13.1,-13.08%,-3.80%,63.08%
1400000US42029303801,-1.72%,5.3,0.1,-0.9,-6.31%,3.76%,63.25%
1400000US42029303802,7.55%,6.4,-1.3,-4,14.51%,8.22%,-17.23%
1400000US42029303901,-1.41%,-7,3.2,-1.9,-11.03%,-13.97%,-30.80%
1400000US42029303902,3.05%,3.5,4.4,-2.7,-6.94%,-13.43%,-32.89%
1400000US42029304000,8.76%,2.4,0.2,6.7,-10.34%,2.81%,102.25%
1400000US42029304101,-1.81%,12.8,2.6,5.9,11.19%,8.01%,-4.25%
1400000US42029304102,3.12%,16.5,1.6,3.3,24.76%,20.99%,4.42%
1400000US42029304201,0.07%,-2.2,-0.2,6.5,1.58%,14.00%,99.47%
1400000US42029304300,15.10%,-2.7,-1.9,0.3,13.18%,23.23%,106.41%
1400000US42029304403,10.92%,3.9,1.9,-3.8,18.22%,12.87%,-29.77%
1400000US42029304404,6.53%,-3.4,4.2,0.8,4.53%,11.76%,44.07%
1400000US42029304405,-1.23%,2.2,0,-5,6.75%,5.15%,-9.57%
1400000US42029304406,-1.26%,-0.3,-1.8,-6.1,13.50%,-0.67%,-36.90%
1400000US42029304501,18.86%,8.8,-0.4,-0.6,-1.92%,1.58%,1594.77%
1400000US42029304502,-11.14%,1.6,1.9,3.1,-10.48%,-8.86%,0.28%
1400000US42029304600,5.36%,2.7,0.9,7.5,4.13%,13.83%,97.78%
1400000US42029304900,7.05%,-0.3,0.6,-2.7,-19.48%,9.98%,437.21%
1400000US42029305000,11.26%,-4.2,-0.4,0.5,-22.37%,-8.53%,-506.66%
1400000US42029305101,7.65%,1,-2.5,-6.2,3.81%,-0.78%,-28.19%
1400000US42029305102,0.61%,7.6,-0.4,6.4,-4.49%,9.87%,342.28%
1400000US42029305300,12.78%,-1.7,8.2,-1.7,12.45%,11.12%,3.90%
1400000US42029305400,3.18%,-7.3,10.8,-10.4,-5.34%,-15.24%,-45.04%
1400000US42029305500,-2.06%,7.1,-6.7,1.5,1.15%,1.30%,1.71%
1400000US42029305600,4.63%,2.1,-0.8,1.1,-6.08%,-8.91%,-17.26%
1400000US42029305700,8.22%,8.1,-4.4,-0.5,11.84%,12.80%,16.28%
1400000US42029306000,6.77%,-8.2,-2,-6.1,14.25%,14.17%,13.32%
1400000US42029306300,0.78%,7.4,1.6,-0.5,-10.45%,2.61%,87.81%
1400000US42029306501,5.14%,-3.3,0.9,-6.4,-16.76%,-11.21%,16.52%
1400000US42029306503,-9.01%,-10.5,-0.3,0.6,52.17%,28.49%,-10.57%
1400000US42029306504,12.18%,6.2,-6.3,-4.4,-4.39%,8.32%,55.18%
1400000US42029306600,4.07%,-1.5,0.6,-4.1,-4.97%,-0.30%,15.47%
1400000US42029306700,3.64%,2.1,1.2,-5,2.64%,6.13%,39.02%
1400000US42029306800,2.02%,1,4.6,-5.1,-6.80%,-1.75%,22.49%
1400000US42029306900,6.59%,-0.3,-0.2,-2,0.70%,0.13%,-9.61%
1400000US42029307000,10.67%,5.6,-3.3,10,-12.57%,2.95%,88.58%
1400000US42029307100,6.79%,0,1.8,3.2,-13.94%,11.44%,-2263.52%
1400000US42029307200,8.66%,-6.9,1.8,2.9,24.93%,23.55%,17.93%
1400000US42029307300,9.42%,7.4,3.9,3.8,-4.56%,5.82%,110.94%
1400000US42029307400,2.15%,-8.9,3.7,-5.9,-9.16%,-11.43%,-31.50%
1400000US42029307700,1.01%,-0.9,-2,6.7,19.16%,13.21%,-14.00%
1400000US42029307800,-3.51%,-1.2,1,4.6,0.65%,7.52%,68.21%
1400000US42029307900,-0.26%,-11.1,2.2,4.2,-20.40%,0.37%,328.26%
1400000US42029308000,3.86%,-1.8,2.5,0.2,-4.21%,-3.20%,2.58%
1400000US42029308101,1.13%,0.6,0.5,0.3,7.57%,3.90%,-20.54%
1400000US42029308102,15.56%,19.4,-5,-3.3,6.14%,8.88%,25.17%
1400000US42029308200,-0.26%,3.2,-0.3,-2.1,-11.77%,6.49%,243.32%
1400000US42029310400,9.41%,5.5,-1.3,-6,#VALUE!,#VALUE!,#VALUE!
1400000US42029311000,3.57%,-4,1.2,6.1,18.40%,9.79%,-31.97%
1400000US42029311100,0.78%,4.8,1.7,5,-9.69%,-11.15%,-15.87%
1400000US42029311200,-5.82%,0.9,1.8,3.1,6.04%,-3.17%,-15.00%
1400000US42029311300,7.96%,10,-1.2,6.5,-4.37%,3.77%,61.75%
1400000US42029311401,6.05%,6.3,1.8,-4.4,-15.98%,-3.46%,251.14%
1400000US42029311403,-3.73%,8.9,0.1,2.7,-4.47%,8.06%,139.46%
1400000US42029311404,4.20%,4.6,10.5,-4.8,-11.79%,-15.52%,-27.99%
1400000US42029311500,1.28%,-4.8,1.9,4,-0.71%,5.12%,27.74%
1400000US42029311600,11.40%,4,-2.6,-5.7,21.59%,13.74%,-5.04%
1400000US42029311700,12.87%,6.5,-1.1,-1.8,-1.29%,-6.20%,-22.82%
1400000US42029311800,13.00%,5.1,-0.3,-5.1,-4.83%,3.60%,66.56%
1400000US42031160101,9.34%,0.2,12.4,6.7,6.50%,33.54%,436.55%
1400000US42031160102,2.38%,2.4,-5.1,0,-24.52%,-11.92%,38.98%
1400000US42031160200,0.00%,0.4,3.3,-1.4,15.89%,14.15%,6.74%
1400000US42031160300,4.90%,2.1,1.5,2.6,11.92%,8.40%,-3.63%
1400000US42031160400,-3.16%,0.8,-0.9,2.3,11.46%,7.71%,-14.46%
1400000US42031160500,-6.60%,-0.6,-0.3,1.1,7.59%,20.77%,106.92%
1400000US42031160600,-1.05%,0.8,4.6,14.1,42.83%,26.71%,-0.30%
1400000US42031160700,-3.77%,-1.1,0.8,1.1,14.92%,11.16%,-7.35%
1400000US42031160800,-15.78%,0.6,-1.7,-1.4,-4.12%,-11.05%,-30.36%
1400000US42031160900,-2.41%,-0.6,4.1,2.1,1.61%,1.01%,-1.76%
1400000US42033330100,-2.28%,-7.5,-2.3,1.8,3.19%,-10.84%,-41.98%
1400000US42033330200,1.75%,-0.9,-1.1,-1.8,9.48%,18.88%,95.60%
1400000US42033330300,-5.03%,-2.8,-5.5,1.3,33.66%,17.60%,-28.46%
1400000US42033330400,-1.33%,2.5,3.8,-1.1,3.25%,-5.73%,-47.13%
1400000US42033330500,3.17%,-0.8,-4.7,-1.3,12.84%,6.00%,-17.01%
1400000US42033330600,19.47%,-1.6,-8.8,-1.5,3.65%,9.71%,37.02%
1400000US42033330700,-0.79%,-0.6,1.9,0.6,-0.06%,7.43%,59.85%
1400000US42033330800,-5.02%,1.5,-0.1,2.4,12.23%,8.46%,-9.67%
1400000US42033330900,0.55%,19.3,3.2,1.1,21.15%,26.41%,57.02%
1400000US42033331000,6.86%,0.4,-2.6,4.7,25.48%,15.29%,-24.94%
1400000US42033331100,1.19%,2.6,-1.7,0.8,24.40%,11.17%,-18.93%
1400000US42033331200,-7.46%,-2.5,-4.9,-4.9,-3.82%,-10.38%,-29.70%
1400000US42033331300,-14.54%,3.7,-9.3,2.5,40.64%,39.34%,36.10%
1400000US42033331401,5.25%,0.4,2.3,0.6,10.72%,11.94%,16.42%
1400000US42033331402,-2.87%,0.5,-2.3,7.4,14.83%,22.18%,62.79%
1400000US42033331500,-2.68%,-1.9,2,1.7,29.69%,26.02%,12.27%
1400000US42033331600,-7.76%,1.3,0.9,-2.1,12.68%,14.52%,21.60%
1400000US42033331700,-3.34%,-2.5,-2.3,0.2,0.24%,7.83%,50.81%
1400000US42033331800,8.27%,2.1,1,4.2,47.06%,38.82%,9.79%
1400000US42033331900,-2.66%,2.4,-1.4,1.7,18.92%,20.37%,27.44%
1400000US42035030100,-1.14%,3,-0.2,-1.6,22.15%,17.16%,3.96%
1400000US42035030200,1.41%,0.7,3.5,-1.1,10.92%,10.69%,9.51%
1400000US42035030300,6.89%,1.2,-0.1,1.9,27.97%,20.49%,-11.60%
1400000US42035030400,0.20%,2.1,-5.1,4.2,24.44%,20.02%,-0.99%
1400000US42035030500,2.20%,-1.3,-0.8,2.2,6.11%,18.24%,86.64%
