VAR	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	PA
CHANGE_TOTALPOP	0.018931328	0.036471724	-0.008530378	0.026719215	0.00401837	0.035555565	0.027024225	0.008759942	-0.005499624	-0.000182698	0.014882999	0.000391473	0.026455139	-0.010457434	0.027195551	0.035989299	-0.002390612	0.00922926	0.013229042
CHANGE_PERCNONWHITE	2.302387179	0.710484038	1.324505319	2.171583125	0.954455866	2.767487425	2.32849703	2.08598642	0.630877717	1.29239023	2.540011765	1.068205759	3.430163131	1.643663139	3.87343	2.70326135	3.306964398	1.287246875	0.02179119
CHANGE_UNEMPLOYMENT	0.653671134	1.523183099	-0.17570107	1.382286164	-0.070451685	0.787325749	1.070418408	1.024514815	0.285379348	0.150938506	0.384556684	0.466487958	1.401073232	0.753922059	0.889539375	1.153112883	0.943208901	-0.208235417	-3.5
CHANGE_COLLEGE	2.480111795	3.033468545	1.916384492	1.661804375	1.549473184	2.351784431	1.577517327	2.455738889	1.422136957	0.880004598	1.210325668	2.265259162	1.699832323	3.23535146	1.095239375	0.815976687	1.034757592	2.980877083	2.2
CHANGE_MEDIANINC	0.097196519	0.11359404	0.060386533	0.034940254	0.103500931	0.045478988	0.051270569	0.04609167	0.096475864	0.129110615	0.073527558	0.082599342	0.054792561	0.103541933	0.036748394	0.034270774	0.061087819	0.100047696	0.103596366
