GEO_ID	HC01_VC03	HC01_VC03	TotalPop_1015	StDevPop_1015
1400000US42007605500	5075	5225	0.02955665	0.074856513
1400000US42007605600	3521	3318	-0.057654076	-0.476004169
1400000US42007605700	2900	2344	-0.191724138	-1.322848696
1400000US42007605800	6374	6284	-0.014119862	-0.201023238
1400000US42009960100	3880	3668	-0.054639175	-0.456960754
1400000US42009960200	3563	3501	-0.017401067	-0.221748746
1400000US42009960300	5227	5132	-0.018174861	-0.226636368
1400000US42009960400	5361	5337	-0.004476777	-0.140113339
1400000US42009960500	3704	3612	-0.024838013	-0.268723717
1400000US42009960600	5235	4931	-0.058070678	-0.478635611
1400000US42009960700	2905	2778	-0.043717728	-0.387976167
1400000US42009960800	5391	5297	-0.017436468	-0.221972358
1400000US42009960900	4798	4714	-0.017507295	-0.222419729
1400000US42009961000	5775	5810	0.006060606	-0.073554669
1400000US42009961100	4043	4306	0.065050705	0.299052321
1400000US42011000100	4880	5343	0.094877049	0.487448417
1400000US42011000200	4398	3990	-0.092769441	-0.697808009
1400000US42011000300	1865	2230	0.195710456	1.124355845
1400000US42011000400	3742	4098	0.095136291	0.489085899
1400000US42011000500	3692	3449	-0.065817985	-0.527570952
1400000US42011000600	4067	3186	-0.216621588	-1.480111767
1400000US42011000700	3608	4181	0.158813747	0.891300269
1400000US42011000800	4313	4356	0.009969859	-0.048862139
1400000US42011000900	2758	2707	-0.018491661	-0.22863741
1400000US42011001000	3074	3283	0.06798959	0.317615591
1400000US42011001100	4513	4021	-0.109018391	-0.800443413
1400000US42011001200	1310	2054	0.567938931	3.475511965
1400000US42011001300	2432	3485	0.432976974	2.623033841
1400000US42011001400	4397	4275	-0.027746191	-0.287093026
1400000US42011001500	4096	3387	-0.173095703	-1.205183441
1400000US42011001600	2936	2728	-0.070844687	-0.559321776
1400000US42011001700	3189	3226	0.011602383	-0.038550407
1400000US42011001800	3441	2754	-0.199651264	-1.372919856
1400000US42011001900	2250	2706	0.202666667	1.168294283
1400000US42011002000	4252	4028	-0.052681091	-0.444592648
1400000US42011002100	2993	2746	-0.082525894	-0.633105335
1400000US42011002200	2007	2106	0.049327354	0.199736834
1400000US42011002300	1955	2129	0.089002558	0.450342586
1400000US42011002500	3462	2975	-0.140670133	-1.000369509
1400000US42011002600	3241	3369	0.039493983	0.137625009
1400000US42011002700	1889	2063	0.092112229	0.469984615
1400000US42011002900	2644	3182	0.203479576	1.173428973
1400000US42011010100	6151	6104	-0.007641034	-0.160100157
1400000US42011010201	4508	4336	-0.038154392	-0.352835731
1400000US42011010202	4995	5121	0.025225225	0.047497358
1400000US42011010302	2849	2925	0.026676027	0.056661248
1400000US42011010303	2125	2081	-0.020705882	-0.242623392
1400000US42011010304	6770	6676	-0.013884786	-0.199538395
1400000US42011010400	8166	7938	-0.027920647	-0.288194965
1400000US42011010500	6489	6790	0.046386192	0.181159181
1400000US42011010600	7481	8214	0.097981553	0.507057809
1400000US42011010700	7000	7367	0.052428571	0.219325464
1400000US42011010801	1828	1803	-0.013676149	-0.198220553
1400000US42011010802	8543	9324	0.091419876	0.465611415
1400000US42011010902	3792	4042	0.06592827	0.304595402
1400000US42011010903	6470	6048	-0.065224111	-0.52381979
1400000US42011010904	3698	4067	0.099783667	0.518440738
1400000US42011010905	4834	4291	-0.112329334	-0.821356759
1400000US42011011000	4471	4605	0.029970924	0.077473243
1400000US42011011101	1783	2089	0.171620864	0.972195558
1400000US42011011102	5665	5571	-0.016593116	-0.216645378
1400000US42011011200	4210	4191	-0.004513064	-0.140342546
1400000US42011011300	2844	2870	0.009142053	-0.054090914
1400000US42011011400	5269	5268	-0.000189789	-0.113034871
1400000US42011011500	3050	3041	-0.00295082	-0.130474734
1400000US42011011601	5413	5215	-0.036578607	-0.34288239
1400000US42011011602	4101	4233	0.032187271	0.091472654
1400000US42011011603	5512	5910	0.072206096	0.344248866
1400000US42011011701	7170	7315	0.020223152	0.015902099
1400000US42011011702	4587	4616	0.006322215	-0.071902234
1400000US42011011703	3733	4097	0.097508706	0.504071101
1400000US42011011800	5177	5155	-0.004249565	-0.138678174
1400000US42011011902	3522	3527	0.001419648	-0.102868969
1400000US42011011903	4448	5086	0.143435252	0.794163037
1400000US42011011904	7522	7660	0.018346185	0.00404636
1400000US42011012001	2337	2455	0.050492084	0.207093771
1400000US42011012002	8797	8813	0.001818802	-0.10034774
1400000US42011012101	1803	1915	0.062118691	0.280532453
1400000US42011012103	2318	2369	0.022001726	0.02713634
1400000US42011012104	3325	3456	0.039398496	0.137021871
1400000US42011012105	8174	8671	0.060802545	0.272219102
1400000US42011012200	3134	3199	0.020740268	0.019168428
1400000US42011012300	4467	4440	-0.006044325	-0.150014652
1400000US42011012400	6233	6685	0.072517247	0.346214231
1400000US42011012500	1790	2031	0.134636872	0.73858866
1400000US42011012600	2333	2658	0.139305615	0.768078465
1400000US42011012700	8863	8529	-0.037684757	-0.349869311
1400000US42011012800	3899	3884	-0.00384714	-0.136136283
1400000US42011012900	7393	7438	0.006086839	-0.073388971
1400000US42011013000	6533	6721	0.028776978	0.069931768
1400000US42011013100	5146	5067	-0.015351729	-0.208804246
1400000US42011013200	4056	4053	-0.000739645	-0.116507997
1400000US42011013301	3051	2929	-0.03998689	-0.364410577
1400000US42011013302	5500	6086	0.106545455	0.561151115
1400000US42011013401	7880	7926	0.005837563	-0.074963503
1400000US42011013402	3321	3040	-0.084613068	-0.646288833
1400000US42011013500	10221	11251	0.100772919	0.524689279
1400000US42011013600	4136	4082	-0.013056093	-0.194304012
1400000US42011013701	3400	3457	0.016764706	-0.005942943
1400000US42011013702	3959	3991	0.008082849	-0.060781307
1400000US42011013800	4288	4316	0.006529851	-0.070590717
1400000US42011013900	8179	7836	-0.041936667	-0.376726216
1400000US42011014000	4995	5018	0.004604605	-0.082751405
1400000US42011014100	8177	8217	0.00489177	-0.080937546
1400000US42011014200	8022	7799	-0.027798554	-0.287423775
1400000US42013010101	4019	4186	0.041552625	0.15062828
1400000US42013010102	2817	2954	0.048633298	0.195352874
1400000US42013010103	2693	2461	-0.086149276	-0.655992184
1400000US42013010401	2047	1811	-0.115290669	-0.840061835
1400000US42013010402	6448	6457	0.001395782	-0.103019719
1400000US42013010500	3640	3640	0	-0.11183608
1400000US42013010600	2498	2677	0.071657326	0.340782597
1400000US42013010700	6833	6796	-0.005414898	-0.14603892
1400000US42013010800	3701	3834	0.035936233	0.115152721
1400000US42013010900	7367	7426	0.008008687	-0.061249745
1400000US42013011001	3758	3854	0.025545503	0.049520371
1400000US42013011002	4259	4082	-0.041559051	-0.374341032
1400000US42013011100	5963	6148	0.031024652	0.084129047
1400000US42013011200	5781	5812	0.005362394	-0.077964879
1400000US42013011300	5721	5743	0.003845482	-0.087546354
1400000US42013011400	2532	2560	0.011058452	-0.041986113
1400000US42013011500	5671	5891	0.038793864	0.133202749
1400000US42013011600	4120	4123	0.000728155	-0.107236736
1400000US42013100200	2087	2228	0.067561092	0.314909015
1400000US42013100300	3089	2817	-0.088054387	-0.668025687
1400000US42013100400	2364	1807	-0.235617597	-1.600098779
1400000US42013100500	3708	3861	0.041262136	0.148793425
1400000US42013100600	2538	2692	0.060677699	0.271430523
1400000US42013100700	2103	2626	0.248692344	1.459012379
1400000US42013100800	2692	1771	-0.342124814	-2.272844449
1400000US42013100900	4482	4169	-0.069834895	-0.552943496
1400000US42013101100	1700	1536	-0.096470588	-0.721186059
1400000US42013101200	4093	4059	-0.008306865	-0.164305836
1400000US42013101400	3650	3679	0.007945205	-0.061650724
1400000US42013101500	3458	3216	-0.069982649	-0.553876773
1400000US42013101600	3218	3474	0.079552517	0.390652042
1400000US42013101700	3206	3790	0.182158453	1.038755531
1400000US42013101800	3176	2822	-0.111460957	-0.815871716
1400000US42013101900	1639	1446	-0.117754728	-0.855625899
1400000US42015950100	4568	4128	-0.096322242	-0.720249038
1400000US42015950200	5159	4889	-0.052335724	-0.442411159
1400000US42015950300	5616	5513	-0.018340456	-0.227682335
1400000US42015950400	3362	3326	-0.010707912	-0.179471885
1400000US42015950500	6369	6401	0.005024337	-0.080100195
1400000US42015950600	4222	3944	-0.065845571	-0.527745197
1400000US42015950700	4911	4887	-0.004886988	-0.142704413
1400000US42015950800	4070	3837	-0.057248157	-0.473440213
1400000US42015950900	5040	5524	0.096031746	0.494741982
1400000US42015951000	2933	2878	-0.018752131	-0.230282653
1400000US42015951100	2799	2789	-0.003572705	-0.134402828
1400000US42015951200	5026	5570	0.108237167	0.571836701
1400000US42015951300	4056	4455	0.098372781	0.509528973
1400000US42015951400	4284	4087	-0.045985061	-0.402297621
1400000US42017100102	2520	2904	0.152380952	0.850667953
1400000US42017100103	2677	2456	-0.082555099	-0.633289808
1400000US42017100104	4613	4347	-0.057663126	-0.476061335
1400000US42017100105	3457	3352	-0.030373156	-0.303686075
1400000US42017100201	4127	4466	0.082141992	0.407008284
1400000US42017100206	4815	5202	0.080373832	0.395839821
1400000US42017100207	4432	4315	-0.026398917	-0.278583062
1400000US42017100208	5768	5725	-0.007454924	-0.158924604
1400000US42017100209	9419	9040	-0.040237817	-0.365995544
1400000US42017100210	8102	7648	-0.056035547	-0.465780841
1400000US42017100211	6025	6999	0.161659751	0.90927686
1400000US42017100212	4320	3965	-0.082175926	-0.630894786
1400000US42017100302	5453	4943	-0.093526499	-0.702589919
1400000US42017100303	4741	5228	0.102720945	0.536993857
1400000US42017100304	2319	2359	0.017248814	-0.002885106
1400000US42017100306	3573	3317	-0.071648475	-0.564398849
1400000US42017100307	5048	5013	-0.006933439	-0.155630681
1400000US42017100401	6598	6371	-0.034404365	-0.329148936
1400000US42017100402	6466	7371	0.139962883	0.772230052
1400000US42017100403	2216	2406	0.085740072	0.429735317
1400000US42017100404	6159	5812	-0.056340315	-0.467705888
1400000US42017100406	3856	3703	-0.039678423	-0.36246217
1400000US42017100407	1359	1169	-0.139808683	-0.994928218
1400000US42017100408	7215	6675	-0.074844075	-0.584583642
1400000US42017100500	3032	2777	-0.084102902	-0.643066404
1400000US42017100600	3564	3678	0.031986532	0.090204697
1400000US42017100700	3235	3179	-0.017310665	-0.221177728
1400000US42017100803	4218	5002	0.185870081	1.062199778
1400000US42017100804	4001	3888	-0.028242939	-0.290230705
1400000US42017100805	5518	5655	0.024827836	0.044987277
1400000US42017100807	6799	4329	-0.363288719	-2.406524828
1400000US42017100808	4864	4987	0.025287829	0.04789279
1400000US42017100809	5505	5600	0.017257039	-0.002833154
1400000US42017100811	4134	4642	0.122883406	0.664348685
1400000US42017100900	7393	8014	0.083998377	0.418734016
1400000US42017101100	2347	2785	0.186621219	1.06694429
1400000US42017101401	4605	4309	-0.064277959	-0.517843481
1400000US42017101403	6140	5557	-0.09495114	-0.711588567
1400000US42017101404	2444	2292	-0.062193126	-0.504674775
1400000US42017101405	5881	6865	0.167318483	0.945019861
1400000US42017101503	3940	3799	-0.035786802	-0.337881007
1400000US42017101504	2857	2869	0.00420021	-0.085305736
1400000US42017101505	3418	3233	-0.054125219	-0.453714386
1400000US42017101506	5120	5265	0.028320313	0.067047269
1400000US42017101603	2817	3338	0.184948527	1.056378845
1400000US42017101605	4526	4223	-0.066946531	-0.534699339
1400000US42017101607	3056	3036	-0.006544503	-0.15317399
1400000US42017101609	4327	4425	0.022648486	0.03122156
1400000US42017101610	5138	4818	-0.062281043	-0.505230098
1400000US42017101611	6702	6830	0.019098776	0.008800057
1400000US42017101802	7051	6615	-0.061835201	-0.502413964
1400000US42017101803	7608	8258	0.085436383	0.427817083
1400000US42017101805	2198	2188	-0.004549591	-0.140573262
1400000US42017101807	3858	3960	0.026438569	0.055161364
1400000US42017101808	1756	2631	0.498291572	3.035589105
1400000US42017101900	4000	4054	0.0135	-0.026564238
1400000US42017102002	2664	2645	-0.007132132	-0.156885712
1400000US42017102003	3945	3902	-0.010899873	-0.180684396
1400000US42017102004	4438	4583	0.032672375	0.094536778
1400000US42017102102	2969	3351	0.128662849	0.700854151
1400000US42017102104	5259	5529	0.051340559	0.212453107
1400000US42017102300	5626	5736	0.01955208	0.011663316
1400000US42017102401	3766	3765	-0.000265534	-0.113513306
1400000US42017102402	4838	4733	-0.021703183	-0.248922776
1400000US42017102500	4405	4233	-0.039046538	-0.35847091
1400000US42017102600	2287	2213	-0.032356799	-0.316215625
1400000US42017102700	5020	5277	0.051195219	0.211535077
1400000US42017102801	3351	3447	0.028648165	0.069118125
1400000US42017103101	2459	2422	-0.015046767	-0.206877971
1400000US42017103102	2009	1989	-0.009955202	-0.174717441
1400000US42017103103	4587	4506	-0.0176586	-0.223375441
1400000US42017103300	2316	2043	-0.117875648	-0.856389677
1400000US42017103400	5027	5037	0.001989258	-0.099271065
1400000US42017103700	3459	3428	-0.008962128	-0.168444757
1400000US42017103800	1397	1214	-0.130994989	-0.939257115
1400000US42017103900	4054	3984	-0.017266897	-0.220901272
1400000US42017104000	6279	6938	0.104953018	0.551092596
1400000US42017104100	2268	2120	-0.065255732	-0.52401952
1400000US42017104201	2984	2993	0.003016086	-0.092785177
1400000US42017104203	4935	5353	0.084701114	0.423172811
1400000US42017104204	4346	4598	0.057984353	0.254418187
1400000US42017104301	2629	2598	-0.011791556	-0.186316648
1400000US42017104303	4643	4730	0.018737885	0.00652051
1400000US42017104304	1252	1336	0.067092652	0.311950141
1400000US42017104400	2509	2519	0.003985652	-0.086660979
1400000US42017104502	6193	7593	0.226061683	1.316067327
1400000US42017104503	4593	4337	-0.055736991	-0.463895033
1400000US42017104505	6279	6098	-0.028826246	-0.293915124
1400000US42017104506	2439	2276	-0.066830668	-0.533967499
1400000US42017104601	4565	4449	-0.025410734	-0.27234127
1400000US42017104603	7595	7633	0.005003292	-0.080233125
1400000US42017104604	5489	5524	0.006376389	-0.071560047
1400000US42017104701	3372	3312	-0.017793594	-0.224228121
1400000US42017104702	2661	2696	0.01315295	-0.028756356
1400000US42017104703	2376	2336	-0.016835017	-0.218173331
1400000US42017104800	3139	3026	-0.035998726	-0.339219608
1400000US42017104901	7275	7552	0.038075601	0.128665894
1400000US42017104902	6777	7064	0.042349122	0.1556593
1400000US42017105003	5107	4886	-0.043273938	-0.385172996
1400000US42017105004	5671	5427	-0.043025921	-0.383606417
1400000US42017105006	5708	5838	0.022775053	0.032021007
1400000US42017105008	3527	3705	0.05046782	0.206940507
1400000US42017105009	3344	3369	0.007476077	-0.064613945
1400000US42017105010	4023	3990	-0.008202834	-0.163648727
1400000US42017105011	3460	3532	0.020809249	0.019604139
1400000US42017105012	2843	2962	0.041857193	0.152552064
1400000US42017105013	6139	5937	-0.032904382	-0.319674393
1400000US42017105100	2973	3089	0.039017827	0.1346174
1400000US42017105202	5074	5113	0.007686244	-0.063286439
1400000US42017105203	1917	2067	0.078247261	0.382407482
1400000US42017105206	4872	4799	-0.01498358	-0.206478852
1400000US42017105207	4761	5010	0.052299937	0.218512953
1400000US42017105208	2568	2559	-0.003504673	-0.13397311
1400000US42017105300	2255	2110	-0.064301552	-0.517992507
1400000US42017105400	8038	8233	0.024259766	0.041399101
1400000US42017105505	3861	4020	0.041181041	0.148281196
1400000US42017105506	4279	3997	-0.065903248	-0.528109514
1400000US42017105507	7066	7504	0.06198698	0.279700508
1400000US42017105508	3833	3527	-0.079833029	-0.616096035
1400000US42017105509	4571	4549	-0.004812951	-0.142236762
1400000US42017105510	4887	4745	-0.029056681	-0.29537065
1400000US42017105511	4224	4308	0.019886364	0.013774798
1400000US42017105600	2304	2406	0.044270833	0.16779766
1400000US42017105702	2852	2608	-0.085553997	-0.652232146
1400000US42017105704	6931	6905	-0.003751262	-0.135530677
1400000US42017105801	6468	6280	-0.029066172	-0.295430599
1400000US42017105805	5519	5273	-0.044573292	-0.393380281
1400000US42017105807	3798	3806	0.002106372	-0.098531324
1400000US42017105808	3399	3559	0.047072668	0.185495263
1400000US42017105809	4573	4404	-0.036956046	-0.34526646
1400000US42017105810	2378	2357	-0.00883095	-0.167616184
1400000US42017105811	5916	5892	-0.004056795	-0.137460553
1400000US42017105812	1726	1659	-0.038818076	-0.357027848
1400000US42017105900	1876	1857	-0.010127932	-0.175808479
1400000US42017106000	3959	4201	0.061126547	0.274265642
1400000US42017106100	3129	2982	-0.046979866	-0.408581241
1400000US42017106200	6745	7041	0.043884359	0.16535652
1400000US42017106300	7144	7201	0.007978723	-0.06143901
1400000US42017106401	7021	7708	0.097849309	0.506222498
1400000US42017106402	7391	7520	0.01745366	-0.001591212
1400000US42017106500	7055	6657	-0.056413891	-0.468170625
1400000US42017106600	1870	1986	0.062032086	0.279985415
1400000US42017980000	0	0	0	-0.11183608
1400000US42019902100	2432	2267	-0.067845395	-0.54037695
1400000US42019902200	1728	1923	0.112847222	0.600955806
1400000US42019902300	3296	3352	0.016990291	-0.004518048
1400000US42019902400	2623	2170	-0.172703012	-1.202703033
1400000US42019902500	3956	3805	-0.038169869	-0.352933486
1400000US42019902600	2816	2955	0.049360795	0.199948063
1400000US42019902700	2164	2240	0.035120148	0.109997971
1400000US42019902800	3123	2780	-0.109830291	-0.805571725
1400000US42019902900	1920	1900	-0.010416667	-0.177632254
1400000US42019903000	4723	4488	-0.049756511	-0.426119732
1400000US42019903100	2602	2673	0.027286703	0.060518541
1400000US42019910100	4041	4472	0.106656768	0.56185422
1400000US42019910200	5087	5034	-0.010418714	-0.177645188
1400000US42019910301	5672	4927	-0.131346968	-0.941480362
1400000US42019910302	4498	4065	-0.096265007	-0.719887517
1400000US42019910400	3678	3633	-0.01223491	-0.189117067
1400000US42019910500	328	2138	5.518292683	34.74408834
1400000US42019910600	4524	4373	-0.033377542	-0.322663078
1400000US42019910700	3008	2955	-0.017619681	-0.223129608
1400000US42019910800	2846	2822	-0.008432888	-0.165101851
1400000US42019910900	5071	5028	-0.00847959	-0.165396838
1400000US42019911000	6135	6592	0.074490628	0.358678957
1400000US42019911100	4689	4629	-0.012795905	-0.192660555
1400000US42019911200	5595	5521	-0.013226095	-0.195377817
1400000US42019911300	5424	5552	0.02359882	0.037224279
1400000US42019911400	3551	3522	-0.008166714	-0.163420577
1400000US42019911501	5535	5441	-0.016982836	-0.219107024
1400000US42019911502	4709	4331	-0.08027182	-0.618867629
1400000US42019911600	5107	5023	-0.016448013	-0.215728844
1400000US42019911700	4513	4314	-0.044094837	-0.390358152
1400000US42019911800	6203	6164	-0.00628728	-0.151549263
1400000US42019911900	4774	4589	-0.038751571	-0.356607771
1400000US42019912001	4889	5012	0.025158519	0.047076013
1400000US42019912002	4296	4672	0.087523277	0.440998813
1400000US42019912101	3752	4169	0.111140725	0.590176831
1400000US42019912102	2708	2738	0.011078287	-0.041860828
1400000US42019912200	3159	3428	0.08515353	0.42603046
1400000US42019912301	5104	6091	0.193377743	1.109621422
1400000US42019912303	2742	2888	0.053245806	0.224487471
1400000US42019912304	3450	3347	-0.029855072	-0.300413636
1400000US42019912401	7324	8466	0.155925724	0.873058262
1400000US42019912402	6083	6428	0.056715436	0.246403158
1400000US42019912700	7239	7290	0.007045172	-0.067335725
1400000US42019912800	5437	5482	0.008276623	-0.059557347
1400000US42021000100	936	1170	0.25	1.467272099
1400000US42021000200	756	715	-0.054232804	-0.454393939
1400000US42021000300	2119	1907	-0.100047192	-0.743777437
1400000US42021000500	2144	1616	-0.246268657	-1.667375479
1400000US42021000600	2033	1758	-0.135268077	-0.966247785
1400000US42021000700	2551	2538	-0.005096041	-0.144024878
1400000US42021001200	3084	3409	0.10538262	0.553806148
1400000US42021010100	4154	4130	-0.005777564	-0.148329673
1400000US42021010200	1700	1440	-0.152941176	-1.07787873
1400000US42021010300	2341	2415	0.031610423	0.08782903
1400000US42021010500	3587	3559	-0.007805966	-0.161141939
1400000US42021010600	2442	2368	-0.03030303	-0.303243132
1400000US42021010700	2913	2839	-0.025403364	-0.272294721
1400000US42021010801	5414	5635	0.040820096	0.14600131
1400000US42021011000	1741	1578	-0.093624354	-0.703208011
1400000US42021011100	5498	5328	-0.030920335	-0.307142293
1400000US42021011200	2368	2204	-0.069256757	-0.549291724
1400000US42021011300	5216	5039	-0.033934049	-0.326178217
1400000US42021011400	3567	3395	-0.048219793	-0.416413155
1400000US42021011500	4462	4271	-0.042805917	-0.382216772
1400000US42021011600	2776	2657	-0.042867435	-0.38260535
1400000US42021011700	2408	2428	0.008305648	-0.059374014
1400000US42021011800	3966	3962	-0.001008573	-0.118206662
1400000US42021011900	3896	3716	-0.046201232	-0.403663053
1400000US42021012000	5938	6022	0.014146177	-0.022482704
1400000US42021012100	2402	2467	0.027060783	0.059091533
1400000US42021012200	3961	3710	-0.063367836	-0.512094755
1400000US42021012300	4396	4246	-0.034121929	-0.327364948
1400000US42021012400	3924	3631	-0.074668705	-0.583475933
1400000US42021012500	6115	6002	-0.01847915	-0.228558385
1400000US42021012600	3283	3265	-0.00548279	-0.146467755
1400000US42021012700	2513	2614	0.040191007	0.14202771
1400000US42021012800	6694	5715	-0.146250373	-1.035616723
1400000US42021012900	3682	3556	-0.034220532	-0.32798777
1400000US42021013000	2649	2561	-0.033220083	-0.321668499
1400000US42021013100	2779	2666	-0.040662109	-0.368675553
1400000US42021013200	3952	3841	-0.028087045	-0.289246007
1400000US42021013300	6028	5840	-0.03118779	-0.308831659
1400000US42021013400	2800	2339	-0.164642857	-1.151791609
1400000US42021013500	2925	2414	-0.174700855	-1.215322273
1400000US42021013600	3442	3641	0.057815224	0.253349891
1400000US42021013700	5186	4774	-0.079444659	-0.613642921
1400000US42023960100	2335	1917	-0.179014989	-1.242572214
1400000US42023960200	2862	2952	0.031446541	0.08679388
1400000US42025020102	4829	4712	-0.024228619	-0.26487452
1400000US42025020103	4391	4311	-0.018219084	-0.226915701
1400000US42025020105	4507	5382	0.194142445	1.114451611
1400000US42025020106	2200	2065	-0.061363636	-0.49943536
1400000US42025020200	6366	6168	-0.031102733	-0.308294402
1400000US42025020300	6421	6276	-0.022582152	-0.254474725
1400000US42025020400	4010	3871	-0.034663342	-0.330784745
1400000US42025020500	7102	7103	0.000140805	-0.110946692
1400000US42025020600	5548	5388	-0.028839221	-0.293997081
1400000US42025020700	5233	5207	-0.004968469	-0.143219082
1400000US42025020800	8536	8799	0.030810684	0.082777534
1400000US42025020900	5420	5352	-0.012546125	-0.191082837
1400000US42027010100	4130	4346	0.052300242	0.218514881
1400000US42027010200	3021	3041	0.006620324	-0.070019246
1400000US42027010300	3550	3076	-0.133521127	-0.955213293
1400000US42027010400	3283	3641	0.109046604	0.576949455
1400000US42027010500	5514	5382	-0.023939064	-0.263045568
1400000US42027010600	4135	3823	-0.075453446	-0.588432696
1400000US42027010700	5823	5658	-0.028335909	-0.290817944
1400000US42027010800	4964	5420	0.091861402	0.468400286
1400000US42027010900	7119	7699	0.081472117	0.402777064
1400000US42027011000	7282	7619	0.046278495	0.180478919
1400000US42027011100	6247	6285	0.00608292	-0.073413726
1400000US42027011201	4127	5797	0.40465229	2.444122881
1400000US42027011300	7870	8673	0.102033037	0.532648732
1400000US42027011400	6776	6971	0.02877804	0.069938474
1400000US42027011501	2987	3142	0.05189153	0.215933278
1400000US42027011502	8014	7560	-0.056650861	-0.469667431
1400000US42027011600	3473	4492	0.293406277	1.741444926
1400000US42027011702	5726	5372	-0.061823262	-0.502338556
1400000US42027011800	4845	5162	0.065428277	0.301437227
1400000US42027011901	2615	2707	0.035181644	0.11038641
1400000US42027011902	6091	7536	0.237235265	1.38664451
1400000US42027012000	5384	5878	0.091753343	0.467717739
1400000US42027012100	7945	6492	-0.182882316	-1.266999923
1400000US42027012200	8759	5247	-0.400959014	-2.64446671
1400000US42027012300	1644	2144	0.304136253	1.809220098
1400000US42027012400	3591	5070	0.411862991	2.489668789
1400000US42027012500	3774	4627	0.226020138	1.315804912
1400000US42027012600	3501	3834	0.095115681	0.488955721
1400000US42027012700	2552	3150	0.234326019	1.368268451
1400000US42027012800	4726	5687	0.203343208	1.17256761
1400000US42027981202	1943	2292	0.179619146	1.022716168
1400000US42029300101	3102	3119	0.005480335	-0.077219911
1400000US42029300103	2326	2646	0.137575236	0.757148644
1400000US42029300104	5005	5146	0.028171828	0.066109377
1400000US42029300106	4429	4478	0.011063445	-0.041954571
1400000US42029300107	4438	4283	-0.034925642	-0.332441549
1400000US42029300108	6349	6185	-0.02583084	-0.274994839
1400000US42029300109	3831	3647	-0.048029235	-0.415209512
1400000US42029300201	5022	5043	0.004181601	-0.085423279
1400000US42029300202	5516	5536	0.003625816	-0.088933858
1400000US42029300301	3794	3990	0.051660517	0.214474097
1400000US42029300302	3733	3706	-0.007232789	-0.157521503
1400000US42029300303	2945	3006	0.020713073	0.018996652
1400000US42029300400	3023	3263	0.079391333	0.389633934
1400000US42029300501	4516	4482	-0.007528787	-0.159391153
1400000US42029300502	3790	4039	0.065699208	0.30314855
1400000US42029300600	4970	5384	0.083299799	0.414321494
1400000US42029300700	4545	5074	0.116391639	0.623343877
1400000US42029300800	4326	3886	-0.101710587	-0.75428416
1400000US42029300900	2408	2262	-0.060631229	-0.49480916
1400000US42029301000	7036	7308	0.038658329	0.132346652
1400000US42029301100	3346	3331	-0.004482965	-0.140152425
1400000US42029301300	6301	6741	0.069830186	0.329241589
1400000US42029301401	2612	2658	0.017611026	-0.000597219
1400000US42029301402	5229	5318	0.017020463	-0.004327472
1400000US42029301500	2493	2610	0.046931408	0.184603001
1400000US42029301600	2537	2537	0	-0.11183608
1400000US42029301700	1784	1782	-0.001121076	-0.118917282
1400000US42029301800	4345	4871	0.121058688	0.652822978
1400000US42029301900	3968	4075	0.026965726	0.058491113
1400000US42029302000	5420	5646	0.041697417	0.151542849
1400000US42029302101	5847	6503	0.112194288	0.596831589
1400000US42029302102	4634	4196	-0.094518774	-0.708857558
1400000US42029302202	6732	6971	0.03550208	0.112410417
1400000US42029302203	5460	5154	-0.056043956	-0.465833957
1400000US42029302204	5882	6307	0.072254335	0.344553567
1400000US42029302300	2578	2877	0.115981381	0.620752509
1400000US42029302400	4102	3865	-0.057776694	-0.476778682
1400000US42029302500	3985	4235	0.062735257	0.284426951
1400000US42029302600	4816	4868	0.010797342	-0.043635394
1400000US42029302702	4727	4911	0.038925323	0.134033101
1400000US42029302703	3791	3898	0.028224743	0.066443609
1400000US42029302704	4856	5385	0.108937397	0.576259659
1400000US42029302705	4065	4239	0.042804428	0.15853521
1400000US42029302706	4334	4435	0.023304107	0.035362744
1400000US42029302802	5001	4986	-0.0029994	-0.130781589
1400000US42029302803	2161	1929	-0.107357705	-0.789953798
1400000US42029302804	3798	3915	0.030805687	0.082745971
1400000US42029302805	7018	7358	0.048446851	0.194175194
1400000US42029302901	4610	4727	0.02537961	0.048472516
1400000US42029302902	6201	6165	-0.005805515	-0.148506226
1400000US42029303000	2969	3330	0.121589761	0.656177463
1400000US42029303100	4238	4246	0.001887683	-0.099912658
1400000US42029303301	3126	2904	-0.071017274	-0.560411915
1400000US42029303302	4292	5000	0.164958062	0.930110416
1400000US42029303401	3896	4140	0.062628337	0.283751595
1400000US42029303402	2063	1977	-0.041686864	-0.37514835
1400000US42029303501	3877	4224	0.089502192	0.453498496
1400000US42029303502	3044	2985	-0.019382392	-0.234263652
1400000US42029303801	4011	3942	-0.017202693	-0.22049573
1400000US42029303802	8001	8605	0.075490564	0.364994986
1400000US42029303901	4613	4548	-0.014090613	-0.200838492
1400000US42029303902	5311	5473	0.03050273	0.080832363
1400000US42029304000	4473	4865	0.087636933	0.441716709
1400000US42029304101	4537	4455	-0.018073617	-0.225996865
1400000US42029304102	3370	3475	0.03115727	0.08496672
1400000US42029304201	6763	6768	0.000739317	-0.107166234
1400000US42029304300	6644	7647	0.150963275	0.84171329
1400000US42029304403	3545	3932	0.109167842	0.577715249
1400000US42029304404	4793	5106	0.065303568	0.300649512
1400000US42029304405	6345	6267	-0.012293144	-0.189484898
