GEO_ID	DEM_USC	REP_USC	OTHERS_USC
1400000US42011013100	754	1602	0
1400000US42021013100	350	877	0
1400000US42101013100	915.369	47.1	0
1400000US42041013101	1083.517	2984.708	0
1400000US42071013101	550.533	1271.777	48.584
1400000US42041013102	23.909	18.948	0
1400000US42071013102	616.533	1450.777	56.584
1400000US42011013200	597	1025	0
1400000US42021013200	562	1313	0
1400000US42041013200	352.909	438.948	0
1400000US42101013200	1160.544	63.921	0
1400000US42071013202	635.937	1151.802	57.091
1400000US42071013203	1098.276	1979.604	92.167
1400000US42071013204	685.805	1227.322	56.366
1400000US42021013300	921	2120	0
1400000US42101013300	1516.925	266.605	0
1400000US42011013301	441	866	28
1400000US42071013301	1028.533	1491.376	77.983
1400000US42011013302	563	1296	0
1400000US42071013303	938.176	2119.878	82.016
1400000US42071013304	1479.961	3032.271	100.639
1400000US42021013400	532.664	437.133	0
1400000US42071013400	441.473	312.041	24.053
1400000US42011013401	1249	2803	0
1400000US42101013401	1261.332	288.624	0
1400000US42011013402	561	1066	0
1400000US42101013402	1281.332	242.624	0
1400000US42011013500	1983	3503	0
1400000US42021013500	380.369	374.556	0
1400000US42101013500	2087.421	357.897	0
1400000US42071013501	1323.303	996.538	83.843
1400000US42071013502	1204.62	811.955	74.495
1400000US42071013503	1255.078	690.845	41.723
1400000US42011013600	679	1189	0
1400000US42021013600	134.861	110.622	0
1400000US42071013601	911.455	757.626	56.651
1400000US42101013601	1064.006	239.692	0
1400000US42071013602	764.628	833.487	67.281
1400000US42101013602	822.418	164.904	0
1400000US42021013700	790.064	1528.333	0
1400000US42101013700	1994.075	80.143	0
1400000US42011013701	449	970	0
1400000US42071013701	1428.912	1699.51	130.935
1400000US42011013702	442	1298	71
1400000US42071013702	1779.058	2640.451	162.966
1400000US42011013800	545	1233	75
1400000US42071013800	824.67	2115.776	104.238
1400000US42101013800	746.148	26.386	0
1400000US42011013900	991	2896	145
1400000US42101013900	1012.556	53.306	0
1400000US42071013901	610	1774	68
1400000US42071013902	454	1389	87
1400000US42011014000	833	997	82
1400000US42071014000	888	2313	96
1400000US42101014000	1513.074	118.416	0
1400000US42011014100	988	1331	74
1400000US42095014100	1748	776	0
1400000US42101014100	1113.933	54.497	0
1400000US42071014101	197	1004	0
1400000US42071014102	307	1322	0
1400000US42011014200	1036	2193	101
1400000US42095014200	1035.154	440.957	0
1400000US42101014200	2033.102	465.846	0
1400000US42071014201	292.362	1301.672	0
1400000US42071014202	347.362	1186.672	0
1400000US42071014300	239	815	0
1400000US42095014300	965.414	521.588	0
1400000US42101014300	1586.935	450.079	0
1400000US42095014400	1587.548	680.615	0
1400000US42101014400	1720	248	0
1400000US42071014401	622	2125	92
1400000US42071014402	421	1323	53
1400000US42095014500	908.793	298.608	0
1400000US42101014500	1171.854	125.716	0
1400000US42071014501	574	1636	87
1400000US42071014502	398	1518	66
1400000US42095014600	1507.831	557.286	0
1400000US42101014600	1449.787	103.213	0
1400000US42071014601	300	1209	44
1400000US42071014602	586	2083	50
1400000US42071014700	1031.742	124.362	17.018
1400000US42095014700	602.368	260.043	0
1400000US42101014700	1482.39	139.766	0
1400000US42101014800	944.872	30.507	0
1400000US42101014900	1957.773	22.094	0
1400000US42101015101	944.26	7.478	0
1400000US42101015102	2428.894	28.916	0
1400000US42101015200	2402.073	50.956	0
1400000US42095015201	1066	1540	0
1400000US42095015300	821	1480	0
1400000US42101015300	1731.751	255.309	0
1400000US42095015400	517	924	0
1400000US42095015500	895	2206	68
1400000US42095015600	609	950	0
1400000US42101015600	763.328	39.372	0
1400000US42095015700	422	654	0
1400000US42101015700	1041.328	119.372	0
1400000US42101015800	2826.514	723.084	0
1400000US42095015801	712.954	1741.739	88.85
1400000US42095015802	281.954	763.739	48.85
1400000US42095015901	702.207	1743.292	65.266
1400000US42095015902	206.207	495.292	15.266
1400000US42101016000	2432.546	689.806	0
1400000US42095016001	865.385	1883.431	129.163
1400000US42095016002	683.385	1540.431	85.163
1400000US42095016100	241.704	540.537	30.42
1400000US42101016100	1897.987	308.416	0
1400000US42101016200	858.252	38.824	0
1400000US42095016201	774.87	1166.767	46.781
1400000US42095016202	176.87	292.767	13.781
1400000US42095016300	532	731	45
1400000US42101016300	1605.074	88.68	0
1400000US42095016400	842	1657	81
1400000US42101016400	1684.19	47.585	0
1400000US42095016500	697	1666	110
1400000US42101016500	1143.564	23.646	0
1400000US42095016600	365	636	45
1400000US42101016600	397.902	13.444	0
1400000US42095016700	1149	1706	24
1400000US42101016701	1426.132	19.807	0
1400000US42101016702	1196.458	28.214	0
1400000US42095016800	1270	1372	0
1400000US42101016800	826.156	10.796	0
1400000US42095016901	609.582	1247.181	65.373
1400000US42101016901	1251.072	9.047	0
1400000US42095016902	924.582	2005.181	106.373
1400000US42101016902	2627.3	27.904	0
1400000US42095017000	394	532	0
1400000US42101017000	1123.829	67.56	0
1400000US42101017100	2684.177	28.529	0
1400000US42095017101	1700.44	1680.24	0
1400000US42095017102	2657.44	3105.24	0
1400000US42095017200	1174.024	820.642	0
1400000US42101017201	1270.953	19.556	0
1400000US42101017202	1671.391	19.935	0
1400000US42095017300	442.024	418.642	0
1400000US42101017300	2231.033	38.453	0
1400000US42101017400	1232.936	16.734	0
1400000US42095017401	1410.815	1620.237	0
1400000US42095017402	1299.367	1278.077	0
1400000US42101017500	2946.274	101.532	0
1400000US42095017501	762.402	759.928	0
1400000US42095017502	1250.85	1410.088	0
1400000US42101017601	1642.291	69.358	0
1400000US42101017602	2077.363	84.87	0
1400000US42095017603	885.953	796.68	0
1400000US42095017604	1159.146	1195.566	0
1400000US42095017605	697.853	995.428	0
1400000US42095017606	1763.953	1728.68	0
1400000US42095017607	1748.148	2110.08	0
1400000US42101017701	968.616	56.544	0
1400000US42095017702	460.775	744.485	50.883
1400000US42101017702	1408.135	93.975	0
1400000US42095017703	911.006	1264.162	85.205
1400000US42095017704	1220.139	1919.485	93.375
1400000US42095017800	619	337	0
1400000US42101017800	1706.99	223.509	0
1400000US42101017900	1556.753	349.408	0
1400000US42095017901	718.347	922.071	41.211
1400000US42095017902	318.347	440.071	25.211
1400000US42095018001	870.152	1740.418	69.563
1400000US42101018001	630.177	306.038	0
1400000US42095018002	1136.152	2122.418	96.563
1400000US42101018002	1125.89	577.814	0
1400000US42095018100	1182	2189	97
1400000US42095018200	514.793	1129.021	0
1400000US42095018300	812.793	1579.021	0
1400000US42101018300	802.351	735.915	0
1400000US42101018400	804.863	694.707	0
1400000US42101018800	1684.724	218.142	0
1400000US42101019000	1976.314	220.165	0
1400000US42101019100	2551.514	370.016	0
1400000US42101019200	1399.916	97.879	0
1400000US42101019501	925.637	46.178	0
1400000US42101019502	682.505	43.578	0
1400000US42101019700	2556.43	78.004	0
1400000US42101019800	1938.61	68.22	0
1400000US42101019900	1651	69	0
1400000US42101020000	712.593	12.43	0
1400000US42003020100	624.01	235.715	0
1400000US42043020100	1496.81	357.639	0
1400000US42133020100	353.915	1064.025	0
1400000US42101020101	1258.998	18.391	0
1400000US42111020101	329.987	929.693	0
1400000US42025020102	1190	1015	0
1400000US42101020102	1642.72	22.858	0
1400000US42111020102	198.987	564.693	0
1400000US42025020103	599	1287	0
1400000US42025020105	960	1552	0
1400000US42025020106	284	722	0
1400000US42025020200	665	2234	0
1400000US42101020200	2926.18	54.252	0
1400000US42111020200	647	1750	0
1400000US42133020220	232.353	789.779	0
1400000US42133020221	353.915	1064.025	0
1400000US42133020222	1098.562	2917.246	0
1400000US42003020300	342.098	81.179	0
1400000US42025020300	1409	1260	0
1400000US42043020300	471.929	128.143	0
1400000US42101020300	820.292	14.54	0
1400000US42111020300	709	1119	0
1400000US42133020310	352	1263	0
1400000US42133020320	705	3072	0
1400000US42025020400	682	602	0
1400000US42043020400	455.541	125.967	0
1400000US42101020400	1218.363	20.225	0
1400000US42111020400	534	1203	0
1400000US42133020410	475	2188	0
1400000US42133020420	867	3566	0
1400000US42025020500	1146	1985	0
1400000US42043020500	1417.497	346.029	0
1400000US42101020500	1370.244	25.309	0
1400000US42111020500	301	1119	0
1400000US42133020510	350	1421	0
1400000US42133020521	514.349	1520.405	0
1400000US42133020522	249.349	790.405	0
1400000US42025020600	875	993	0
1400000US42043020600	1125.125	267.695	0
1400000US42101020600	649.265	133.131	0
1400000US42111020600	652	2237	0
1400000US42133020600	1144.68	3592.56	0
1400000US42025020700	797	1559	0
1400000US42043020700	432.077	26.853	0
1400000US42101020700	2752.696	642.777	0
1400000US42111020700	334	1357	0
1400000US42133020710	1574.289	4732.35	0
1400000US42133020720	1351.289	4121.35	0
1400000US42025020800	1401	2405	0
1400000US42043020800	824.277	141.394	0
1400000US42101020800	653.184	125.072	0
1400000US42111020800	330.552	1439.638	0
1400000US42133020800	1076	2290	0
1400000US42025020900	931	1214	0
1400000US42043020900	339.656	80.413	0
1400000US42101020900	901.394	299.544	0
1400000US42111020900	394.552	1812.638	0
1400000US42133020910	566.715	1791.71	0
1400000US42133020921	584.427	1720.437	0
1400000US42133020922	626.427	1845.437	0
1400000US42101021000	1686.123	719.871	0
1400000US42111021000	544.012	1567.502	0
1400000US42133021010	488.816	1236.836	0
1400000US42133021020	1073.816	2383.836	0
1400000US42043021100	877.179	103.231	0
1400000US42101021100	275.256	139.948	0
1400000US42111021100	516.012	1423.502	0
1400000US42133021100	853.601	1532.46	0
1400000US42043021200	535.874	51.892	0
1400000US42101021200	739.038	337.992	0
1400000US42111021200	319	1245	0
1400000US42133021210	1831.666	3345.915	0
1400000US42133021220	1064.014	2604.543	0
1400000US42043021300	856.084	131.36	0
1400000US42101021300	1147.899	456.155	0
1400000US42111021300	352	1397	0
1400000US42133021300	767	833	0
1400000US42043021400	1131.424	154.664	0
1400000US42101021400	870.86	314.813	0
1400000US42111021400	425	1816	0
1400000US42133021410	882	1587	0
1400000US42133021420	1003.14	2283.39	0
1400000US42043021500	1680.857	266.024	0
1400000US42101021500	826.709	404.235	0
1400000US42111021500	207	959	0
1400000US42133021500	357.492	731.477	0
1400000US42043021600	1400.655	124.086	0
1400000US42101021600	1066.077	564.406	0
1400000US42111021600	192	730	0
1400000US42133021600	229.352	442.087	0
1400000US42043021700	1376.135	389.68	0
1400000US42101021700	1587.792	864.322	0
1400000US42111021700	189	884	0
1400000US42133021711	309	1208	0
1400000US42133021712	828.016	2933.036	0
1400000US42133021720	498.016	1411.036	0
1400000US42043021800	906.408	606.52	0
1400000US42101021800	1002.927	403.288	0
1400000US42111021800	288.964	1485.647	0
1400000US42133021801	714.02	2129.977	0
1400000US42133021802	639.175	1910.125	0
1400000US42101021900	332.239	173.753	0
1400000US42133021900	1353.195	4040.102	0
1400000US42043021901	96.424	77.408	0
1400000US42111021901	341	1801.389	0
1400000US42111021902	334.036	1320.742	0
1400000US42043021903	764.042	477.83	0
1400000US42043021904	860.447	555.233	0
1400000US42043022000	1616.453	814.239	0
1400000US42101022000	330	122	0
1400000US42133022000	372.765	816.06	0
1400000US42043022100	156.027	121.919	0
1400000US42133022100	82.972	185.41	0
1400000US42043022200	801.472	418.03	0
1400000US42133022200	58.718	140.788	0
1400000US42043022300	1381.829	1123.481	0
1400000US42133022300	24.595	45.354	0
1400000US42043022401	1138.919	1382.573	0
1400000US42133022401	349	1450	0
1400000US42133022402	917	2917	0
1400000US42043022403	1364.919	1537.573	0
1400000US42133022500	465	1567	0
1400000US42043022501	1197.971	2017.143	0
1400000US42043022502	1381.971	2531.143	0
1400000US42133022600	1281	3368	0
1400000US42043022601	1282.413	2016.152	0
1400000US42043022604	1779.61	2361.94	0
1400000US42043022605	1248.194	1282.611	0
1400000US42043022606	885	449	0
1400000US42133022700	1218.912	2345.824	0
1400000US42043022701	809.364	808.693	0
1400000US42043022702	646.38	646.498	0
1400000US42043022800	2139.28	2513.388	0
1400000US42133022800	1055.949	2203.288	0
1400000US42043022900	1990.62	1433.97	0
1400000US42133022910	1777.087	3467.905	0
1400000US42133022920	169.232	480.636	0
1400000US42043023000	1.491	1.59	0
1400000US42133023000	684	1415	0
1400000US42043023100	470	338	0
1400000US42101023100	279.312	70.492	0
1400000US42133023100	738	1720	0
1400000US42133023200	652.65	2137.375	0
1400000US42043023300	622.483	252.757	0
1400000US42133023301	1010.459	2685.897	0
1400000US42133023302	264.459	715.897	0
1400000US42043023400	602.483	332.757	0
1400000US42133023400	939.339	2358.685	0
1400000US42043023500	493	474	0
1400000US42101023500	317.25	29.25	0
1400000US42133023500	797.339	2198.685	0
1400000US42101023600	1416.488	80.452	0
1400000US42043023601	485.619	1164.349	0
1400000US42133023601	337.934	1201.964	0
1400000US42043023602	839.786	1854.734	2.605
1400000US42133023602	295.934	1087.964	0
1400000US42043023700	215.2	234.48	21.634
1400000US42101023700	2973.905	144.925	0
1400000US42133023710	351	1575	0
1400000US42133023721	504	2101	0
1400000US42133023722	230	981	0
1400000US42043023800	408.948	453.214	30.602
1400000US42101023800	2204.548	98.168	0
1400000US42133023810	668.268	1844.844	0
1400000US42133023821	792.268	2032.844	0
1400000US42133023822	572.268	1490.844	0
1400000US42043023900	213.167	393.385	11.605
1400000US42101023900	1285.548	98.168	0
1400000US42133023901	1212	4189	0
1400000US42133023902	52	226	0
1400000US42101024000	1620.562	86.937	0
1400000US42043024001	717	2124	73
1400000US42133024001	427	2000	0
1400000US42043024002	391	1175	29
1400000US42133024002	292	1455	0
1400000US42101024100	365.219	22.332	0
1400000US42043024101	506.583	629.865	40.762
1400000US42043024102	811.505	1596.034	51.519
1400000US42043024104	1264.448	1832.833	73.147
1400000US42043024105	895.652	1246.834	65.677
1400000US42043024200	436.548	736.511	33.072
1400000US42101024200	1634.387	61.355	0
1400000US42043024300	1286.246	2032.712	74.253
1400000US42101024300	922.644	38.582	0
1400000US42043024400	512.448	930.833	51.147
1400000US42101024400	860.986	22.174	0
1400000US42101024500	1728.976	42.244	0
1400000US42043024502	700	2229	65
1400000US42043024503	1158	2536	92
1400000US42043024600	1707	3826	95
1400000US42101024600	1103.242	26.276	0
1400000US42043024700	1028	2406	0
1400000US42101024700	2015.733	61.211	0
1400000US42043024800	846	3108	0
1400000US42101024800	845.811	13.768	0
1400000US42043024900	213	724	0
1400000US42101024900	1281.721	14.858	0
1400000US42043025000	283	858	0
1400000US42043025100	236	1003	0
1400000US42043025200	331	1177	0
1400000US42101025200	2539.173	59.986	0
1400000US42043025300	324	1377	0
1400000US42101025300	2122.326	59.358	0
1400000US42043025400	281	760	0
1400000US42101025400	1950.508	49.651	0
1400000US42101025500	1495.419	75.022	0
1400000US42101025600	1432.566	141.288	0
1400000US42101025700	2039.926	277.936	0
1400000US42101025800	1019.832	24.752	0
1400000US42101025900	2513.195	51.778	0
1400000US42101026000	1810.842	34.656	0
1400000US42101026100	1817.876	39.384	0
1400000US42101026200	2034.215	46.265	0
1400000US42101026301	1795.59	32.807	0
1400000US42101026302	2949	52	0
1400000US42101026400	2673.344	22.618	0
1400000US42101026500	2213.603	35.359	0
1400000US42101026600	3588	45	0
1400000US42101026700	3511.963	55.633	0
1400000US42101026800	2095.004	52.349	0
1400000US42101026900	1315.047	80.786	0
1400000US42101027000	1186.481	85.375	0
1400000US42101027100	941.332	0	0
1400000US42101027200	1608.568	0	0
1400000US42101027300	2519.929	0	0
1400000US42101027401	1390.126	0	0
1400000US42101027402	2653.366	0	0
1400000US42101027500	1921.996	116.34	0
1400000US42101027600	1949.996	53.34	0
1400000US42101027700	2582.86	43.67	0
1400000US42101027800	2686.944	43.666	0
1400000US42101027901	2120.46	26.602	0
1400000US42101027902	1251.387	85.927	0
1400000US42101028000	2276.606	36.532	0
1400000US42101028100	1422.256	31.67	0
1400000US42101028200	1934.732	61.398	0
1400000US42101028300	2337.283	47.232	0
1400000US42101028400	1732.567	43.939	0
1400000US42101028500	841.22	35.292	0
1400000US42101028600	2418.461	0	0
1400000US42101028700	43.171	0.585	0
1400000US42101028800	762.538	0	0
1400000US42101028901	649.967	0	0
1400000US42101028902	1360.449	0	0
1400000US42101029000	1987.565	0	0
1400000US42101029100	1153.252	0	0
1400000US42101029200	1676.69	0	0
1400000US42101029300	891.1	0	0
1400000US42101029400	843.003	0	0
1400000US42101029800	1244.486	225.218	0
1400000US42101029900	1163.2	102.31	0
1400000US42101030000	2431.452	122.086	0
1400000US42035030100	332	823	0
1400000US42085030100	0	265.252	0
1400000US42099030100	490	1922	0
1400000US42101030100	1812.222	0	0
1400000US42001030101	273	1097	0
1400000US42001030102	609	1967	0
1400000US42001030200	451	1796	0
1400000US42035030200	602	1541	0
1400000US42101030200	2849.539	186.622	0
1400000US42099030201	248	1045	0
1400000US42099030202	495	1352	57
1400000US42001030300	419	1387	0
1400000US42035030300	542	1430	0
1400000US42085030300	0	601.799	0
1400000US42099030301	572	1552	0
1400000US42099030302	464	1767	0
1400000US42001030400	667	1920	0
1400000US42035030400	525	1604	0
1400000US42085030400	0	934.96	0
1400000US42099030400	674	1788	0
1400000US42001030500	382	1314	0
1400000US42003030500	1210.558	83.788	0
1400000US42035030500	516	1247	0
1400000US42085030500	0	518.322	0
1400000US42099030501	556	1929	0
1400000US42101030501	1196.771	0	0
1400000US42099030502	563	2142	0
1400000US42101030502	2575.891	0	0
1400000US42001030600	687	1564	0
1400000US42035030600	229.447	316.809	0
1400000US42101030600	2300.731	0	0
1400000US42099030601	342	1530	0
1400000US42099030602	207	950	0
1400000US42001030700	644	2029	0
1400000US42035030700	1180.447	1399.809	0
1400000US42101030700	1142.116	0	0
1400000US42001030800	811	2740	0
1400000US42035030800	372	1223	0
1400000US42101030800	1560.036	0	0
1400000US42001030900	903	2199	0
1400000US42035030900	292	1064	0
1400000US42085030900	0	535.605	0
1400000US42101030900	1389.421	0	0
1400000US42001031000	122.778	398.088	0
1400000US42101031000	2399.303	0	0
1400000US42085031100	0	263.202	0
1400000US42001031101	519.038	1244.796	0
1400000US42101031101	1391.534	0	0
1400000US42001031102	300.816	904.884	0
1400000US42101031102	1413.699	0	0
1400000US42085031200	0	2105.618	0
1400000US42101031200	1276.61	12.85	0
1400000US42001031201	576	1450	0
1400000US42001031202	223	1060	0
1400000US42001031203	283	1198	0
1400000US42001031300	439	1497	0
1400000US42085031300	0	1953.411	0
1400000US42101031300	1980.512	12.85	0
1400000US42085031400	0	1332.541	0
1400000US42001031401	785	1313	0
1400000US42101031401	1406.667	50	0
1400000US42001031402	550	1224	0
1400000US42101031402	1028.305	215	0
1400000US42001031501	666.025	428.072	0
1400000US42101031501	1484.924	698.645	0
1400000US42001031502	1074.025	817.072	0
1400000US42101031502	673.066	369.823	0
1400000US42001031600	1063	2828	0
1400000US42101031600	1482.924	667.87	0
1400000US42001031700	340	1021	0
1400000US42085031700	0	731.776	0
1400000US42101031700	2128.672	442.774	0
1400000US42085031800	0	1973	0
1400000US42101031800	1458.572	164.154	0
1400000US42085031900	0	2122	0
1400000US42101031900	1277.677	292.326	0
1400000US42085032000	0	1742	0
1400000US42101032000	1734.292	610.276	0
1400000US42115032000	353	1229	0
1400000US42085032100	0	700	0
1400000US42101032100	982.65	229.428	0
1400000US42115032100	504	1412	0
1400000US42085032200	0	952	0
1400000US42115032200	410	1159	0
1400000US42085032300	0	1953	0
1400000US42101032300	1138.148	305.319	0
1400000US42115032300	437	908	0
1400000US42085032400	0	1990	0
1400000US42115032400	569	1535	0
1400000US42101032500	1256.983	435.524	0
1400000US42115032500	438	1458	0
1400000US42085032501	0	2368	0
1400000US42085032502	0	972	0
1400000US42101032600	1522.187	555.804	0
1400000US42115032600	536	1400	0
1400000US42085032601	0	2321	0
1400000US42085032602	0	1278	0
1400000US42115032700	373	1281	0
1400000US42085032701	0	1704	0
1400000US42085032702	0	785	0
1400000US42085032800	0	2416.93	0
1400000US42115032800	661	1620	0
1400000US42085032900	0	2396.292	0
1400000US42101032900	1233.976	367.499	0
1400000US42115032901	551	1447	0
1400000US42115032902	222	390	0
1400000US42085033000	0	2410.292	0
1400000US42101033000	1649.301	591.183	0
1400000US42085033100	0	1994	0
1400000US42101033101	1344.704	0	0
1400000US42101033102	891.862	0	0
1400000US42085033200	0	613.197	0
1400000US42101033200	790.222	0	0
1400000US42085033300	0	1210.676	0
1400000US42101033300	934.928	0	0
1400000US42085033400	0	267.757	0
1400000US42101033400	1257.333	0	0
1400000US42101033500	930.205	0	0
1400000US42101033600	1770.622	0	0
1400000US42101033701	652.98	0	0
1400000US42101033702	423.77	0	0
1400000US42101033800	1723.328	0	0
1400000US42101033900	706.403	0	0
1400000US42101034000	839.976	0	0
1400000US42101034100	1977.199	0	0
1400000US42101034200	1199.711	0	0
1400000US42101034400	2143.366	0	0
1400000US42101034501	623.653	0	0
1400000US42101034502	1042.169	0	0
1400000US42101034600	2045.115	0	0
1400000US42101034701	2649.427	0	0
1400000US42101034702	1125.118	0	0
1400000US42101034801	1387.409	153.088	0
1400000US42101034802	1749.084	0	0
1400000US42101034803	1080.458	0	0
1400000US42101034900	1368.452	670.828	0
1400000US42101035100	1048.463	506.549	0
1400000US42101035200	804.118	738.812	0
1400000US42101035301	1667	0	0
1400000US42101035302	1143.546	0	0
1400000US42101035500	1914.619	0	0
1400000US42101035601	1700	0	0
1400000US42101035602	1080.579	0	0
1400000US42101035701	812.831	0	0
1400000US42101035702	956.831	0	0
1400000US42101035800	1760	0	0
1400000US42101035900	1529	0	0
1400000US42101036000	857.71	0	0
1400000US42101036100	1190.933	0	0
1400000US42101036201	1436	0	0
1400000US42101036202	1918	0	0
1400000US42101036203	1637.48	0	0
1400000US42101036301	1522.03	0	0
1400000US42101036302	1045	0	0
1400000US42101036303	1654.512	0	0
1400000US42101036400	1190.665	0	0
1400000US42101036501	1530.939	0	0
1400000US42101036502	1430.203	0	0
1400000US42101036600	3215.89	976.888	0
1400000US42101036700	2382.694	580.488	0
1400000US42101036900	2785.189	609.494	0
1400000US42101037200	1102.59	780.489	0
1400000US42101037300	1701.788	1439.87	0
1400000US42101037500	1487.49	203.528	0
1400000US42101037600	1054.304	97.182	0
1400000US42101037700	2343.234	351.187	0
1400000US42101037800	1455.317	716.226	0
1400000US42101037900	1066.506	800.816	0
1400000US42101038000	74.055	27.736	0
1400000US42101038100	383.501	122.776	0
1400000US42101038200	969.788	371.973	0
1400000US42101038300	847.651	39.528	0
1400000US42101038400	704.285	419.323	0
1400000US42101038500	787.142	172.372	0
1400000US42101038600	1666.131	310.979	0
1400000US42101038700	1254.36	309.648	0
1400000US42101038800	2394.831	200.268	0
1400000US42101038900	1150.139	30.781	0
1400000US42101039000	5116.406	114.462	0
1400000US42003040200	1027.506	261.071	0
1400000US42003040400	754.259	158.882	0
1400000US42003040500	1639.778	535.851	0
1400000US42003040600	1295.715	374.078	0
1400000US42003040900	1135.733	292.724	0
1400000US42003050100	783.488	26.67	0
1400000US42037050100	614	1945	0
1400000US42093050100	364	1155	0
1400000US42037050200	603	1883	0
1400000US42093050200	883	1273	0
1400000US42037050300	740	1791	0
1400000US42093050300	785	1047	0
1400000US42037050400	506.704	1258.808	0
1400000US42093050400	839	2056	0
1400000US42037050500	424.978	1237.036	0
1400000US42003050600	1099.274	97.918	0
1400000US42037050600	643.623	1268.303	0
1400000US42037050700	504.623	1074.303	0
1400000US42037050800	237.873	411.006	0
1400000US42003050900	757.111	25.197	0
1400000US42037050900	475.577	1138.814	0
1400000US42003051000	118.743	3.756	0
1400000US42037051000	521.72	651.895	0
1400000US42003051100	456.897	16.009	0
1400000US42037051100	1280.856	867.599	0
1400000US42037051200	801.856	678.599	0
1400000US42037051300	321.343	698.234	0
1400000US42037051400	331.319	948.638	0
1400000US42037051500	748.343	2238.234	0
1400000US42003060300	972.982	204.104	0
1400000US42003060500	713.717	150.682	0
1400000US42067070100	519	2549	0
1400000US42109070100	849	2016	0
1400000US42109070200	837	2445	0
1400000US42067070201	130	606	0
1400000US42067070202	606	1965	0
1400000US42003070300	957.007	273.157	0
1400000US42067070300	343	1683	0
1400000US42109070300	369	1994	0
1400000US42067070400	257	1463	0
1400000US42109070400	359	1924	0
1400000US42003070500	1241.342	310.852	0
1400000US42109070500	184	1302	0
1400000US42003070600	349.59	86.005	0
1400000US42109070600	358	1383	0
1400000US42109070701	766.597	856.083	0
1400000US42003070800	628.81	142.125	0
1400000US42003070900	1356.257	363.335	0
1400000US42097080100	461	1452	0
1400000US42003080200	583.618	130.683	0
1400000US42097080200	654	2147	0
1400000US42097080300	789	1569	0
1400000US42003080400	385.579	85.573	0
1400000US42097080400	256	921	0
1400000US42097080500	461	1364	0
1400000US42003080600	901.252	155.622	0
1400000US42097080600	539	1084	0
1400000US42003080700	498.682	103.001	0
1400000US42097080700	480	1041	0
1400000US42097080800	830	2662	0
1400000US42003080900	1054.252	194.622	0
1400000US42097080900	495	843	0
1400000US42097081000	387.484	701.355	0
1400000US42097081100	579.484	949.355	0
1400000US42097081200	706.256	1374.59	0
1400000US42097081300	358.82	678.29	0
1400000US42097081400	329.842	611.5	0
1400000US42097081500	293.98	544.521	0
1400000US42097081600	139.508	296.408	0
1400000US42097081700	315.664	565.421	0
1400000US42097081800	308	1030	0
1400000US42097081900	679	2246	0
1400000US42097082000	338.527	488.177	0
1400000US42097082100	185.181	287.749	0
1400000US42097082200	457.539	730.683	0
1400000US42097082300	393	1847	0
1400000US42097082400	407	709	0
1400000US42003090100	929	181	0
1400000US42119090102	549.966	1765.734	0
1400000US42003090200	872.05	169.828	0
1400000US42119090200	207	1028	0
1400000US42003090300	369.479	78.275	0
1400000US42119090300	390.863	1125.096	0
1400000US42119090400	901.675	2558.148	0
1400000US42119090502	585.437	1821.608	0
1400000US42119090600	1587.777	1738.188	0
1400000US42119090700	1202.634	759.918	0
1400000US42017100102	1234.626	1325.661	0
1400000US42017100103	531.89	575.885	0
1400000US42017100104	991.362	1267.368	0
1400000US42017100105	1160.532	1615.328	0
1400000US42013100200	495.373	724.214	0
1400000US42069100200	684.096	223.377	0
1400000US42017100201	1213	1075	0
1400000US42017100206	1480.267	1298.186	0
1400000US42017100207	370.786	389.764	0
1400000US42017100208	1487.366	1216.972	0
1400000US42017100209	2190.458	2056.472	0
1400000US42017100210	1526.076	1622.61	0
1400000US42017100211	1772.341	1562.722	0
1400000US42017100212	751.776	949.474	0
1400000US42013100300	574.445	827.179	0
1400000US42069100300	202.554	79.425	0
1400000US42017100302	999.112	1145.219	0
1400000US42017100303	1304.511	800.128	0
1400000US42017100304	572.442	471.567	0
1400000US42017100306	841.816	549.194	0
1400000US42017100307	937.772	941.009	0
1400000US42013100400	257.805	318.96	0
1400000US42069100400	297.594	87.057	0
1400000US42017100401	1779.27	1597.456	0
1400000US42017100402	1593.765	1236.899	0
1400000US42017100403	424.511	248.128	0
1400000US42017100404	1385.338	1256.828	0
1400000US42017100406	1158.055	1119.46	0
1400000US42017100407	201.355	227.535	0
1400000US42017100408	1209.424	1268.831	0
1400000US42003100500	990.655	108.105	0
1400000US42013100500	487.008	652.832	0
1400000US42017100500	745.148	671.728	0
1400000US42069100500	736.88	265.017	0
1400000US42013100600	369.211	479.093	0
1400000US42017100600	1173.586	879.665	0
1400000US42069100600	1033.026	331.473	0
1400000US42013100700	530.478	799.318	0
1400000US42017100700	1223.438	685.937	0
1400000US42013100800	264.824	282.861	0
1400000US42069100800	578.082	202.852	0
1400000US42017100803	1149	1286	0
1400000US42017100804	981.708	1126.411	0
1400000US42017100805	1456.708	1690.411	0
1400000US42017100807	1256.423	1353.122	0
1400000US42017100808	37.277	39.102	0
1400000US42017100809	2409.671	2555.482	0
1400000US42017100811	630.819	403.682	0
1400000US42013100900	467.44	771.636	0
1400000US42017100900	1942	2304	0
1400000US42069100900	754.311	254.002	0
1400000US42069101000	1096.721	353.118	0
1400000US42003101100	1218.057	244.869	0
1400000US42013101100	37.49	57.85	0
1400000US42017101100	496	570	0
