GEO_ID	CLINTON	TRUMP	OTHERS_USP	MCGINTY	TOOMEY	OTHERS_USS	DEM_USC	REP_USC	OTHERS_USC
1400000US42011012800	823	758	83	817	722	85	852	691	18
1400000US42021012800	600	1492	70	722	1257	161	698	1427	0
1400000US42027012800	1630.893	569.59	128.06	1556.391	658.017	132.025	1537.611	773.104	0
1400000US42041012800	890.774	2677.89	145.162	907.828	2644.737	161.234	849.837	2810.926	0
1400000US42071012800	808	1665	156	796	1725	119	787	1748	97
1400000US42011012900	2470	4218	278	2498	4124	251	2335	4373	0
1400000US42021012900	474	1128	58	549	987	109	570	1067	0
1400000US42041012900	72.774	138.89	7.162	75.828	132.737	12.234	69.837	147.926	0
1400000US42071012900	521	1713	79	505	1766	50	484	1793	36
1400000US42011013000	988	2269	139	1003	2225	123	923	2345	0
1400000US42021013000	273	657	33	316	563	76	308	638	0
1400000US42041013000	594	2401	111	647	2295	151	627	2421	0
1400000US42071013000	895	2073	181	887	2199	117	854	2242	93
1400000US42011013100	777	1533	133	772	1515	95	754	1602	0
1400000US42021013100	270	928	48	331	795	102	350	877	0
1400000US42101013100	961.212	30.174	14.589	929.067	50.589	6.231	915.369	47.1	0
1400000US42041013101	1012.181	2949.532	151.604	1058.887	2874.666	184.449	1083.517	2984.708	0
1400000US42071013101	598.707	1166.255	105.696	574.592	1234.898	61.817	550.533	1271.777	48.584
1400000US42041013102	23.381	17.508	3.084	23.047	18.714	1.945	23.909	18.948	0
1400000US42071013102	651.707	1356.255	114.696	626.592	1401.898	89.817	616.533	1450.777	56.584
1400000US42011013200	593	987	92	605	978	72	597	1025	0
1400000US42021013200	486	1358	48	588	1162	133	562	1313	0
1400000US42041013200	352.381	407.508	50.084	350.047	415.714	42.945	352.909	438.948	0
1400000US42101013200	1219.063	39.472	25.613	1181.206	63.294	9.782	1160.544	63.921	0
1400000US42071013202	682.35	1034.984	99.563	663.478	1103.182	77.164	635.937	1151.802	57.091
1400000US42071013203	1152.765	1845.587	146.127	1135.369	1909.215	116.515	1098.276	1979.604	92.167
1400000US42071013204	683.083	1167.079	99.798	684.899	1206.817	77.843	685.805	1227.322	56.366
1400000US42021013300	751	2222	86	938	1945	173	921	2120	0
1400000US42101013300	1625.776	162.299	69.381	1502.85	279.003	35.141	1516.925	266.605	0
1400000US42011013301	476	805	72	474	835	44	441	866	28
1400000US42071013301	1065.819	1394.212	128.22	1052.088	1465.308	86.168	1028.533	1491.376	77.983
1400000US42011013302	626	1211	105	597	1224	82	563	1296	0
1400000US42071013303	1009.258	1928.21	150.164	994.44	2052.614	90.082	938.176	2119.878	82.016
1400000US42071013304	1610.651	2766.099	227.584	1553.656	2954.576	123.677	1479.961	3032.271	100.639
1400000US42021013400	520.397	428.488	32.833	544.606	365.318	64.793	532.664	437.133	0
1400000US42071013400	452.607	283.756	35.952	440.151	304.152	34.001	441.473	312.041	24.053
1400000US42011013401	1301	2704	170	1337	2661	135	1249	2803	0
1400000US42101013401	1347.536	207.78	37.476	1272.8	302.584	13.82	1261.332	288.624	0
1400000US42011013402	572	1016	94	589	1012	59	561	1066	0
1400000US42101013402	1399.536	135.78	44.476	1306.8	240.584	17.82	1281.332	242.624	0
1400000US42011013500	2071	3352	254	2108	3269	225	1983	3503	0
1400000US42021013500	386.013	340.467	28.122	410.513	295.248	44.448	380.369	374.556	0
1400000US42101013500	2247.38	218.425	88.923	2119.974	348.679	36.849	2087.421	357.897	0
1400000US42071013501	1346.694	953.464	102.842	1330.947	990.059	103.951	1323.303	996.538	83.843
1400000US42071013502	1201.935	776.19	104.72	1197.025	809.52	87.51	1204.62	811.955	74.495
1400000US42071013503	1314.109	560.57	82.521	1248.219	720.251	36.429	1255.078	690.845	41.723
1400000US42011013600	714	1123	97	720	1097	102	679	1189	0
1400000US42021013600	129.911	118.811	7.283	134.121	97.405	16.575	134.861	110.622	0
1400000US42071013601	930.822	717.688	76.55	922.087	750.235	69.655	911.455	757.626	56.651
1400000US42101013601	1154.966	170.464	43.964	1063.908	262.092	18.276	1064.006	239.692	0
1400000US42071013602	779.723	797.092	100.364	773.369	824.366	78.824	764.628	833.487	67.281
1400000US42101013602	863.694	132.962	36.478	812.376	185.344	17.266	822.418	164.904	0
1400000US42021013700	736.898	1507.65	72.937	805.139	1393.069	112.81	790.064	1528.333	0
1400000US42101013700	2079.874	46.583	55.465	1985.02	91.409	25.403	1994.075	80.143	0
1400000US42011013701	469	934	61	464	875	76	449	970	0
1400000US42071013701	1487.241	1611.346	161.93	1472.409	1632.069	163.295	1428.912	1699.51	130.935
1400000US42011013702	451	1311	90	490	1215	123	442	1298	71
1400000US42071013702	1866.701	2484.103	218.829	1826.377	2607.754	180.404	1779.058	2640.451	162.966
1400000US42011013800	589	1224	97	645	1145	103	545	1233	75
1400000US42071013800	841.083	2033.259	146.115	860.233	2063.389	131.859	824.67	2115.776	104.238
1400000US42101013800	775.619	18.785	11.022	741.734	31.104	4.86	746.148	26.386	0
1400000US42011013900	1117	2814	214	1182	2716	184	991	2896	145
1400000US42101013900	1029.979	44.14	21.449	1007.229	54.996	16.927	1012.556	53.306	0
1400000US42071013901	628	1721	109	633	1727	97	610	1774	68
1400000US42071013902	461	1374	105	498	1354	84	454	1389	87
1400000US42011014000	970	835	150	974	866	92	833	997	82
1400000US42071014000	932	2177	177	932	2258	123	888	2313	96
1400000US42101014000	1577.264	90.914	54.293	1512.621	118.893	22.504	1513.074	118.416	0
1400000US42011014100	1121	1214	150	1119	1236	90	988	1331	74
1400000US42095014100	1781	630	114	1679	765	67	1748	776	0
1400000US42101014100	1141.861	50.237	21.069	1122.472	49.599	10.954	1113.933	54.497	0
1400000US42071014101	205	956	30	208	975	22	197	1004	0
1400000US42071014102	335	1236	74	340	1255	62	307	1322	0
1400000US42011014200	1162	2120	160	1167	2104	129	1036	2193	101
1400000US42095014200	1029.899	463.922	55.46	1011.256	458.296	44.862	1035.154	440.957	0
1400000US42101014200	2207.302	314.476	94.676	2074.912	437.94	49.152	2033.102	465.846	0
1400000US42071014201	310.855	1243.445	57.72	317.362	1252.896	54.692	292.362	1301.672	0
1400000US42071014202	361.855	1129.445	59.72	360.362	1119.896	73.692	347.362	1186.672	0
1400000US42071014300	276	753	43	284	750	47	239	815	0
1400000US42095014300	992.542	539.377	66.168	1021.578	542.811	45.363	965.414	521.588	0
1400000US42101014300	1651.907	387.477	93.035	1594.182	457.952	41.116	1586.935	450.079	0
1400000US42095014400	1692.227	572.311	106.996	1663.874	699.643	51.693	1587.548	680.615	0
1400000US42101014400	1791	205	67	1721	247	34	1720	248	0
1400000US42071014401	607	2117	128	675	2017	152	622	2125	92
1400000US42071014402	458	1257	78	433	1294	80	421	1323	53
1400000US42095014500	855.924	334.995	40.371	835.563	314.409	26.592	908.793	298.608	0
1400000US42101014500	1264.092	107.32	39.11	1199.702	130.11	14.53	1171.854	125.716	0
1400000US42071014501	571	1656	112	607	1618	95	574	1636	87
1400000US42071014502	399	1508	81	433	1454	94	398	1518	66
1400000US42095014600	1453.695	628.098	83.848	1445.907	583.468	58.009	1507.831	557.286	0
1400000US42101014600	1497.953	86.557	34.179	1457.174	109.709	17.484	1449.787	103.213	0
1400000US42071014601	320	1181	54	330	1171	54	300	1209	44
1400000US42071014602	643	2022	88	669	1983	93	586	2083	50
1400000US42071014700	1067.727	104.376	23.708	1032.715	127.179	22.618	1031.742	124.362	17.018
1400000US42095014700	601.206	294.558	43.627	614.019	270.529	31.522	602.368	260.043	0
1400000US42101014700	1519.766	122.07	64.338	1473.33	153.376	35.278	1482.39	139.766	0
1400000US42101014800	955.423	24.147	18.653	936.192	39.912	6.86	944.872	30.507	0
1400000US42101014900	1992.227	19.273	21.736	1922.028	35.188	12.736	1957.773	22.094	0
1400000US42101015101	969.72	13.412	13.456	933.69	11.087	6.759	944.26	7.478	0
1400000US42101015102	2516.982	29.288	26.456	2412.762	39.525	13.759	2428.894	28.916	0
1400000US42101015200	2468.175	45.046	27.506	2368.941	63.802	14.655	2402.073	50.956	0
1400000US42095015201	1054	1700	133	998	1634	83	1066	1540	0
1400000US42095015300	786	1623	83	792	1562	60	821	1480	0
1400000US42101015300	1791.228	217.981	87.158	1721.079	277.145	30.327	1731.751	255.309	0
1400000US42095015400	489	1013	55	567	975	28	517	924	0
1400000US42095015500	1038	2170	116	1045	2105	84	895	2206	68
1400000US42095015600	555	1001	75	561	998	47	609	950	0
1400000US42101015600	785.82	41.372	18.552	755.164	47.208	12.552	763.328	39.372	0
1400000US42095015700	396	687	39	388	664	51	422	654	0
1400000US42101015700	1083.82	111.372	37.552	1062.164	118.208	15.552	1041.328	119.372	0
1400000US42101015800	2808.519	770.693	161.942	2733.319	812.417	85.787	2826.514	723.084	0
1400000US42095015801	905.162	1680.683	94.765	891.509	1787.536	70.568	712.954	1741.739	88.85
1400000US42095015802	394.162	763.683	39.765	365.509	785.536	30.568	281.954	763.739	48.85
1400000US42095015901	813.557	1717.311	88.38	813.547	1678.862	66.944	702.207	1743.292	65.266
1400000US42095015902	207.557	512.311	29.38	231.547	481.862	17.944	206.207	495.292	15.266
1400000US42101016000	2312.676	802.378	135.967	2245.436	843.181	80.36	2432.546	689.806	0
1400000US42095016001	912.687	1966.413	120.033	984.444	1838.464	104.184	865.385	1883.431	129.163
1400000US42095016002	721.687	1586.413	95.033	720.444	1492.464	75.184	683.385	1540.431	85.163
1400000US42095016100	269.019	534.558	43.567	306.46	484.886	36.399	241.704	540.537	30.42
1400000US42101016100	1963.167	313.86	114.328	1893.457	327.35	50.71	1897.987	308.416	0
1400000US42101016200	891.633	38.669	11.071	857.275	42.134	6.925	858.252	38.824	0
1400000US42095016201	828.747	1147.188	102.444	876.582	1092.938	62.783	774.87	1166.767	46.781
1400000US42095016202	192.747	288.188	18.444	215.582	274.938	12.783	176.87	292.767	13.781
1400000US42095016300	546	741	67	573	721	33	532	731	45
1400000US42101016300	1654.961	96.324	23.795	1604.138	95.287	10.111	1605.074	88.68	0
1400000US42095016400	966	1610	101	1004	1585	67	842	1657	81
1400000US42101016400	1750.234	41.656	12.885	1686.811	57.471	8.503	1684.19	47.585	0
1400000US42095016500	876	1600	106	868	1622	84	697	1666	110
1400000US42101016500	1168.265	21.148	11.548	1131.303	25.633	7.017	1143.564	23.646	0
1400000US42095016600	425	598	64	426	584	56	365	636	45
1400000US42101016600	399.061	11.68	7.548	400.375	13.431	3.283	397.902	13.444	0
1400000US42095016700	1275	1649	100	1181	1714	60	1149	1706	24
1400000US42101016701	1467.61	16.578	17.16	1420.241	19.832	9.56	1426.132	19.807	0
1400000US42101016702	1222.063	27.107	14.107	1168.458	44.535	9.214	1196.458	28.214	0
1400000US42095016800	1216	1440	141	1220	1484	91	1270	1372	0
1400000US42101016800	857.73	12.512	9.969	817.225	13.368	4.816	826.156	10.796	0
1400000US42095016901	764.1	1148.697	75.561	742.026	1195.392	38.205	609.582	1247.181	65.373
1400000US42101016901	1275.069	9.809	7.318	1234.958	14.357	8.344	1251.072	9.047	0
1400000US42095016902	1155.1	1879.697	121.561	1108.026	1926.392	76.205	924.582	2005.181	106.373
1400000US42101016902	2689.656	26.808	9.452	2620.136	33.356	12.904	2627.3	27.904	0
1400000US42095017000	373	600	27	379	562	14	394	532	0
1400000US42101017000	1133.232	66.057	18.537	1108.644	79.979	7.405	1123.829	67.56	0
1400000US42101017100	2745.638	25.356	16.106	2662.376	30.847	15.106	2684.177	28.529	0
1400000US42095017101	1669.8	1629.2	121.88	1623.36	1665.36	82.08	1700.44	1680.24	0
1400000US42095017102	2637.8	3020.2	214.88	2742.36	3008.36	130.08	2657.44	3105.24	0
1400000US42095017200	1111.442	925.29	103.006	1123.296	868.37	77.41	1174.024	820.642	0
1400000US42101017201	1329.905	24.641	5.558	1273.907	24.365	1.929	1270.953	19.556	0
1400000US42101017202	1715.834	19.67	10.018	1650.18	26.553	9.41	1671.391	19.935	0
1400000US42095017300	418.442	474.29	37.006	428.296	442.37	36.41	442.024	418.642	0
1400000US42101017300	2306.937	37.361	16.003	2220.523	46.702	6.631	2231.033	38.453	0
1400000US42101017400	1266.556	15.922	10.766	1226.826	19.656	2.734	1232.936	16.734	0
1400000US42095017401	1500.986	1639.234	92.699	1472.921	1667.057	50.82	1410.815	1620.237	0
1400000US42095017402	1316.29	1340.762	81.275	1333.649	1339.057	56.572	1299.367	1278.077	0
1400000US42101017500	3056.352	109.454	21.766	2943.898	107.454	17	2946.274	101.532	0
1400000US42095017501	767.328	791.41	68.108	839.351	781.477	41.115	762.402	759.928	0
1400000US42095017502	1249.024	1448.882	111.532	1332.623	1484.477	69.363	1250.85	1410.088	0
1400000US42101017601	1815.63	67.508	14.872	1648.016	70.33	11.318	1642.291	69.358	0
1400000US42101017602	2307.228	85.022	16.32	2097.678	86.134	8.334	2077.363	84.87	0
1400000US42095017603	830.374	682.589	79.851	879.656	809.678	44.638	885.953	796.68	0
1400000US42095017604	1155.286	1249.697	71.572	1164.061	1234.534	51.186	1159.146	1195.566	0
1400000US42095017605	750.752	945.517	51.671	628.744	1027.975	31.469	697.853	995.428	0
1400000US42095017606	1665.374	1592.589	136.851	1693.656	1770.678	73.638	1763.953	1728.68	0
1400000US42095017607	1738.354	1971.987	140.004	1688.883	2119.443	80.587	1748.148	2110.08	0
1400000US42101017701	1048.928	65.544	7.616	972.384	61.468	10.308	968.616	56.544	0
1400000US42095017702	605.248	638.925	40.271	561.932	684.537	25.886	460.775	744.485	50.883
1400000US42101017702	1508.563	96.425	19.322	1424.104	89.641	11.969	1408.135	93.975	0
1400000US42095017703	1161.62	1091.352	69.12	1083.927	1104.155	41.131	911.006	1264.162	85.205
1400000US42095017704	1583.568	1642.413	108.595	1523.4	1763.769	59.138	1220.139	1919.485	93.375
1400000US42095017800	626	366	50	606	389	34	619	337	0
1400000US42101017800	1820.03	244.839	42.242	1694.369	259.182	27.918	1706.99	223.509	0
1400000US42101017900	1554.872	463.61	64.115	1479.504	451.463	29.886	1556.753	349.408	0
1400000US42095017901	798.905	865.776	80.567	826.562	849.654	56.079	718.347	922.071	41.211
1400000US42095017902	358.905	407.776	40.567	365.562	391.654	31.079	318.347	440.071	25.211
1400000US42095018001	1087.259	1594.663	106.82	1097.977	1609.234	77.491	870.152	1740.418	69.563
1400000US42101018001	587.195	416.149	36.711	560.321	391.257	24.339	630.177	306.038	0
1400000US42095018002	1564.259	1783.663	121.82	1407.977	1956.234	69.491	1136.152	2122.418	96.563
1400000US42101018002	999.864	785.612	74.16	968.778	744.95	35.058	1125.89	577.814	0
1400000US42095018100	1415	2058	151	1377	2070	96	1182	2189	97
1400000US42095018200	512.362	1179.617	65.687	540.469	1136.549	43.145	514.793	1129.021	0
1400000US42095018300	774.362	1672.617	105.687	808.469	1603.549	64.145	812.793	1579.021	0
1400000US42101018300	659.535	970.625	58.344	628.203	924.62	46.631	802.351	735.915	0
1400000US42101018400	677.663	906.529	56.808	644.523	874.74	42.463	804.863	694.707	0
1400000US42101018800	1823.671	255.278	30.028	1691.636	245.941	18.366	1684.724	218.142	0
1400000US42101019000	2099.305	246.282	32.832	1959.227	259.646	25.738	1976.314	220.165	0
1400000US42101019100	2732.798	426.912	41.716	2526.637	430.392	32.18	2551.514	370.016	0
1400000US42101019200	1485.481	109.83	21.528	1394.234	111.334	11.55	1399.916	97.879	0
1400000US42101019501	1037.505	47.001	8.947	933.786	53.563	4.725	925.637	46.178	0
1400000US42101019502	746.325	46.251	5.793	692.538	51.673	3.667	682.505	43.578	0
1400000US42101019700	2700.56	81.522	12.453	2572.331	95.781	11.258	2556.43	78.004	0
1400000US42101019800	2093.871	69.459	22.577	1952.522	85.042	7.966	1938.61	68.22	0
1400000US42101019900	1803	69	18	1662	84	14	1651	69	0
1400000US42101020000	727.67	11.894	7.568	691.141	23.982	6.131	712.593	12.43	0
1400000US42003020100	644.035	202.635	39.65	594.375	264.515	25.655	624.01	235.715	0
1400000US42043020100	1645.507	293.122	70.243	1516.594	361.327	25.211	1496.81	357.639	0
1400000US42133020100	431.743	921.764	64.867	417.97	934.264	75.658	353.915	1064.025	0
1400000US42101020101	1294.412	28.21	18.445	1233.036	34.827	10.702	1258.998	18.391	0
1400000US42111020101	302.554	915.577	43.966	342.452	849.657	64.317	329.987	929.693	0
1400000US42025020102	931	1300	101	1047	1118	127	1190	1015	0
1400000US42101020102	1677.263	23.707	17.955	1617.606	30.789	13.648	1642.72	22.858	0
1400000US42111020102	177.554	566.577	20.966	216.452	505.657	43.317	198.987	564.693	0
1400000US42025020103	621	1222	70	632	1134	119	599	1287	0
1400000US42025020105	938	1540	88	990	1402	144	960	1552	0
1400000US42025020106	289	698	31	325	626	50	284	722	0
1400000US42025020200	655	2150	97	818	1789	222	665	2234	0
1400000US42101020200	2985.172	50.292	26.888	2892.54	54.446	19.957	2926.18	54.252	0
1400000US42111020200	593	1738	64	684	1592	122	647	1750	0
1400000US42133020220	296.615	680.768	43.055	280.182	696.726	53.314	232.353	789.779	0
1400000US42133020221	431.743	921.764	64.867	417.97	934.264	75.658	353.915	1064.025	0
1400000US42133020222	1354.128	2504.996	168.812	1313.788	2530.538	186.344	1098.562	2917.246	0
1400000US42003020300	347.85	67.008	15.601	321.625	91.471	16.887	342.098	81.179	0
1400000US42025020300	993	1723	94	1141	1403	191	1409	1260	0
1400000US42043020300	504.17	96.615	30.452	488.053	121.829	10.246	471.929	128.143	0
1400000US42101020300	838.718	15.594	10.34	800.675	27.748	6.001	820.292	14.54	0
1400000US42111020300	652	1125	63	736	997	106	709	1119	0
1400000US42133020310	446	1061	73	447	1114	49	352	1263	0
1400000US42133020320	823	2856	127	893	2746	151	705	3072	0
1400000US42025020400	492	792	49	564	615	116	682	602	0
1400000US42043020400	486.014	94.031	29.908	470.985	119.109	10.178	455.541	125.967	0
1400000US42101020400	1236.699	20.981	11.155	1197.833	32.587	5.717	1218.363	20.225	0
1400000US42111020400	472	1237	39	539	1087	115	534	1203	0
1400000US42133020410	611	1929	121	655	1892	109	475	2188	0
1400000US42133020420	1193	3010	217	1152	3119	177	867	3566	0
1400000US42025020500	868	2268	113	1021	1994	182	1146	1985	0
1400000US42043020500	1515.674	263.693	82.96	1444.887	334.215	31.094	1417.497	346.029	0
1400000US42101020500	1395.076	20.028	17.98	1349.764	32.143	14.796	1370.244	25.309	0
1400000US42111020500	269	1108	41	316	1018	83	301	1119	0
1400000US42133020510	370	1329	79	396	1320	73	350	1421	0
1400000US42133020521	551.751	1424.063	75.877	590.072	1370.993	90.443	514.349	1520.405	0
1400000US42133020522	273.751	743.063	34.877	289.072	713.993	46.443	249.349	790.405	0
1400000US42025020600	733	1153	90	765	1045	117	875	993	0
1400000US42043020600	1206.395	202.782	61.924	1143.65	260.16	24.107	1125.125	267.695	0
1400000US42101020600	679.208	101.464	27.474	639.425	154.087	12.626	649.265	133.131	0
1400000US42111020600	568	2230	87	645	2056	191	652	2237	0
1400000US42133020600	1235.58	3317.94	218.76	1303.62	3193.38	272.64	1144.68	3592.56	0
1400000US42025020700	593	1761	99	709	1572	126	797	1559	0
1400000US42043020700	460.107	24.839	7.525	441.984	28.94	2.837	432.077	26.853	0
1400000US42101020700	2831.77	553.273	144.877	2690.633	725.682	70.955	2752.696	642.777	0
1400000US42111020700	336	1323	40	356	1245	105	334	1357	0
1400000US42133020710	1679.849	4369.189	297.446	1781.326	4201.149	366.851	1574.289	4732.35	0
1400000US42133020720	1450.849	3803.189	253.446	1538.326	3654.149	316.851	1351.289	4121.35	0
1400000US42025020800	1084	2749	162	1239	2440	233	1401	2405	0
1400000US42043020800	904.087	114.765	26.629	841.277	143.118	13.905	824.277	141.394	0
1400000US42101020800	684.4	103.744	28.976	648.32	135.248	13.344	653.184	125.072	0
1400000US42111020800	340.562	1387.764	47.158	373.358	1304.328	92.58	330.552	1439.638	0
1400000US42133020800	1079	2186	147	1128	2104	185	1076	2290	0
1400000US42025020900	739	1387	103	835	1222	143	931	1214	0
1400000US42043020900	357.624	72.241	11.296	346.105	81.901	5.499	339.656	80.413	0
1400000US42101020900	934.983	247.1	60.48	896.722	305.422	26.15	901.394	299.544	0
1400000US42111020900	389.562	1752.764	65.158	442.358	1648.328	118.58	394.552	1812.638	0
1400000US42133020910	587.72	1665.215	116.655	640.425	1562.21	167.285	566.715	1791.71	0
1400000US42133020921	672.416	1501.482	138.675	665.634	1520.052	140.419	584.427	1720.437	0
1400000US42133020922	718.416	1615.482	148.675	711.634	1624.052	157.419	626.427	1845.437	0
1400000US42101021000	1751.167	638.279	100.958	1623.036	740.574	87.375	1686.123	719.871	0
1400000US42111021000	546.853	1468.265	91.714	590.528	1429.537	96.29	544.012	1567.502	0
1400000US42133021010	530.464	1146.964	69.048	532.656	1123.948	85.488	488.816	1236.836	0
1400000US42133021020	1139.464	2190.964	154.048	1177.656	2092.948	209.488	1073.816	2383.836	0
1400000US42043021100	941.751	93.398	21.225	898.441	108.606	9.102	877.179	103.231	0
1400000US42101021100	287.418	132.055	20.261	267.757	151.184	12.153	275.256	139.948	0
1400000US42111021100	515.853	1336.265	76.714	539.528	1294.537	107.29	516.012	1423.502	0
1400000US42133021100	885.32	1419.198	94.01	898.903	1368.627	134.432	853.601	1532.46	0
1400000US42043021200	618.494	48.546	15.292	553.088	57.172	4.81	535.874	51.892	0
1400000US42101021200	748.044	324.452	62.594	703.038	377.734	26.03	739.038	337.992	0
1400000US42111021200	226	1312	37	249	1251	72	319	1245	0
1400000US42133021210	2042.134	2975.265	222.989	2020.591	2962.25	259.625	1831.666	3345.915	0
1400000US42133021220	1276.402	2269.153	148.789	1215.255	2357.198	142.365	1064.014	2604.543	0
1400000US42043021300	997.306	117.664	24.776	881.822	144.948	9.54	856.084	131.36	0
1400000US42101021300	1182.677	419.776	79.751	1125.285	492.855	37.251	1147.899	456.155	0
1400000US42111021300	264	1471	43	298	1370	89	352	1397	0
1400000US42133021300	781	764	103	790	709	134	767	833	0
1400000US42043021400	1281.24	135.676	29.164	1157.708	162.876	8.5	1131.424	154.664	0
1400000US42101021400	914.195	262.855	55.734	867.467	332.328	23.505	870.86	314.813	0
1400000US42111021400	277	1918	55	342	1809	99	425	1816	0
1400000US42133021410	970	1436	91	962	1412	117	882	1587	0
1400000US42133021420	1124.88	2067.255	129.265	1127.05	2044.3	148.265	1003.14	2283.39	0
1400000US42043021500	1822.013	243.419	42.085	1717.198	284.794	18.139	1680.857	266.024	0
1400000US42101021500	859.137	361.838	68.799	814.886	418.307	31.742	826.709	404.235	0
1400000US42111021500	198	951	25	238	879	53	207	959	0
1400000US42133021500	381.5	673.262	45.718	400.597	641.139	54.044	357.492	731.477	0
1400000US42043021600	1507.447	123.104	38.008	1427.497	139.922	12.13	1400.655	124.086	0
1400000US42101021600	1099.491	529.04	86.271	1032.055	601.427	39.713	1066.077	564.406	0
1400000US42111021600	207	692	24	237	638	45	192	730	0
1400000US42133021600	245.62	403.007	30.453	256.547	378.839	38.779	229.352	442.087	0
1400000US42043021700	1534.416	360.41	63.24	1447.262	385.368	24.853	1376.135	389.68	0
1400000US42101021700	1545.788	962.453	74.641	1441.912	1051.062	48.471	1587.792	864.322	0
1400000US42111021700	195	839	41	228	789	56	189	884	0
1400000US42133021711	357	1145	35	372	1108	53	309	1208	0
1400000US42133021712	864.726	2782.434	132.898	912.034	2671.158	219.344	828.016	2933.036	0
1400000US42133021720	526.726	1326.434	66.898	540.034	1284.158	100.344	498.016	1411.036	0
1400000US42043021800	957.104	554.344	59.072	923.176	592.616	33.056	906.408	606.52	0
1400000US42101021800	998.641	403.068	59.867	971.05	454.831	26.286	1002.927	403.288	0
1400000US42111021800	268.01	1478.854	41.678	317.849	1364.912	90.988	288.964	1485.647	0
1400000US42133021801	764.626	1979.865	126.371	783.107	1938.081	162.05	714.02	2129.977	0
1400000US42133021802	690.975	1769.525	109.15	703.925	1737.15	132.275	639.175	1910.125	0
1400000US42101021900	347.506	159.213	25.445	322.061	195.563	5.089	332.239	173.753	0
1400000US42133021900	1455.601	3749.39	235.521	1487.032	3675.231	294.325	1353.195	4040.102	0
1400000US42043021901	104.824	67.184	5.368	97.304	77.504	1.616	96.424	77.408	0
1400000US42111021901	340.582	1774.172	45.468	368.491	1675.372	104.818	341	1801.389	0
1400000US42111021902	319.572	1321.318	45.79	357.642	1218.46	98.83	334.036	1320.742	0
1400000US42043021903	799.24	422.219	54.547	769.894	470.432	23.026	764.042	477.83	0
1400000US42043021904	904.041	489.4	59.915	867.177	547.931	24.641	860.447	555.233	0
1400000US42043022000	1686.771	717.665	98.429	1636.027	797.605	42.712	1616.453	814.239	0
1400000US42101022000	332	123	5	321	136	0	330	122	0
1400000US42133022000	385.484	737.068	75.419	433.701	689.803	76.894	372.765	816.06	0
1400000US42043022100	158.939	112.243	12.146	159.609	117.769	4.185	156.027	121.919	0
1400000US42133022100	89.335	169.363	11.946	94.481	163.198	13.506	82.972	185.41	0
1400000US42043022200	832.56	385.944	68.114	830.48	396.016	21.048	801.472	418.03	0
1400000US42133022200	64.277	128.426	8.529	66.609	125.879	9.285	58.718	140.788	0
1400000US42043022300	1435.945	1050.901	117.671	1429.898	1071.716	53.16	1381.829	1123.481	0
1400000US42133022300	25.407	41.629	3.467	28.235	37.965	4.295	24.595	45.354	0
1400000US42043022401	1251.683	1207.653	94.43	1167.955	1339.557	42.339	1138.919	1382.573	0
1400000US42133022401	380	1356	79	402	1332	78	349	1450	0
1400000US42133022402	977	2797	123	1012	2694	154	917	2917	0
1400000US42043022403	1475.683	1394.653	127.43	1417.955	1477.557	52.339	1364.919	1537.573	0
1400000US42133022500	463	1492	87	515	1436	101	465	1567	0
1400000US42043022501	1311.344	1824.601	141.856	1262.756	1935.666	64.4	1197.971	2017.143	0
1400000US42043022502	1478.344	2292.601	200.856	1463.756	2397.666	89.4	1381.971	2531.143	0
1400000US42133022600	1495	3053	179	1433	3103	173	1281	3368	0
1400000US42043022601	1373.188	1856.564	151.214	1349.955	1920.162	71.478	1282.413	2016.152	0
1400000US42043022604	2009.032	2063.463	150.604	1886.689	2255.662	52.699	1779.61	2361.94	0
1400000US42043022605	1327.275	1179.126	106.147	1302.746	1233.108	39.017	1248.194	1282.611	0
1400000US42043022606	927	424	46	909	452	18	885	449	0
1400000US42133022700	1430.03	2007.032	160.872	1373.244	2076.604	162.84	1218.912	2345.824	0
1400000US42043022701	855.324	753.955	72.832	829.251	784.886	38.77	809.364	808.693	0
1400000US42043022702	691	567.416	60.149	666.618	612.483	30.084	646.38	646.498	0
1400000US42043022800	2257.65	2313.18	192.877	2195.402	2431.933	96.39	2139.28	2513.388	0
1400000US42133022800	1205.787	1947.437	143.529	1202.474	1942.9	146.614	1055.949	2203.288	0
1400000US42043022900	2099.93	1381.12	124.06	2053.8	1376.07	80.21	1990.62	1433.97	0
1400000US42133022910	1967.131	3058.287	244.523	1953.013	3103.912	238.728	1777.087	3467.905	0
1400000US42133022920	191.402	425.393	32.904	195.277	428.273	33.159	169.232	480.636	0
1400000US42043023000	1.614	1.368	0.177	1.578	1.455	0.072	1.491	1.59	0
1400000US42133023000	658	1309	145	736	1216	162	684	1415	0
1400000US42043023100	481	286	48	467	324	26	470	338	0
1400000US42101023100	303.492	44.782	9.742	283.186	71.94	3.632	279.312	70.492	0
1400000US42133023100	718	1591	174	786	1497	201	738	1720	0
1400000US42133023200	689.225	1996.475	131.5	738.725	1923.325	157.85	652.65	2137.375	0
1400000US42043023300	657.98	240.345	31.446	639.342	237.386	19.32	622.483	252.757	0
1400000US42133023301	1113.613	2465.694	148.371	1108.4	2469.116	151.862	1010.459	2685.897	0
1400000US42133023302	288.613	655.694	46.371	296.4	649.116	43.862	264.459	715.897	0
1400000US42043023400	626.98	319.345	34.446	627.342	318.386	13.32	602.483	332.757	0
