GEO_ID	CLINTON	TRUMP	OTHERS_USP	MCGINTY	TOOMEY	OTHERS_USS	DEM_USC	REP_USC	OTHERS_USC	margin_usp	margin_uss	margin_usc
1400000US42013011200	878	1625	90	888	1550	160	1015	1438	0	0.288083301	0.254811393	0.172441908
1400000US42021011200	400.23	722.533	56.013	451.19	672.58	47.018	411.193	759.593	0	0.273421753	0.189094866	0.297577866
1400000US42041011200	317	471	31	303	472	45	283	535	0	0.188034188	0.206097561	0.30806846
1400000US42055011200	296.027	444.966	24.068	312.119	432.094	29.884	324.178	423.051	0	0.19467598	0.154987037	0.132319543
1400000US42071011200	327.883	260.309	42.733	339.804	241.842	43.495	340.622	236.114	43.594	-0.107103063	-0.156703848	-0.16847162
1400000US42073011200	348.97	845.627	38.745	394.531	752.424	75.199	0	1025.962	0	0.402692035	0.292837891	1
1400000US42081011200	246.058	765.416	39.362	262.658	738.98	49.324	219.712	825.276	0	0.494233163	0.45322476	0.579493736
1400000US42095011200	728.81	128.799	19.468	678.829	145.036	13.947	645.722	143.154	12.363	-0.684102992	-0.637127422	-0.627238564
1400000US42101011200	2748.467	27.181	31.343	2674.524	44.581	21.4	2690.382	35.076	0	-0.969467305	-0.959656341	-0.974260473
1400000US42027011201	763.368	1437.604	77.58	781.836	1348.492	149.616	691.244	1567.612	0	0.29590547	0.248539438	0.38796984
1400000US42049011201	901	1549	110	960	1498	92	935	1522	0	0.253125	0.210980392	0.238909239
1400000US42049011202	1520	2031	137	1486	2020	137	1418	2074	0	0.138557484	0.146582487	0.187857961
1400000US42011011300	577	645	73	581	635	63	582	646	0	0.052509653	0.042220485	0.052117264
1400000US42013011300	385	2226	67	428	2147	114	1054	1613	0	0.687453323	0.639271104	0.2095988
1400000US42021011300	981.23	1811.533	95.013	1006.19	1779.58	107.018	961.193	1924.593	0	0.28752334	0.267351081	0.333843189
1400000US42027011300	2194.557	1223.344	213.551	2089.208	1401.644	172.56	2041.233	1546.705	0	-0.267444813	-0.18768405	-0.137830698
1400000US42049011300	587	617	59	588	626	61	604	630	0	0.023752969	0.029803922	0.021069692
1400000US42071011300	730.056	923.888	70.6	764.408	863.784	92.352	738.744	892.104	83.664	0.112396088	0.057758476	0.089448193
1400000US42073011300	523.97	1679.627	74.745	601.531	1515.424	137.199	148	1885.962	0	0.507235964	0.40542616	0.854471224
1400000US42095011300	1001.353	180.911	32.28	897.981	219.74	18.052	836.031	225.356	19.709	-0.675514432	-0.597162461	-0.56486658
1400000US42101011300	1972.467	31.181	14.343	1890.524	46.581	11.4	1923.382	31.076	0	-0.961989424	-0.94633732	-0.968199879
1400000US42041011301	1461.76	2129.852	131.7	1265.832	2346.116	115.348	1142.748	2551.356	0	0.179434869	0.289830483	0.381312491
1400000US42055011301	595.768	1942.893	89.171	606.221	1900.095	104.739	876.03	1639.659	0	0.512637414	0.495536862	0.303546663
1400000US42081011301	175	772	23	201	703	67	186	781	0	0.615463918	0.516992791	0.615305067
1400000US42041011302	1023.5	1246.613	90.528	925.206	1356.618	78.964	830.233	1508.241	0	0.094513736	0.182740678	0.289936087
1400000US42055011302	329.768	1191.893	61.171	340.221	1159.095	82.739	488.03	1061.659	0	0.544672461	0.517601474	0.370157496
1400000US42081011302	242	818	39	277	737	79	237	847	0	0.52411283	0.420860018	0.562730627
1400000US42041011303	1247.732	1682.86	122.688	1114.972	1860.596	101.036	1016.24	2025.668	0	0.14251166	0.242352932	0.331840411
1400000US42041011304	810.966	872.58	82.634	768.467	908.577	85.029	724.454	1026.55	0	0.034885459	0.079514299	0.172527304
1400000US42041011305	327.574	392.025	31.03	307.733	408.355	38.425	280.459	467.823	0	0.085862657	0.133360194	0.250392232
1400000US42011011400	1198	1259	161	1211	1237	119	1161	1338	0	0.023300229	0.010128555	0.070828331
1400000US42013011400	203	813	43	237	775	48	356	689	0	0.576015109	0.50754717	0.318660287
1400000US42021011400	587	1113	48	674	969	97	650	1089	0	0.300915332	0.16954023	0.252443933
1400000US42027011400	2618.557	1322.344	245.551	2477.208	1576.644	200.56	2396.233	1779.705	0	-0.309620891	-0.211677665	-0.147638207
1400000US42041011400	690.339	908.43	85.024	674.971	893.873	116.716	707.995	952.157	0	0.129523641	0.129869005	0.147072075
1400000US42049011400	853	918	93	841	936	95	861	940	0	0.034871245	0.050747863	0.04386452
1400000US42055011400	432	2054	71	476	1923	148	759	1723	0	0.634337114	0.568119356	0.388396454
1400000US42071011400	671.939	627.197	74.333	703.212	572.626	92.847	680.366	579.218	97.258	-0.032575908	-0.095409828	-0.074546631
1400000US42073011400	275	655	24	301	575	65	300	626	0	0.398322851	0.291179596	0.352051836
1400000US42081011400	129.5	692.148	28.092	181.524	600.05	60.146	154.532	687.214	0	0.662141361	0.497227106	0.632829856
1400000US42101011400	3420.59	128.398	53.054	3310.497	144.253	31.54	3315.322	149.866	0	-0.913979348	-0.908198687	-0.913501951
1400000US42011011500	586	868	79	585	844	95	555	909	0	0.183953033	0.169947507	0.241803279
1400000US42013011500	378	2211	64	487	2000	160	966	1673	0	0.690915944	0.57159048	0.267904509
1400000US42021011500	468	1656	53	626	1398	139	622	1535	0	0.545705099	0.356911697	0.423273064
1400000US42041011500	148.339	182.43	23.024	142.971	192.873	20.716	142.995	209.157	0	0.096358605	0.139954005	0.187879098
1400000US42055011500	607	2113	95	628	2034	151	861	1888	0	0.534991119	0.499822254	0.373590397
1400000US42073011500	631.52	1544.765	66.593	692.517	1388.784	143.185	684.674	1526.963	0	0.407175513	0.313001296	0.380844144
1400000US42101011500	1983.618	73.489	30.784	1924.627	88.132	18.336	1923.573	77.655	0	-0.914860498	-0.904189612	-0.922392651
1400000US42027011501	707.259	506.02	50.417	652.438	585.854	49.655	616.925	646.291	0	-0.159246369	-0.051697779	0.023247014
1400000US42027011502	2938.049	1616.8	279.647	2709.143	1960.759	214.105	2656.33	2134.831	0	-0.27329612	-0.153231558	-0.10884606
1400000US42071011502	950	1584	172	1008	1547	160	980	1593	126	0.234294161	0.198526703	0.227121156
1400000US42049011503	812.515	822.737	72.377	796.882	865.254	49.749	785.911	864.312	0	0.005986078	0.039939599	0.047509337
1400000US42071011503	1169.993	1528.958	156.803	1184.313	1566.837	119.038	1169.878	1575.051	110.32	0.125698852	0.133274893	0.141904611
1400000US42071011504	2075.993	3078.958	326.803	2045.313	3200.837	244.038	2019.878	3223.051	219.32	0.182964248	0.210470753	0.220270625
1400000US42049011505	574.511	725.183	72.505	563.908	747.692	48.845	555.899	751.792	0	0.109803316	0.135091092	0.149800679
1400000US42049011507	406.752	544.014	45.27	395.92	543.933	46.513	391.341	561.242	0	0.137808272	0.150058903	0.178358211
1400000US42013011600	266	1164	32	328	1058	68	423	1038	0	0.614227086	0.502063274	0.420944559
1400000US42021011600	346	720	28	414	601	73	417	666	0	0.341864717	0.171875	0.229916898
1400000US42027011600	948.972	673.132	92.348	866.228	759.92	96.942	845.558	847.31	0	-0.16089106	-0.061696139	0.00103493
1400000US42049011600	620	1035	94	649	1038	66	641	1068	0	0.237278445	0.221905305	0.249853716
1400000US42055011600	470	2396	66	527	2275	109	800	2053	0	0.656889495	0.600480934	0.439186821
1400000US42071011600	1325.891	1832.236	197.454	1327.333	1934.306	155.841	1317.521	1947.66	136.22	0.150896372	0.177608355	0.185258663
1400000US42073011600	814	1120	76	903	974	118	876	1103	0	0.152238806	0.035588972	0.114704396
1400000US42011011601	1022.472	1146.558	97.078	1008.126	1132.552	88.5	953.49	1216.976	0	0.05475732	0.055816987	0.12139605
1400000US42041011601	1840.868	2392.042	187.348	1690.376	2559.452	185.244	1576.188	2805.686	0	0.124692722	0.195955331	0.280587256
1400000US42081011601	130	474	26	149	429	46	130	489	0	0.546031746	0.448717949	0.57996769
1400000US42011011602	548.472	902.558	78.078	574.126	864.552	65.5	538.49	923.976	0	0.231563761	0.193079542	0.263586299
1400000US42041011602	847.674	1403.092	111.839	764.506	1547.332	75.573	678.811	1690.404	0	0.235087118	0.327897459	0.426973913
1400000US42081011602	606.5	1387.148	102.092	680.524	1263.05	158.146	606.532	1482.214	0	0.372492771	0.277166321	0.419238146
1400000US42011011603	686.424	704.176	54.104	677.588	708.684	49.752	600.244	799.108	0	0.012287638	0.021654234	0.142111492
1400000US42041011605	1321.685	1761.229	173.789	1165.145	2011.593	142.778	1039.754	2243.388	0	0.134965946	0.25499139	0.366610399
1400000US42021011700	284	794	23	359	645	81	355	724	0	0.463215259	0.26359447	0.341983318
1400000US42041011700	1470.582	2839.346	203.947	1396.634	2976.256	175.969	1295.679	3205.19	0	0.303234804	0.347256752	0.42425385
1400000US42055011700	737.076	3285.47	131.544	707.72	3290.374	166.834	1285.066	2786.444	0	0.613466247	0.620095714	0.368752134
1400000US42073011700	517.632	916.869	67.877	598.373	766.94	110.593	566.406	903.651	0	0.265736719	0.114212558	0.229409472
1400000US42081011700	466	1829	79	581	1589	196	531	1825	0	0.574136479	0.426035503	0.549235993
1400000US42101011700	764.402	169.522	26.346	751.456	190.316	13.012	749.118	185.884	0	-0.619492434	-0.58771408	-0.602388016
1400000US42011011701	1019	2570	158	1024	2537	147	953	2653	0	0.413931145	0.408036677	0.471436495
1400000US42049011701	342.368	722.577	44.661	339.336	708.25	50.634	327.917	738.744	0	0.342652257	0.335919943	0.385152359
1400000US42071011701	1274.35	1151.612	113.852	1237.302	1235.744	87.239	1228.682	1240.988	78.845	-0.048325586	-0.000608526	0.004828694
1400000US42011011702	753	1679	115	752	1646	115	706	1727	0	0.363564978	0.355750099	0.419646527
1400000US42027011702	2589.972	1915.132	228.348	2404.228	2129.92	223.942	2299.558	2379.31	0	-0.142568257	-0.057650864	0.017045149
1400000US42049011702	603.368	1304.577	95.661	618.336	1259.25	107.634	628.917	1291.744	0	0.349973498	0.322842808	0.345103587
1400000US42011011703	678	1326	107	657	1383	65	615	1449	0	0.306963524	0.344893112	0.404069767
1400000US42071011703	2355.411	3274.16	313.202	2223.957	3535.97	241.693	2205.161	3575.248	175.144	0.154599376	0.218609809	0.23005202
1400000US42071011704	1643.392	1735.627	160.864	1598.813	1853.409	107.837	1562.667	1867.727	110.609	0.026055946	0.071514545	0.086150732
1400000US42071011705	1410.722	1866.763	186.24	1329.475	2039.721	128.878	1302.721	2079.953	101.022	0.131662011	0.203039158	0.223105575
1400000US42011011800	872	1214	131	900	1195	100	881	1272	0	0.154262517	0.134396355	0.18160706
1400000US42021011800	362.316	1567.388	34.14	466.638	1358.716	122.462	445.792	1491.996	0	0.613629188	0.457988845	0.539896005
1400000US42027011800	1722	1486	160	1625	1619	143	1511	1839	0	-0.070071259	-0.001771479	0.097910448
1400000US42055011800	522	1485	88	526	1473	89	681	1360	0	0.459665871	0.453544061	0.332680059
1400000US42073011800	469.112	566.104	48.284	510.856	479.156	75.408	487.732	564.688	0	0.089517305	-0.029753524	0.073122898
1400000US42081011800	213	1310	34	273	1215	69	235	1320	0	0.704560051	0.605009634	0.697749196
1400000US42101011800	3002.818	65.822	26.098	2900.504	85.444	18.956	2945.198	70.596	0	-0.949028965	-0.936821942	-0.953182479
1400000US42041011801	2019.024	3135	213.808	1860.104	3314.68	204.488	1681.304	3645.768	0	0.207900694	0.270403876	0.368769936
1400000US42049011801	335	884	75	379	838	56	355	895	0	0.424265842	0.360565593	0.432
1400000US42071011801	981.026	1105.332	94.92	887.045	1264.411	48.111	870.913	1266.374	40.237	0.056987693	0.171563767	0.181610398
1400000US42041011802	807.024	1204	79.808	745.104	1279.68	69.488	676.304	1400.768	0	0.189865087	0.255256242	0.34879099
1400000US42049011802	326	1086	66	343	1065	53	352	1081	0	0.51420839	0.494182067	0.508722959
1400000US42071011802	1791.045	1138.77	208.056	1768.943	1225.053	156.322	1739.431	1246.301	133.187	-0.207871834	-0.172646063	-0.158109268
1400000US42041011803	884	2013	122	868	2024	129	840	2145	0	0.373964889	0.38265475	0.43718593
1400000US42071011803	1656.456	1746.876	211.965	1580.934	1909.655	156.534	1574.031	1923.441	120.79	0.025010393	0.090131591	0.096568463
1400000US42071011804	2320.854	2136.13	203.772	2164.99	2347.232	162.948	2169.19	2348.818	144.144	-0.039633913	0.038980829	0.038528988
1400000US42071011805	893.331	569.812	77.012	857.729	632.09	68.309	871.772	623.508	53.166	-0.210056131	-0.144814162	-0.160331067
1400000US42021011900	314.316	863.388	34.14	402.638	707.716	82.462	347.792	841.996	0	0.453088021	0.255762833	0.415371478
1400000US42049011900	713	1440	129	731	1451	102	718	1508	0	0.318580193	0.315236427	0.354896676
1400000US42055011900	384.076	2045.47	74.544	387.72	2016.374	99.834	728.066	1734.444	0	0.66347216	0.650439629	0.408679762
1400000US42081011900	458	1726	77	536	1592	134	465	1780	0	0.560813799	0.466843501	0.585746102
1400000US42101011900	2190.062	47.145	41.424	2147.158	60.73	21.369	2173.771	51.332	0	-0.940440554	-0.935929774	-0.953861012
1400000US42027011901	667	924	73	633	949	102	592	1064	0	0.154447115	0.187648456	0.285024155
1400000US42041011901	1030.313	1826.695	120.793	1011.264	1867.918	138.981	961.82	2019.397	0	0.267439631	0.283832914	0.354746736
1400000US42071011901	1602	2042	133	1424	2320	76	1436	2295	62	0.116494572	0.234554974	0.226469813
1400000US42011011902	594	1186	82	601	1185	74	568	1240	0	0.317937701	0.313978495	0.371681416
1400000US42027011902	2638.122	2200.924	231.306	2469.297	2464.497	209.19	2332.937	2714.228	0	-0.086226361	-0.00093331	0.075545579
1400000US42041011902	1500.313	2571.695	178.793	1497.264	2590.918	200.981	1419.82	2813.397	0	0.25204238	0.25498075	0.329200464
1400000US42071011902	812.239	992.857	91.572	790.572	1075.354	52.523	777.971	1080.278	41.492	0.095229107	0.148443873	0.159130639
1400000US42011011903	1054.951	1594.802	126.778	1013.502	1646.249	92.648	925.177	1781.617	0	0.19443363	0.229889271	0.316403834
1400000US42011011904	1537.951	2389.802	201.778	1503.502	2441.249	139.648	1397.177	2602.617	0	0.206282747	0.229592408	0.301375521
1400000US42021012000	727	1940	75	935	1604	194	851	1854	0	0.442377826	0.24478595	0.370794824
1400000US42027012000	2481.384	1138.453	199.705	2203.227	1409.041	150.363	2178.994	1410.798	0	-0.351594772	-0.211071987	-0.213994571
1400000US42041012000	1484.715	1048.335	111.8	1424.135	1083.02	107.69	1423.64	1160.095	0	-0.164992344	-0.130453239	-0.10200156
1400000US42055012000	607	2308	85	631	2202	143	861	2048	0	0.567	0.527889785	0.408044001
1400000US42101012000	657.548	43.332	12.79	647.504	57.502	3.174	648.678	57.754	0	-0.860644275	-0.833124347	-0.836490986
1400000US42011012001	662.504	848.744	86.384	666.98	848.492	62.28	619.116	917.22	0	0.116572527	0.115044697	0.19403568
1400000US42049012001	406	872	70	435	828	56	414	896	0	0.345697329	0.297952995	0.367938931
1400000US42071012001	1177.58	1508.031	152.612	1169.815	1572.157	125.554	1129.504	1614.752	114.394	0.116428836	0.1403098	0.169747258
1400000US42011012002	1693.289	2014.459	156.174	1669.535	2001.137	160.905	1571.696	2190.46	0	0.083120208	0.086544522	0.164470585
1400000US42049012002	323	669	66	323	644	74	337	678	0	0.327032136	0.308357349	0.335960591
1400000US42071012002	946.58	1261.031	135.612	956.815	1310.157	120.554	919.504	1339.752	113.394	0.134195934	0.147995038	0.177121784
1400000US42021012100	188	852	28	238	744	74	284	761	0	0.621722846	0.479166667	0.45645933
1400000US42027012100	1948.127	939.333	176.5	1739.95	1151.41	142.168	1750.732	1159.027	0	-0.32924516	-0.194011725	-0.203351893
1400000US42041012100	545.126	447.807	68.893	531.429	448.581	82.346	549.194	503.158	0	-0.091652493	-0.077985158	-0.043745819
1400000US42049012100	1069	2255	141	1074	2161	196	1063	2293	0	0.342279942	0.316817254	0.366507747
1400000US42055012100	410.325	1248.882	60.178	415.238	1230.476	74.884	543.671	1133.312	0	0.487707523	0.473810849	0.351608215
1400000US42101012100	969.79	72.615	24.95	949.315	84.185	11.285	946.79	86.9	0	-0.840559139	-0.828045962	-0.831864485
1400000US42011012101	370	463	39	374	432	41	367	457	0	0.106651376	0.068476978	0.109223301
1400000US42071012102	1561.904	2535.21	209.378	1482.814	2724.28	157.33	1487.516	2729.218	125.218	0.226009012	0.284451282	0.285977827
1400000US42011012103	1005.489	1412.956	100.184	988.539	1383.716	94.029	926.298	1488.598	0	0.161781271	0.160231749	0.232846466
1400000US42071012103	1185.282	2165.51	172.812	1138.664	2295.652	115.176	1141.932	2301.884	93.146	0.278189036	0.325958757	0.327951502
1400000US42011012104	651.119	822.186	87.124	659.119	804.766	68.269	616.128	882.748	0	0.109628186	0.095060288	0.177879958
1400000US42071012104	594.702	979.668	68.386	554.154	1072.124	50.36	558.058	1068.448	42.834	0.234341558	0.308933711	0.305743587
1400000US42011012105	1570.155	2298.485	161.85	1515.975	2294.595	156.385	1433.75	2444.09	0	0.180705076	0.196276489	0.260541951
1400000US42011012200	910.956	789.005	98.161	923.121	778.728	68.385	951.398	686.677	59.996	-0.067821316	-0.081567183	-0.15589513
1400000US42021012200	396	1295	54	508	1078	154	625	1104	0	0.515186246	0.327586207	0.277038751
1400000US42027012200	2062.15	965.418	188.276	1820.68	1210.804	158.677	1850.103	1222.959	0	-0.341040175	-0.19117405	-0.204077887
1400000US42041012200	559.102	455.663	70.241	544.841	457.103	83.661	562.946	512.36	0	-0.095334957	-0.080819451	-0.047043353
1400000US42055012200	434.556	885.56	70.662	432.72	858.848	89.22	505.274	834.342	0	0.324281805	0.308612184	0.245643528
1400000US42071012200	787.836	1713.562	192.846	814.662	1709.672	173.112	813.24	1744.498	128.506	0.343593973	0.331799043	0.346676624
1400000US42049012201	1268	1867	151	1292	1867	129	1226	1965	0	0.182288497	0.174878345	0.231588844
1400000US42101012201	1001.198	104.982	13.762	962.494	121.498	11.918	980.744	108.552	0	-0.800234298	-0.767395133	-0.800693292
1400000US42049012202	1304	793	161	1280	871	88	1254	923	0	-0.226306466	-0.182670835	-0.152044097
1400000US42101012203	8.1	1.5	0.375	7.275	1.95	0.15	7.05	1.95	0	-0.661654135	-0.568	-0.566666667
1400000US42101012204	1068.084	64.481	15.16	1023.214	93.728	8.803	1035.416	79.649	0	-0.874428108	-0.825663005	-0.857140167
1400000US42011012300	848.956	974.005	115.161	876.121	918.728	104.385	943.398	869.677	21.996	0.064520706	0.022433781	-0.040173377
1400000US42021012300	297	887	38	360	780	79	384	802	0	0.482815057	0.344544709	0.352445194
1400000US42027012300	894	207	51	851	281	30	831	306	0	-0.596354167	-0.490533563	-0.461741425
1400000US42041012300	1484.715	1048.335	111.8	1424.135	1083.02	107.69	1423.64	1160.095	0	-0.164992344	-0.130453239	-0.10200156
1400000US42049012300	1210.756	1392.568	87.142	1163.894	1390.495	108.417	1156.353	1422.762	0	0.067576398	0.085098576	0.103294735
1400000US42055012300	496.295	1047.725	89.055	519.705	1015.275	99.585	556.49	1007.725	0	0.33766361	0.30318158	0.288473771
1400000US42071012301	446.049	881.601	106.653	451.878	897.261	94.251	450.093	922.929	64.815	0.303668053	0.308567331	0.328852297
1400000US42071012302	771.55	1535.716	168.636	787.222	1548.512	154.453	785.989	1584.03	109.401	0.308641457	0.305715996	0.321866001
1400000US42011012400	1196.74	1054.4	120.258	1209.957	954.785	103.836	1185.011	950.309	27.708	-0.060023665	-0.112481034	-0.108506224
1400000US42021012400	480	1415	68	586	1226	137	591	1349	0	0.476311768	0.328373525	0.390721649
1400000US42027012400	1200.318	392.11	93.348	1089.656	515.736	89.048	1075.352	561.768	0	-0.479427872	-0.338707774	-0.313711884
1400000US42041012400	2166.786	1554.994	170.842	2020.126	1765.562	138.482	2002.215	1865.081	0	-0.157167071	-0.064870788	-0.035459918
1400000US42049012400	555.65	521.35	52.4	534.75	554.35	31.75	0	714.275	0	-0.030370108	0.017486729	1
1400000US42055012400	559.851	1142.285	92.717	576.425	1126.123	103.805	643.764	1087.067	0	0.324502341	0.304313719	0.256121482
1400000US42071012402	646.665	1256.553	139.137	631.682	1325.579	116.09	618.656	1355.603	91.08	0.298619975	0.334674158	0.356816484
1400000US42071012403	0.665	1.553	0.137	0.682	1.579	0.09	0.656	1.603	0.08	0.377070064	0.38153977	0.404873878
1400000US42071012404	791.501	1887.115	139.983	791.344	1906.251	137.202	781.896	1944.101	98.586	0.388708717	0.393293417	0.411460736
1400000US42011012500	814.243	847.916	82.95	835.449	767.843	75.243	800.516	801.584	0	0.019295643	-0.040276789	0.000666625
1400000US42021012500	705.797	1924.438	112.97	867.76	1691.5	156.952	871.766	1827.455	0	0.444239858	0.303267933	0.354061042
1400000US42027012500	1818.154	874.372	154.595	1571.111	1117.11	100.647	1557.666	1105.081	0	-0.331486438	-0.162790422	-0.169969208
1400000US42101012500	2488.331	408.599	106.125	2301.332	615.799	35.907	2318.948	559.016	0	-0.692538765	-0.570779313	-0.611519811
1400000US42041012501	582.194	1284.049	80.944	570.731	1284.851	91.139	536.117	1387.929	0	0.360445607	0.366832227	0.442719145
1400000US42055012501	1060.584	2886.17	144.366	1037.997	2839.004	196.954	1275.676	2679.161	0	0.44623135	0.442078275	0.35487809
1400000US42071012501	1022.781	2527.893	168.889	1009.984	2562.808	160.247	977.973	2587.033	136.712	0.404647535	0.415967795	0.434679249
1400000US42041012502	142.274	273.079	16.084	136.451	276.701	17.114	129.332	295.884	0	0.303184474	0.32596115	0.391687989
1400000US42055012502	594.923	1578.64	75.676	599.311	1555.024	100.43	730.501	1460.257	0	0.437355479	0.423863684	0.333106623
1400000US42071012502	361.781	1044.893	87.889	355.984	1074.808	66.247	334.973	1102.033	56.712	0.457064707	0.480163843	0.513523972
1400000US42011012600	619.857	513.396	55.524	618.492	475.086	47.361	616.335	450.669	27.708	-0.089555064	-0.125691207	-0.151332953
1400000US42021012600	884.797	1619.438	89.97	961.76	1469.5	143.952	977.766	1572.455	0	0.283185407	0.19716435	0.233191163
1400000US42027012600	1110.221	472.366	106.398	1022.526	567.433	86.813	1006.027	609.377	0	-0.377655811	-0.271410186	-0.245542292
1400000US42041012600	1476.37	2885.67	203.81	1438.255	2916.225	216.05	1351.135	3169.495	0	0.308661038	0.3233695	0.402235972
1400000US42071012601	531	2149	128	542	2174	110	502	2227	83	0.576210826	0.577494692	0.61344239
1400000US42071012602	276	1124	58	288	1127	51	272	1137	47	0.581618656	0.572305593	0.594093407
1400000US42011012700	1925.68	2265.456	143.108	1942.992	2137.072	157.384	1858.92	2232.972	0	0.078393371	0.045801152	0.09141297
1400000US42021012700	299	975	35	381	824	95	412	879	0	0.516424752	0.340769231	0.361735089
1400000US42027012700	712.111	269.464	42.468	677.475	312.929	39.493	665.943	354.272	0	-0.43225431	-0.353963552	-0.30549541
1400000US42071012700	513	2206	123	530	2248	97	519	2265	77	0.595707248	0.597565217	0.610276127
1400000US42041012701	811	1981	115	789	2016	128	756	2146	0	0.40247678	0.418342994	0.478980014
1400000US42041012702	463	1414	63	475	1370	101	467	1456	0	0.490206186	0.45991778	0.514300572
1400000US42011012800	823	758	83	817	722	85	852	691	18	-0.0390625	-0.058497537	-0.103139013
1400000US42021012800	600	1492	70	722	1257	161	698	1427	0	0.412580944	0.25	0.343058824
1400000US42027012800	1630.893	569.59	128.06	1556.391	658.017	132.025	1537.611	773.104	0	-0.455779859	-0.382867953	-0.330853004
1400000US42041012800	890.774	2677.89	145.162	907.828	2644.737	161.234	849.837	2810.926	0	0.481206174	0.467690632	0.535704988
1400000US42071012800	808	1665	156	796	1725	119	787	1748	97	0.32597946	0.351893939	0.365121581
1400000US42011012900	2470	4218	278	2498	4124	251	2335	4373	0	0.250933104	0.236577914	0.303816339
1400000US42021012900	474	1128	58	549	987	109	570	1067	0	0.393975904	0.266261398	0.303604154
1400000US42041012900	72.774	138.89	7.162	75.828	132.737	12.234	69.837	147.926	0	0.302139599	0.257741204	0.358596272
1400000US42071012900	521	1713	79	505	1766	50	484	1793	36	0.515348033	0.543300302	0.56593169
1400000US42011013000	988	2269	139	1003	2225	123	923	2345	0	0.377208481	0.364667264	0.435128519
1400000US42021013000	273	657	33	316	563	76	308	638	0	0.398753894	0.258638743	0.348837209
1400000US42041013000	594	2401	111	647	2295	151	627	2421	0	0.581777205	0.532816036	0.588582677
1400000US42071013000	895	2073	181	887	2199	117	854	2242	93	0.374087012	0.409615985	0.435246159
1400000US42011013100	777	1533	133	772	1515	95	754	1602	0	0.309455587	0.311922754	0.359932088
1400000US42021013100	270	928	48	331	795	102	350	877	0	0.528089888	0.377850163	0.429502852
1400000US42101013100	961.212	30.174	14.589	929.067	50.589	6.231	915.369	47.1	0	-0.925508089	-0.891053437	-0.902126718
1400000US42041013101	1012.181	2949.532	151.604	1058.887	2874.666	184.449	1083.517	2984.708	0	0.47099482	0.440936891	0.467326905
1400000US42071013101	598.707	1166.255	105.696	574.592	1234.898	61.817	550.533	1271.777	48.584	0.303394848	0.352858189	0.385507677
1400000US42041013102	23.381	17.508	3.084	23.047	18.714	1.945	23.909	18.948	0	-0.13355923	-0.099139706	-0.115757053
1400000US42071013102	651.707	1356.255	114.696	626.592	1401.898	89.817	616.533	1450.777	56.584	0.331917812	0.366002662	0.392789847
1400000US42011013200	593	987	92	605	978	72	597	1025	0	0.235645933	0.225377644	0.263871763
1400000US42021013200	486	1358	48	588	1162	133	562	1313	0	0.460887949	0.304832714	0.400533333
1400000US42041013200	352.381	407.508	50.084	350.047	415.714	42.945	352.909	438.948	0	0.068060293	0.08120009	0.108654719
1400000US42101013200	1219.063	39.472	25.613	1181.206	63.294	9.782	1160.544	63.921	0	-0.9185787	-0.891276443	-0.895593586
1400000US42071013202	682.35	1034.984	99.563	663.478	1103.182	77.164	635.937	1151.802	57.091	0.194085851	0.238473954	0.279627391
1400000US42071013203	1152.765	1845.587	146.127	1135.369	1909.215	116.515	1098.276	1979.604	92.167	0.220329664	0.244802836	0.278017329
1400000US42071013204	683.083	1167.079	99.798	684.899	1206.817	77.843	685.805	1227.322	56.366	0.248208168	0.264992316	0.274952488
1400000US42021013300	751	2222	86	938	1945	173	921	2120	0	0.480876103	0.329515707	0.394278198
1400000US42101013300	1625.776	162.299	69.381	1502.85	279.003	35.141	1516.925	266.605	0	-0.787893226	-0.673555884	-0.701036708
1400000US42011013301	476	805	72	474	835	44	441	866	28	0.243163341	0.266814486	0.31835206
1400000US42071013301	1065.819	1394.212	128.22	1052.088	1465.308	86.168	1028.533	1491.376	77.983	0.126878344	0.15871321	0.178160986
1400000US42011013302	626	1211	105	597	1224	82	563	1296	0	0.301235839	0.329479769	0.39429801
1400000US42071013303	1009.258	1928.21	150.164	994.44	2052.614	90.082	938.176	2119.878	82.016	0.297623551	0.337305746	0.376329827
1400000US42071013304	1610.651	2766.099	227.584	1553.656	2954.576	123.677	1479.961	3032.271	100.639	0.250947911	0.302449811	0.336517106
1400000US42021013400	520.397	428.488	32.833	544.606	365.318	64.793	532.664	437.133	0	-0.093620571	-0.183938518	-0.098506182
1400000US42071013400	452.607	283.756	35.952	440.151	304.152	34.001	441.473	312.041	24.053	-0.218629704	-0.174737635	-0.166457681
1400000US42011013401	1301	2704	170	1337	2661	135	1249	2803	0	0.336047904	0.320348415	0.383514314
1400000US42101013401	1347.536	207.78	37.476	1272.8	302.584	13.82	1261.332	288.624	0	-0.715571148	-0.610504378	-0.627571363
1400000US42011013402	572	1016	94	589	1012	59	561	1066	0	0.263971463	0.254819277	0.310387216
1400000US42101013402	1399.536	135.78	44.476	1306.8	240.584	17.82	1281.332	242.624	0	-0.79995088	-0.681199384	-0.681586607
1400000US42011013500	2071	3352	254	2108	3269	225	1983	3503	0	0.225647349	0.207247412	0.277068903
1400000US42021013500	386.013	340.467	28.122	410.513	295.248	44.448	380.369	374.556	0	-0.060357645	-0.153643851	-0.007700103
1400000US42101013500	2247.38	218.425	88.923	2119.974	348.679	36.849	2087.421	357.897	0	-0.794196094	-0.706962118	-0.707279789
