GEO_ID	DEM_USC	REP_USC	OTHERS_USC	DEM_2012	REP_2012	OTH_2012
1400000US42041010800	688.096	1081.04	0	580.632	951.424	125.88
1400000US42049010800	0	1679.798	0	1272.924	1024.828	116.413
1400000US42055010800	700.75	1005.956	0	692.487	973.379	0
1400000US42073010800	0	2580.41	0	1251.475	1882.255	97.44
1400000US42081010800	705	2526	0	730	2197	4
1400000US42095010800	759.88	511.974	42.318	866.182	478.34	0
1400000US42101010800	1825.576	84.391	0	1835.28	34.256	20.642
1400000US42011010801	353.056	695.728	26.432	327.568	582.448	61.36
1400000US42021010801	1043.655	2190.661	0	1493.063	1051.179	0
1400000US42071010801	1252	3286	163	910	3150	232
1400000US42011010802	2339.439	3142.444	77.119	2196.002	2824.241	157.912
1400000US42071010802	342	1245	70	270	1083	82
1400000US42013010900	1515	2692	0	1142	2825	10
1400000US42027010900	993	2721	0	987	2408	0
1400000US42041010900	876.895	1447.485	0	730.05	1350.925	90.33
1400000US42055010900	453.787	669.449	0	437.251	641.029	0
1400000US42071010900	1281	2390	205	996	2086	251
1400000US42073010900	0	1361	0	415	1007	61
1400000US42081010900	284	1127	0	249	1004	2
1400000US42095010900	758.99	248.883	24.309	768.366	194.198	0
1400000US42101010900	756.423	32.226	0	768.482	20.881	8.836
1400000US42011010902	737	876	73	607	760	98
1400000US42049010902	0	1559	0	1082	1062	121
1400000US42011010903	1574.41	2150.088	35.875	1718.388	2627.68	57.151
1400000US42049010903	686.503	2125.624	0	1488.783	1593.216	77.592
1400000US42011010904	976.131	1272.032	26.652	1153.475	1729.594	43.753
1400000US42049010904	0	1252.556	0	588.116	961.512	48.592
1400000US42011010905	550.662	619.772	24.91	494.347	559.879	46.95
1400000US42011011000	667.049	1005.346	0	851.432	1235.001	0
1400000US42021011000	115.989	206.517	0	2.119	0.923	0
1400000US42027011000	1210	2662	0	1087	2361	0
1400000US42055011000	148.098	164.361	0	145.759	148.123	0
1400000US42071011000	499	639	92	468	517	105
1400000US42073011000	0	1971.83	0	898.914	1237.404	81.018
1400000US42081011000	527	1796	0	520	1735	3
1400000US42095011000	818.858	290.635	31.131	765.788	232.964	0
1400000US42101011000	945.689	16.624	0	1092.243	8.018	1.127
1400000US42013011001	747.043	1602.204	0	610.388	1551.937	2.147
1400000US42049011001	1371.836	1600.292	0	1423.888	1509.856	0
1400000US42013011002	706.043	1338.204	0	601.388	1288.937	2.147
1400000US42041011002	712.858	1236.72	0	573.856	1150.968	71.688
1400000US42049011002	952.219	1090.136	0	939.259	984.296	0
1400000US42013011100	1093	2000	0	867	1967	8
1400000US42021011100	918.989	1980.517	0	1285.119	799.923	0
1400000US42027011100	1264	1800	0	1211	1649	0
1400000US42055011100	145.997	196.833	0	136.218	199.762	0
1400000US42071011100	1144	2833	175	899	2351	259
1400000US42073011100	0	866.3	0	437.164	450.404	49.166
1400000US42081011100	716.712	1756.276	0	690.824	1705.098	3
1400000US42095011100	897.173	313.405	33.891	844.103	255.389	0
1400000US42101011100	1931.313	32.556	0	2140.548	19.146	7.966
1400000US42011011101	133.683	163.581	0	133.529	156.2	0
1400000US42041011101	752.963	1550.235	0	488.806	1272.043	88.358
1400000US42049011101	1087.378	1265.768	0	1196.569	1036.988	0
1400000US42011011102	946.636	1529.527	10	890.465	1525.417	20
1400000US42041011102	1173	2082	0	961	1919	147
1400000US42049011102	723.498	857.992	0	770.865	743.252	0
1400000US42011011200	1007	519	62	875	505	99
1400000US42013011200	1015	1438	0	941	1447	4
1400000US42021011200	411.193	759.593	0	465.111	324.118	0
1400000US42041011200	283	535	0	229	463	42
1400000US42055011200	324.178	423.051	0	298.639	396.583	0
1400000US42071011200	340.622	236.114	43.594	311.362	202.734	37.64
1400000US42073011200	0	1025.962	0	549.905	716.315	53.525
1400000US42081011200	219.712	825.276	0	231.824	725.098	2
1400000US42095011200	645.722	143.154	12.363	629.968	147.546	0
1400000US42101011200	2690.382	35.076	0	2937.515	17.648	8.638
1400000US42027011201	691.244	1567.612	0	597.54	1303.004	0
1400000US42049011201	935	1522	0	1037	1307	0
1400000US42049011202	1418	2074	0	1528	1685	0
1400000US42011011300	582	646	0	585	599	0
1400000US42013011300	1054	1613	0	504	1994	2
1400000US42021011300	961.193	1924.593	0	850.111	538.118	0
1400000US42027011300	2041.233	1546.705	0	1784.849	1382.473	0
1400000US42049011300	604	630	0	645	499	0
1400000US42071011300	738.744	892.104	83.664	647.368	837.968	107.32
1400000US42073011300	148	1885.962	0	718.905	1390.315	81.525
1400000US42095011300	836.031	225.356	19.709	759.315	223.899	0
1400000US42101011300	1923.382	31.076	0	2135.515	13.648	5.638
1400000US42041011301	1142.748	2551.356	0	906.816	2224.904	141.572
1400000US42055011301	876.03	1639.659	0	637.364	1631.206	0
1400000US42081011301	186	781	0	212	669	3
1400000US42041011302	830.233	1508.241	0	628.657	1407.469	97.411
1400000US42055011302	488.03	1061.659	0	345.364	1007.206	0
1400000US42081011302	237	847	0	260	721	0
1400000US42041011303	1016.24	2025.668	0	865.996	1885.336	138.128
1400000US42041011304	724.454	1026.55	0	607.892	934.229	84.836
1400000US42041011305	280.459	467.823	0	239.105	428.106	36.259
1400000US42011011400	1161	1338	0	1134	1333	0
1400000US42013011400	356	689	0	289	660	1
1400000US42021011400	650	1089	0	829	388	0
1400000US42027011400	2396.233	1779.705	0	2241.849	1763.473	0
1400000US42041011400	707.995	952.157	0	656.577	861.57	0.752
1400000US42049011400	861	940	0	926	817	0
1400000US42055011400	759	1723	0	641	1617	0
1400000US42071011400	680.366	579.218	97.258	636.73	489.702	68.96
1400000US42073011400	300	626	0	402	442	0
1400000US42081011400	154.532	687.214	0	178.45	545.064	0.002
1400000US42101011400	3315.322	149.866	0	3412.43	87.29	0
1400000US42011011500	555	909	0	536	845	0
1400000US42013011500	966	1673	0	575	1811	0
1400000US42021011500	622	1535	0	1170	930	0
1400000US42041011500	142.995	209.157	0	139.577	191.57	0.752
1400000US42055011500	861	1888	0	829	1733	0
1400000US42073011500	684.674	1526.963	0	913.599	1148.46	0
1400000US42101011500	1923.573	77.655	0	1941.336	58.987	0
1400000US42027011501	616.925	646.291	0	518.847	583.043	0
1400000US42027011502	2656.33	2134.831	0	2153.407	1746.193	0
1400000US42071011502	980	1593	126	892	1398	178
1400000US42049011503	785.911	864.312	0	771.138	670.413	0
1400000US42071011503	1169.878	1575.051	110.32	983.695	1455.409	197.491
1400000US42071011504	2019.878	3223.051	219.32	1654.695	3001.409	344.491
1400000US42049011505	555.899	751.792	0	574.146	659.671	0
1400000US42049011507	391.341	561.242	0	402.569	396.59	0
1400000US42013011600	423	1038	0	294	894	3
1400000US42021011600	417	666	0	290	125	0
1400000US42027011600	845.558	847.31	0	806.078	879.124	0
1400000US42049011600	641	1068	0	668	908	0
1400000US42055011600	800	2053	0	635	1935	0
1400000US42071011600	1317.521	1947.66	136.22	1087.672	1878.02	265.617
1400000US42073011600	876	1103	0	1060	794	0
1400000US42011011601	953.49	1216.976	0	901.15	1187.428	0
1400000US42041011601	1576.188	2805.686	0	1262.838	2405.99	100.808
1400000US42081011601	130	489	0	149	421	0
1400000US42011011602	538.49	923.976	0	545.15	804.428	0
1400000US42041011602	678.811	1690.404	0	560.343	1608.924	78.954
1400000US42081011602	606.532	1482.214	0	602.45	1379.064	6.002
1400000US42011011603	600.244	799.108	0	575.076	802.956	0.004
1400000US42041011605	1039.754	2243.388	0	852.686	2007.391	139.702
1400000US42021011700	355	724	0	408	305	0
1400000US42041011700	1295.679	3205.19	0	1258.745	2804.246	45.954
1400000US42055011700	1285.066	2786.444	0	804.202	2795.128	0
1400000US42073011700	566.406	903.651	0	890.571	881.492	0
1400000US42081011700	531	1825	0	540	1574	1
1400000US42101011700	749.118	185.884	0	754.438	107.434	15.356
1400000US42011011701	953	2653	0	1066	2349	0
1400000US42049011701	327.917	738.744	0	366.481	637.429	0
1400000US42071011701	1228.682	1240.988	78.845	1017.734	1319.834	209.855
1400000US42011011702	706	1727	0	706	1561	0
1400000US42027011702	2299.558	2379.31	0	2044.078	2402.124	0
1400000US42049011702	628.917	1291.744	0	702.481	1104.429	0
1400000US42011011703	615	1449	0	597	1278	0
1400000US42071011703	2205.161	3575.248	175.144	1489.58	3054.748	410.317
1400000US42071011704	1562.667	1867.727	110.609	1342.149	1963.448	296.363
1400000US42071011705	1302.721	2079.953	101.022	1075.839	2093.692	288.032
1400000US42011011800	881	1272	0	870	1141	0
1400000US42021011800	445.792	1491.996	0	747.778	972.016	0
1400000US42027011800	1511	1839	0	1369	1728	0
1400000US42055011800	681	1360	0	544	1277	0
1400000US42073011800	487.732	564.688	0	599.972	390.032	0
1400000US42081011800	235	1320	0	264	1087	0
1400000US42101011800	2945.198	70.596	0	3141.01	49.734	16.004
1400000US42041011801	1681.304	3645.768	0	2507.68	5537.328	211.688
1400000US42049011801	355	895	0	408	720	0
1400000US42071011801	870.913	1266.374	40.237	639.906	1207.257	194.553
1400000US42041011802	676.304	1400.768	0	1021.68	2257.328	86.688
1400000US42049011802	352	1081	0	443	845	0
1400000US42071011802	1739.431	1246.301	133.187	1353.251	1222.21	214.261
1400000US42041011803	840	2145	0	846	1866	0
1400000US42071011803	1574.031	1923.441	120.79	1172.731	1836.056	293.706
1400000US42071011804	2169.19	2348.818	144.144	1598.77	2197.112	397.616
1400000US42071011805	871.772	623.508	53.166	686.625	570.237	106.573
1400000US42021011900	347.792	841.996	0	469.778	589.016	0
1400000US42049011900	718	1508	0	978	1105	0
1400000US42055011900	728.066	1734.444	0	477.202	1747.128	0
1400000US42081011900	465	1780	0	507	1382	1
1400000US42101011900	2173.771	51.332	0	2231.224	27.492	8.575
1400000US42027011901	592	1064	0	525	970	0
1400000US42041011901	961.82	2019.397	0	456.157	840.437	0
1400000US42071011901	1436	2295	62	996	2155	233
1400000US42011011902	568	1240	0	617	1027	0
1400000US42027011902	2332.937	2714.228	0	2389.288	3005.438	0
1400000US42041011902	1419.82	2813.397	0	677.157	1194.437	0
1400000US42071011902	777.971	1080.278	41.492	546.939	1038.465	143.753
1400000US42011011903	925.177	1781.617	0	855.91	1554.073	0
1400000US42011011904	1397.177	2602.617	0	1400.91	2331.073	0
1400000US42021012000	851	1854	0	1094	1403	0
1400000US42027012000	2178.994	1410.798	0	1815.031	1240.456	0
1400000US42041012000	1423.64	1160.095	0	1270.505	1044.59	0
1400000US42055012000	861	2048	0	652	1918	0
1400000US42101012000	648.678	57.754	0	671.464	50.086	7.676
1400000US42011012001	619.116	917.22	0	638.636	908.58	0
1400000US42049012001	414	896	0	490	682	0
1400000US42071012001	1129.504	1614.752	114.394	877.419	1528.148	178.333
1400000US42011012002	1571.696	2190.46	0	1502.131	1887.28	0
1400000US42049012002	337	678	0	381	506	0
1400000US42071012002	919.504	1339.752	113.394	709.419	1239.148	141.333
1400000US42021012100	284	761	0	345	567	0
1400000US42027012100	1750.732	1159.027	0	1635.243	1089.521	0
1400000US42041012100	549.194	503.158	0	476.339	428.208	0
1400000US42049012100	1063	2293	0	1184	1983	0
1400000US42055012100	543.671	1133.312	0	465.087	1073.355	0
1400000US42101012100	946.79	86.9	0	941.56	89.14	8.285
1400000US42011012101	367	457	0	383	420	0
1400000US42071012102	1487.516	2729.218	125.218	1071.078	2511.586	245.91
1400000US42011012103	926.298	1488.598	0	940.02	1310.981	0
1400000US42071012103	1141.932	2301.884	93.146	839.194	2077.798	188.172
1400000US42011012104	616.128	882.748	0	664.69	796.651	0
1400000US42071012104	558.058	1068.448	42.834	379.58	1006.836	84.31
1400000US42011012105	1433.75	2444.09	0	1447.825	2207.03	0
1400000US42011012200	951.398	686.677	59.996	903.899	658.848	136.605
1400000US42021012200	625	1104	0	465	588	0
1400000US42027012200	1850.103	1222.959	0	1702.721	1143.428	0
1400000US42041012200	562.946	512.36	0	488.67	436.622	0
1400000US42055012200	505.274	834.342	0	464.464	742.906	0
1400000US42071012200	813.24	1744.498	128.506	681.89	1547.256	162.644
1400000US42049012201	1226	1965	0	1291	1726	0
1400000US42101012201	980.744	108.552	0	961.129	91.015	10.947
1400000US42049012202	1254	923	0	1178	845	0
1400000US42101012203	7.05	1.95	0	16.95	2.4	0.75
1400000US42101012204	1035.416	79.649	0	989.763	80.422	13.921
1400000US42011012300	943.398	869.677	21.996	856.899	800.848	33.605
1400000US42021012300	384	802	0	421	578	0
1400000US42027012300	831	306	0	779	319	0
1400000US42041012300	1423.64	1160.095	0	1270.505	1044.59	0
1400000US42049012300	1156.353	1422.762	0	1195.561	1127.332	0
1400000US42055012300	556.49	1007.725	0	495.135	833.125	0
1400000US42071012301	450.093	922.929	64.815	401.406	852.78	91.269
1400000US42071012302	785.989	1584.03	109.401	693.807	1404.499	148.029
1400000US42011012400	1185.011	950.309	27.708	1345.546	1145.258	52.671
1400000US42021012400	591	1349	0	890	898	0
1400000US42027012400	1075.352	561.768	0	954.262	487.126	0
1400000US42041012400	2002.215	1865.081	0	1730.566	1757.096	0
1400000US42049012400	0	714.275	0	539.925	448.275	57.875
1400000US42055012400	643.764	1087.067	0	623.599	926.031	0
1400000US42071012402	618.656	1355.603	91.08	506.511	1239.463	110.116
1400000US42071012403	0.656	1.603	0.08	0.511	1.463	0.116
1400000US42071012404	781.896	1944.101	98.586	616.401	1665.719	118.76
1400000US42011012500	800.516	801.584	0	1047.259	1060.289	0
1400000US42021012500	871.766	1827.455	0	1433.61	1145.639	0
1400000US42027012500	1557.666	1105.081	0	1303.365	967.195	0
1400000US42101012500	2318.948	559.016	0	2021.152	525.619	80.606
1400000US42041012501	536.117	1387.929	0	259.83	438.943	0
1400000US42055012501	1275.676	2679.161	0	1084.955	2460.077	0
1400000US42071012501	977.973	2587.033	136.712	884.272	2256.277	171.616
1400000US42041012502	129.332	295.884	0	50.445	83.623	0
1400000US42055012502	730.501	1460.257	0	655.02	1359.562	0
1400000US42071012502	334.973	1102.033	56.712	322.272	988.277	74.616
1400000US42011012600	616.335	450.669	27.708	524.607	378.081	52.671
1400000US42021012600	977.766	1572.455	0	1394.61	1037.639	0
1400000US42027012600	1006.027	609.377	0	870.864	509.66	0
1400000US42041012600	1351.135	3169.495	0	500.81	802.52	0
1400000US42071012601	502	2227	83	452	2013	113
1400000US42071012602	272	1137	47	276	1107	60
1400000US42011012700	1858.92	2232.972	0	1737.16	2154.556	0
1400000US42021012700	412	879	0	581	590	0
1400000US42027012700	665.943	354.272	0	561.422	280.503	0
1400000US42071012700	519	2265	77	412	2028	94
1400000US42041012701	756	2146	0	819	1845	0
1400000US42041012702	467	1456	0	545	1184	0
1400000US42011012800	852	691	18	764	680	38
1400000US42021012800	698	1427	0	697	993	0
1400000US42027012800	1537.611	773.104	0	1340.772	653.005	0
1400000US42041012800	849.837	2810.926	0	974.756	2336.305	0
1400000US42071012800	787	1748	97	613	1681	129
1400000US42011012900	2335	4373	0	1239	2078	0
1400000US42021012900	570	1067	0	460	342	0
1400000US42041012900	69.837	147.926	0	72.756	103.305	0
1400000US42071012900	484	1793	36	413	1720	89
1400000US42011013000	923	2345	0	981	1928	0
1400000US42021013000	308	638	0	539	358	0
1400000US42041013000	627	2421	0	751	1840	0
1400000US42071013000	854	2242	93	638	2042	153
1400000US42011013100	754	1602	0	825	1378	0
1400000US42021013100	350	877	0	632	486	0
1400000US42101013100	915.369	47.1	0	904.098	33.6	0
1400000US42041013101	1083.517	2984.708	0	1117.042	2442.128	0
1400000US42071013101	550.533	1271.777	48.584	448.365	1156.671	123.755
1400000US42041013102	23.909	18.948	0	23.946	18.68	0
1400000US42071013102	616.533	1450.777	56.584	513.365	1324.671	122.755
1400000US42011013200	597	1025	0	589	945	0
1400000US42021013200	562	1313	0	695	554	0
1400000US42041013200	352.909	438.948	0	347.946	403.68	0
1400000US42101013200	1160.544	63.921	0	1095.705	27.275	0
1400000US42071013202	635.937	1151.802	57.091	595.907	843.565	106.538
1400000US42071013203	1098.276	1979.604	92.167	899.046	1831.927	192.335
1400000US42071013204	685.805	1227.322	56.366	555.229	1028.248	105.565
1400000US42021013300	921	2120	0	1583	983	0
1400000US42101013300	1516.925	266.605	0	1246.918	184.184	28
1400000US42011013301	441	866	28	508	737	0
1400000US42071013301	1028.533	1491.376	77.983	909.468	1421.363	151.365
1400000US42011013302	563	1296	0	904	1741	0
1400000US42071013303	938.176	2119.878	82.016	737.012	2059.574	155.148
1400000US42071013304	1479.961	3032.271	100.639	1117.672	2747.572	214.956
1400000US42021013400	532.664	437.133	0	569.839	209.393	0
1400000US42071013400	441.473	312.041	24.053	486.938	385.22	51.613
1400000US42011013401	1249	2803	0	1268	2499	0
1400000US42101013401	1261.332	288.624	0	1178.52	267.668	0
1400000US42011013402	561	1066	0	599	947	0
1400000US42101013402	1281.332	242.624	0	1109.52	224.668	11
1400000US42011013500	1983	3503	0	1899	2898	0
1400000US42021013500	380.369	374.556	0	433.941	164.038	0
1400000US42101013500	2087.421	357.897	0	1887.106	223.702	0
1400000US42071013501	1323.303	996.538	83.843	1147.093	960.671	138.089
1400000US42071013502	1204.62	811.955	74.495	1065.96	870.905	135.84
1400000US42071013503	1255.078	690.845	41.723	931.717	793.079	178.963
1400000US42011013600	679	1189	0	773	978	0
1400000US42021013600	134.861	110.622	0	189.719	61.937	0
1400000US42071013601	911.455	757.626	56.651	799.145	711.963	99.901
1400000US42101013601	1064.006	239.692	0	990.788	237.086	0
1400000US42071013602	764.628	833.487	67.281	594.964	769.311	121.598
1400000US42101013602	822.418	164.904	0	757.096	136.536	0
1400000US42021013700	790.064	1528.333	0	1001.321	643.272	0
1400000US42101013700	1994.075	80.143	0	2016.701	51.913	25.036
1400000US42011013701	449	970	0	467	852	0
1400000US42071013701	1428.912	1699.51	130.935	1210.377	1583.958	212.11
1400000US42011013702	442	1298	71	626	1000	0
1400000US42071013702	1779.058	2640.451	162.966	1303.76	2270.598	266.116
1400000US42011013800	545	1233	75	656	1028	0
1400000US42071013800	824.67	2115.776	104.238	677.039	1977.233	168.43
1400000US42101013800	746.148	26.386	0	897.399	8.503	3.07
1400000US42011013900	991	2896	145	1216	2542	0
1400000US42101013900	1012.556	53.306	0	1151.014	34.555	12.082
1400000US42071013901	610	1774	68	512	1540	126
1400000US42071013902	454	1389	87	460	1179	117
1400000US42011014000	833	997	82	865	833	0
1400000US42071014000	888	2313	96	712	2169	172
1400000US42101014000	1513.074	118.416	0	1287.133	57.826	18.199
1400000US42011014100	988	1331	74	1273	1315	0
1400000US42095014100	1748	776	0	1419	726	0
1400000US42101014100	1113.933	54.497	0	1101.437	24.27	0
1400000US42071014101	197	1004	0	175	872	2
1400000US42071014102	307	1322	0	315	1151	3
1400000US42011014200	1036	2193	101	1159	1898	0
1400000US42095014200	1035.154	440.957	0	963.805	323.334	0
1400000US42101014200	2033.102	465.846	0	1581.14	291.794	0
1400000US42071014201	292.362	1301.672	0	321.572	1109.512	1
1400000US42071014202	347.362	1186.672	0	353.572	1027.512	0
1400000US42071014300	239	815	0	292	703	1
1400000US42095014300	965.414	521.588	0	963.183	382.932	0
1400000US42101014300	1586.935	450.079	0	1209.838	275.604	0
1400000US42095014400	1587.548	680.615	0	1329.986	517.574	0
1400000US42101014400	1720	248	0	1262	110	0
1400000US42071014401	622	2125	92	604	1809	185
1400000US42071014402	421	1323	53	349	1207	88
1400000US42095014500	908.793	298.608	0	760.932	235.794	0
1400000US42101014500	1171.854	125.716	0	1129.206	115.79	12.87
1400000US42071014501	574	1636	87	524	1465	155
1400000US42071014502	398	1518	66	374	1279	105
1400000US42095014600	1507.831	557.286	0	1395.335	416.135	0
1400000US42101014600	1449.787	103.213	0	1415.643	88.06	7.87
1400000US42071014601	300	1209	44	250	1192	73
1400000US42071014602	586	2083	50	611	1838	58
1400000US42071014700	1031.742	124.362	17.018	1209.478	173.999	40.615
1400000US42095014700	602.368	260.043	0	638.003	181.676	0
1400000US42101014700	1482.39	139.766	0	1342.13	141.984	55.468
1400000US42101014800	944.872	30.507	0	961.439	11.613	5.197
1400000US42101014900	1957.773	22.094	0	2121.506	14.83	6
1400000US42101015101	944.26	7.478	0	1066.562	19.258	8.016
1400000US42101015102	2428.894	28.916	0	2490.576	192.258	54.235
1400000US42101015200	2402.073	50.956	0	2569.871	74.022	19.184
1400000US42095015201	1066	1540	0	1149	1192	0
1400000US42095015300	821	1480	0	861	1198	0
1400000US42101015300	1731.751	255.309	0	1614.413	3.002	5.667
1400000US42095015400	517	924	0	577	726	0
1400000US42095015500	895	2206	68	1052	1790	0
1400000US42095015600	609	950	0	595	720	0
1400000US42101015600	763.328	39.372	0	738.792	33.88	0
1400000US42095015700	422	654	0	432	462	0
1400000US42101015700	1041.328	119.372	0	871.792	66.88	0
1400000US42101015800	2826.514	723.084	0	2304.409	501.19	0
1400000US42095015801	712.954	1741.739	88.85	767.717	1667.882	0
1400000US42095015802	281.954	763.739	48.85	313.717	713.882	0
1400000US42095015901	702.207	1743.292	65.266	809.534	1580.42	0
1400000US42095015902	206.207	495.292	15.266	215.534	408.42	0
1400000US42101016000	2432.546	689.806	0	1936.965	478.196	0
1400000US42095016001	865.385	1883.431	129.163	958.255	1633.26	0
1400000US42095016002	683.385	1540.431	85.163	791.255	1208.26	0
1400000US42095016100	241.704	540.537	30.42	252.208	431.676	0
1400000US42101016100	1897.987	308.416	0	1424.479	178.028	0
1400000US42101016200	858.252	38.824	0	844.056	34.97	0.377
1400000US42095016201	774.87	1166.767	46.781	849.669	1011.164	0
1400000US42095016202	176.87	292.767	13.781	189.669	231.164	0
1400000US42095016300	532	731	45	628	627	0
1400000US42101016300	1605.074	88.68	0	1449.323	62.375	0
1400000US42095016400	842	1657	81	877	1329	0
1400000US42101016400	1684.19	47.585	0	1744.718	22.663	2.302
1400000US42095016500	697	1666	110	813	1494	0
1400000US42101016500	1143.564	23.646	0	1276.138	15.788	4.857
1400000US42095016600	365	636	45	360	591	0
1400000US42101016600	397.902	13.444	0	475.052	8.65	2.123
1400000US42095016700	1149	1706	24	1124	1431	0
1400000US42101016701	1426.132	19.807	0	1597.742	5.248	8.433
1400000US42101016702	1196.458	28.214	0	1368.557	15.107	9.214
1400000US42095016800	1270	1372	0	1243	1076	0
1400000US42101016800	826.156	10.796	0	920.665	4.445	2.659
1400000US42095016901	609.582	1247.181	65.373	618.921	1169.073	0
1400000US42101016901	1251.072	9.047	0	1298.43	11.188	5.44
1400000US42095016902	924.582	2005.181	106.373	943.921	1847.073	0
1400000US42101016902	2627.3	27.904	0	2972.78	19.904	11
1400000US42095017000	394	532	0	408	433	0
1400000US42101017000	1123.829	67.56	0	1114.559	64.203	8.969
1400000US42101017100	2684.177	28.529	0	2900.27	13.885	4.91
1400000US42095017101	1700.44	1680.24	0	1503.56	1368.12	0
1400000US42095017102	2657.44	3105.24	0	2284.56	2349.12	0
1400000US42095017200	1174.024	820.642	0	1152.322	562.26	0
1400000US42101017201	1270.953	19.556	0	1519.666	9.285	2.5
1400000US42101017202	1671.391	19.935	0	1936.856	11.189	4.91
1400000US42095017300	442.024	418.642	0	438.322	295.26	0
1400000US42101017300	2231.033	38.453	0	2530.608	17.955	8.622
1400000US42101017400	1232.936	16.734	0	1430.41	11.06	2.734
1400000US42095017401	1410.815	1620.237	0	1727.209	1836.569	0
1400000US42095017402	1299.367	1278.077	0	1715.305	1590.873	0
1400000US42101017500	2946.274	101.532	0	3010.324	80.922	3
1400000US42095017501	762.402	759.928	0	703.612	561.991	0
1400000US42095017502	1250.85	1410.088	0	1164.516	1186.687	0
1400000US42101017601	1642.291	69.358	0	1725.758	54.56	0
1400000US42101017602	2077.363	84.87	0	1888.356	79.186	0
1400000US42095017603	885.953	796.68	0	692.419	434.015	0
1400000US42095017604	1159.146	1195.566	0	1056.925	968.884	0
1400000US42095017605	697.853	995.428	0	413.485	419.602	0
1400000US42095017606	1763.953	1728.68	0	1690.419	1394.015	0
1400000US42095017607	1748.148	2110.08	0	1421.695	1537.081	0
1400000US42101017701	968.616	56.544	0	963.696	40.62	0
1400000US42095017702	460.775	744.485	50.883	508.235	733.313	0
1400000US42101017702	1408.135	93.975	0	1334.461	54.741	0
1400000US42095017703	911.006	1264.162	85.205	874.296	1095.929	0
1400000US42095017704	1220.139	1919.485	93.375	1179.131	1798.869	0
1400000US42095017800	619	337	0	590	282	0
1400000US42101017800	1706.99	223.509	0	1595.647	131.5	0
1400000US42101017900	1556.753	349.408	0	1304.833	241.339	0
1400000US42095017901	718.347	922.071	41.211	755.388	788.436	0
1400000US42095017902	318.347	440.071	25.211	367.388	379.436	0
1400000US42095018001	870.152	1740.418	69.563	948.153	1457.752	0
1400000US42101018001	630.177	306.038	0	485.625	235.323	0
1400000US42095018002	1136.152	2122.418	96.563	1228.153	2045.752	0
1400000US42101018002	1125.89	577.814	0	1030.734	441.228	0
1400000US42095018100	1182	2189	97	1196	1836	0
1400000US42095018200	514.793	1129.021	0	515.018	964.247	0
1400000US42095018300	812.793	1579.021	0	855.018	1218.247	0
1400000US42101018300	802.351	735.915	0	921.516	462.238	0
1400000US42101018400	804.863	694.707	0	949.668	447.366	0
1400000US42101018800	1684.724	218.142	0	1575.532	169.153	0
1400000US42101019000	1976.314	220.165	0	1777.595	185.917	0
1400000US42101019100	2551.514	370.016	0	1948.784	247.105	0
1400000US42101019200	1399.916	97.879	0	1372.933	71.752	0
1400000US42101019501	925.637	46.178	0	820.109	34.23	0
1400000US42101019502	682.505	43.578	0	611.781	29.3	0
1400000US42101019700	2556.43	78.004	0	2511.751	83.037	11.129
1400000US42101019800	1938.61	68.22	0	2077.197	67.234	9.253
1400000US42101019900	1651	69	0	1647	51	6
1400000US42101020000	712.593	12.43	0	781.383	10.502	4.171
1400000US42003020100	624.01	235.715	0	226.36	72.91	0
1400000US42043020100	1496.81	357.639	0	1429.297	284.452	39.5
1400000US42133020100	353.915	1064.025	0	282.791	919.672	59.976
1400000US42101020101	1258.998	18.391	0	1343.632	13.67	3.122
1400000US42111020101	329.987	929.693	0	651.984	557.542	2.663
1400000US42025020102	1190	1015	0	1255	826	0
1400000US42101020102	1642.72	22.858	0	1700.147	18.591	10.08
1400000US42111020102	198.987	564.693	0	407.984	330.542	1.663
1400000US42025020103	599	1287	0	634	1057	0
1400000US42025020105	960	1552	0	949	1188	0
1400000US42025020106	284	722	0	284	604	0
1400000US42025020200	665	2234	0	690	1849	0
1400000US42101020200	2926.18	54.252	0	3183.135	29.047	11.772
1400000US42111020200	647	1750	0	1261	990	5
1400000US42133020220	232.353	789.779	0	190.489	685.326	39.228
1400000US42133020221	353.915	1064.025	0	282.791	919.672	59.976
1400000US42133020222	1098.562	2917.246	0	913.302	2670.346	168.748
1400000US42003020300	342.098	81.179	0	322.013	83.178	0
1400000US42025020300	1409	1260	0	1559	971	0
1400000US42043020300	471.929	128.143	0	406.702	121.128	17.716
1400000US42101020300	820.292	14.54	0	863.23	12.589	5.177
1400000US42111020300	709	1119	0	1170	534	6
1400000US42133020310	352	1263	0	288	1134	39
1400000US42133020320	705	3072	0	724	2610	153
1400000US42025020400	682	602	0	695	455	0
1400000US42043020400	455.541	125.967	0	388.138	119.02	17.308
1400000US42101020400	1218.363	20.225	0	1256.983	14.274	1.363
1400000US42111020400	534	1203	0	944	641	4
1400000US42133020410	475	2188	0	407	1928	86
1400000US42133020420	867	3566	0	766	3324	142
1400000US42025020500	1146	1985	0	1177	1513	0
1400000US42043020500	1417.497	346.029	0	1208.164	337.522	48.79
1400000US42101020500	1370.244	25.309	0	1469.836	23.306	7.638
1400000US42111020500	301	1119	0	622	688	3
1400000US42133020510	350	1421	0	337	1136	105
1400000US42133020521	514.349	1520.405	0	534.416	1143.066	113.833
1400000US42133020522	249.349	790.405	0	242.416	593.066	58.833
1400000US42025020600	875	993	0	885	779	0
1400000US42043020600	1125.125	267.695	0	954.488	257.045	36.748
